case,domain,agent_id,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex240,float_fp8,local-diverse-r32,ex240_r32_resyn2rs_area_from_frontend_best,1,566,51,28866,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/aigs/ex240_r32_resyn2rs_area_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/logs/ex240_r32_resyn2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/logs/ex240_r32_resyn2rs_area_from_frontend_best.abc.log; gen_sec=0.140; eval_sec=0.857; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex240,float_fp8,local-diverse-r32,ex240_r32_compress2rs_area_from_frontend_best,1,565,52,29380,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/aigs/ex240_r32_compress2rs_area_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/logs/ex240_r32_compress2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/logs/ex240_r32_compress2rs_area_from_frontend_best.abc.log; gen_sec=0.149; eval_sec=0.858; flow=strash; balance -l; resub -K 6 -l; rewrite -l; resub -K 6 -N 2 -l; refactor -l; resub -K 8 -l; balance -l; resub -K 8 -N 2 -l; rewrite -l; resub -K 10 -l; rewrite -z -l; resub -K 10 -N 2 -l; balance -l; resub -K 12 -l; refactor -z -l; resub -K 12 -N 2 -l; rewrite -z -l; balance -l
ex240,float_fp8,local-diverse-r32,ex240_r32_dchoice_dc2_from_frontend_best,1,572,51,29172,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/aigs/ex240_r32_dchoice_dc2_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/logs/ex240_r32_dchoice_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/logs/ex240_r32_dchoice_dc2_from_frontend_best.abc.log; gen_sec=0.084; eval_sec=0.857; flow=strash; dchoice; dc2; balance
ex240,float_fp8,local-diverse-r32,ex240_r32_compress_l_no_dc_from_frontend_best,1,571,51,29121,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/aigs/ex240_r32_compress_l_no_dc_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/logs/ex240_r32_compress_l_no_dc_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/logs/ex240_r32_compress_l_no_dc_from_frontend_best.abc.log; gen_sec=0.077; eval_sec=0.862; flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance -l
ex240,float_fp8,local-diverse-r32,ex240_r32_resub_deep_rf_from_frontend_best,1,567,51,28917,student/work/ex240_frontend_fp8_diff_grs_20260608_1401/ex240/verilog/ex240_semantic_add_same_grs_diff_param8.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/aigs/ex240_r32_resub_deep_rf_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/logs/ex240_r32_resub_deep_rf_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex240/logs/ex240_r32_resub_deep_rf_from_frontend_best.abc.log; gen_sec=0.089; eval_sec=0.859; flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
ex244,float_fp8,local-diverse-r32,ex244_r32_resyn2rs_area_from_frontend_best,1,287,32,9184,student/work/ex240_ex244_frontend_fp8_magbdd_deltaeff_20260608_1401/ex244/verilog/ex244_semantic_hypot_delta_maxeff_bdd_expfirst.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex244/aigs/ex244_r32_resyn2rs_area_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex244/logs/ex244_r32_resyn2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex244/logs/ex244_r32_resyn2rs_area_from_frontend_best.abc.log; gen_sec=0.092; eval_sec=0.497; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex244,float_fp8,local-diverse-r32,ex244_r32_compress2rs_area_from_frontend_best,1,286,33,9438,student/work/ex240_ex244_frontend_fp8_magbdd_deltaeff_20260608_1401/ex244/verilog/ex244_semantic_hypot_delta_maxeff_bdd_expfirst.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex244/aigs/ex244_r32_compress2rs_area_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex244/logs/ex244_r32_compress2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex244/logs/ex244_r32_compress2rs_area_from_frontend_best.abc.log; gen_sec=0.110; eval_sec=0.482; flow=strash; balance -l; resub -K 6 -l; rewrite -l; resub -K 6 -N 2 -l; refactor -l; resub -K 8 -l; balance -l; resub -K 8 -N 2 -l; rewrite -l; resub -K 10 -l; rewrite -z -l; resub -K 10 -N 2 -l; balance -l; resub -K 12 -l; refactor -z -l; resub -K 12 -N 2 -l; rewrite -z -l; balance -l
ex244,float_fp8,local-diverse-r32,ex244_r32_dchoice_dc2_from_frontend_best,1,290,32,9280,student/work/ex240_ex244_frontend_fp8_magbdd_deltaeff_20260608_1401/ex244/verilog/ex244_semantic_hypot_delta_maxeff_bdd_expfirst.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex244/aigs/ex244_r32_dchoice_dc2_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex244/logs/ex244_r32_dchoice_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex244/logs/ex244_r32_dchoice_dc2_from_frontend_best.abc.log; gen_sec=0.062; eval_sec=0.500; flow=strash; dchoice; dc2; balance
ex244,float_fp8,local-diverse-r32,ex244_r32_compress_l_no_dc_from_frontend_best,1,290,35,10150,student/work/ex240_ex244_frontend_fp8_magbdd_deltaeff_20260608_1401/ex244/verilog/ex244_semantic_hypot_delta_maxeff_bdd_expfirst.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex244/aigs/ex244_r32_compress_l_no_dc_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex244/logs/ex244_r32_compress_l_no_dc_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex244/logs/ex244_r32_compress_l_no_dc_from_frontend_best.abc.log; gen_sec=0.086; eval_sec=0.475; flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance -l
ex244,float_fp8,local-diverse-r32,ex244_r32_resub_deep_rf_from_frontend_best,1,287,32,9184,student/work/ex240_ex244_frontend_fp8_magbdd_deltaeff_20260608_1401/ex244/verilog/ex244_semantic_hypot_delta_maxeff_bdd_expfirst.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex244/aigs/ex244_r32_resub_deep_rf_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex244/logs/ex244_r32_resub_deep_rf_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex244/logs/ex244_r32_resub_deep_rf_from_frontend_best.abc.log; gen_sec=0.073; eval_sec=0.493; flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
ex249,float_fp8,local-diverse-r32,ex249_r32_resyn2rs_area_from_frontend_best,1,167,26,4342,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex249/aigs/ex249_r32_resyn2rs_area_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex249/logs/ex249_r32_resyn2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex249/logs/ex249_r32_resyn2rs_area_from_frontend_best.abc.log; gen_sec=0.125; eval_sec=0.459; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex249,float_fp8,local-diverse-r32,ex249_r32_compress2rs_area_from_frontend_best,1,166,30,4980,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex249/aigs/ex249_r32_compress2rs_area_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex249/logs/ex249_r32_compress2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex249/logs/ex249_r32_compress2rs_area_from_frontend_best.abc.log; gen_sec=0.076; eval_sec=0.475; flow=strash; balance -l; resub -K 6 -l; rewrite -l; resub -K 6 -N 2 -l; refactor -l; resub -K 8 -l; balance -l; resub -K 8 -N 2 -l; rewrite -l; resub -K 10 -l; rewrite -z -l; resub -K 10 -N 2 -l; balance -l; resub -K 12 -l; refactor -z -l; resub -K 12 -N 2 -l; rewrite -z -l; balance -l
ex249,float_fp8,local-diverse-r32,ex249_r32_dchoice_dc2_from_frontend_best,1,168,28,4704,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex249/aigs/ex249_r32_dchoice_dc2_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex249/logs/ex249_r32_dchoice_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex249/logs/ex249_r32_dchoice_dc2_from_frontend_best.abc.log; gen_sec=0.078; eval_sec=0.462; flow=strash; dchoice; dc2; balance
ex249,float_fp8,local-diverse-r32,ex249_r32_compress_l_no_dc_from_frontend_best,1,168,29,4872,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex249/aigs/ex249_r32_compress_l_no_dc_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex249/logs/ex249_r32_compress_l_no_dc_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex249/logs/ex249_r32_compress_l_no_dc_from_frontend_best.abc.log; gen_sec=0.076; eval_sec=0.472; flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance -l
ex249,float_fp8,local-diverse-r32,ex249_r32_resub_deep_rf_from_frontend_best,1,168,26,4368,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex249/aigs/ex249_r32_resub_deep_rf_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex249/logs/ex249_r32_resub_deep_rf_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex249/logs/ex249_r32_resub_deep_rf_from_frontend_best.abc.log; gen_sec=0.066; eval_sec=0.473; flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
ex242,float_fp8,local-diverse-r32,ex242_r32_resyn2rs_area_from_frontend_best,1,1188,20,23760,student/work/ex242_frontend_fp8_div_clean_sparse_20260608_1330/ex242/verilog/ex242_semantic_div_field_sparse_clean.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex242/aigs/ex242_r32_resyn2rs_area_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex242/logs/ex242_r32_resyn2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex242/logs/ex242_r32_resyn2rs_area_from_frontend_best.abc.log; gen_sec=0.345; eval_sec=0.543; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex242,float_fp8,local-diverse-r32,ex242_r32_compress2rs_area_from_frontend_best,1,1185,21,24885,student/work/ex242_frontend_fp8_div_clean_sparse_20260608_1330/ex242/verilog/ex242_semantic_div_field_sparse_clean.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex242/aigs/ex242_r32_compress2rs_area_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex242/logs/ex242_r32_compress2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex242/logs/ex242_r32_compress2rs_area_from_frontend_best.abc.log; gen_sec=0.338; eval_sec=0.524; flow=strash; balance -l; resub -K 6 -l; rewrite -l; resub -K 6 -N 2 -l; refactor -l; resub -K 8 -l; balance -l; resub -K 8 -N 2 -l; rewrite -l; resub -K 10 -l; rewrite -z -l; resub -K 10 -N 2 -l; balance -l; resub -K 12 -l; refactor -z -l; resub -K 12 -N 2 -l; rewrite -z -l; balance -l
ex242,float_fp8,local-diverse-r32,ex242_r32_dchoice_dc2_from_frontend_best,1,1243,20,24860,student/work/ex242_frontend_fp8_div_clean_sparse_20260608_1330/ex242/verilog/ex242_semantic_div_field_sparse_clean.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex242/aigs/ex242_r32_dchoice_dc2_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex242/logs/ex242_r32_dchoice_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex242/logs/ex242_r32_dchoice_dc2_from_frontend_best.abc.log; gen_sec=0.149; eval_sec=0.514; flow=strash; dchoice; dc2; balance
ex242,float_fp8,local-diverse-r32,ex242_r32_compress_l_no_dc_from_frontend_best,1,1244,20,24880,student/work/ex242_frontend_fp8_div_clean_sparse_20260608_1330/ex242/verilog/ex242_semantic_div_field_sparse_clean.v,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex242/aigs/ex242_r32_compress_l_no_dc_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex242/logs/ex242_r32_compress_l_no_dc_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_round32_20260613_0738/local-diverse-r32/ex242/logs/ex242_r32_compress_l_no_dc_from_frontend_best.abc.log; gen_sec=0.090; eval_sec=0.500; flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance -l
