case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,items,runtime_sec,notes
ex223,ex223_fp16_log_hybrid_semantic_bit4,fp16_log,hybrid_semantic_bit4,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit4.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit4.aig,1,1,1,13310,72,958320,120549,7.949630,0,0,semantic_hybrid,semantic_bits=4; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,26.514,semantic_hybrid FP16 selected-bit candidate; semantic_bits=4; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_bit5,fp16_log,hybrid_semantic_bit5,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit5.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit5.aig,1,1,1,13584,72,978048,120549,8.113282,0,0,semantic_hybrid,semantic_bits=5; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,26.941,semantic_hybrid FP16 selected-bit candidate; semantic_bits=5; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_bit6,fp16_log,hybrid_semantic_bit6,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit6.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit6.aig,1,1,1,13580,72,977760,120549,8.110893,0,0,semantic_hybrid,semantic_bits=6; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,27.274,semantic_hybrid FP16 selected-bit candidate; semantic_bits=6; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_bit7,fp16_log,hybrid_semantic_bit7,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit7.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit7.aig,1,1,1,13741,74,1016834,120549,8.435026,0,0,semantic_hybrid,semantic_bits=7; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,26.552,semantic_hybrid FP16 selected-bit candidate; semantic_bits=7; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_bit8,fp16_log,hybrid_semantic_bit8,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit8.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit8.aig,1,1,1,13922,76,1058072,120549,8.777111,0,0,semantic_hybrid,semantic_bits=8; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,27.175,semantic_hybrid FP16 selected-bit candidate; semantic_bits=8; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_bit9,fp16_log,hybrid_semantic_bit9,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit9.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit9.aig,1,1,1,13901,74,1028674,120549,8.533244,0,0,semantic_hybrid,semantic_bits=9; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,27.678,semantic_hybrid FP16 selected-bit candidate; semantic_bits=9; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_exp_only,fp16_log,hybrid_semantic_exp_only,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_exp_only.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_exp_only.aig,1,1,1,13858,74,1025492,120549,8.506848,0,0,semantic_hybrid,"semantic_bits=14,13,12,11,10; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2",26.821,"semantic_hybrid FP16 selected-bit candidate; semantic_bits=14,13,12,11,10; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2"
ex223,ex223_fp16_log_hybrid_semantic_high8,fp16_log,hybrid_semantic_high8,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_high8.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_high8.aig,1,1,1,13775,80,1102000,120549,9.141511,0,0,semantic_hybrid,"semantic_bits=15,14,13,12,11,10,9,8; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2",26.858,"semantic_hybrid FP16 selected-bit candidate; semantic_bits=15,14,13,12,11,10,9,8; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2"
ex223,ex223_fp16_log_hybrid_semantic_low8,fp16_log,hybrid_semantic_low8,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_low8.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_low8.aig,1,1,1,4648,74,343952,120549,2.853213,0,0,semantic_hybrid,"semantic_bits=7,6,5,4,3,2,1,0; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2",23.349,"semantic_hybrid FP16 selected-bit candidate; semantic_bits=7,6,5,4,3,2,1,0; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2"
ex223,ex223_fp16_log_hybrid_semantic_mant_all,fp16_log,hybrid_semantic_mant_all,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_mant_all.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_mant_all.aig,1,1,1,4506,76,342456,120549,2.840803,0,0,semantic_hybrid,"semantic_bits=9,8,7,6,5,4,3,2,1,0; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2",24.411,"semantic_hybrid FP16 selected-bit candidate; semantic_bits=9,8,7,6,5,4,3,2,1,0; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2"
ex223,ex223_fp16_log_hybrid_semantic_mant_hi,fp16_log,hybrid_semantic_mant_hi,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_mant_hi.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_mant_hi.aig,1,1,1,13060,77,1005620,120549,8.342002,0,0,semantic_hybrid,"semantic_bits=9,8,7,6,5; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2",27.679,"semantic_hybrid FP16 selected-bit candidate; semantic_bits=9,8,7,6,5; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2"
ex223,ex223_fp16_log_hybrid_semantic_mant_lo,fp16_log,hybrid_semantic_mant_lo,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_mant_lo.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_mant_lo.aig,1,1,1,5778,73,421794,120549,3.498942,0,0,semantic_hybrid,"semantic_bits=4,3,2,1,0; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2",24.732,"semantic_hybrid FP16 selected-bit candidate; semantic_bits=4,3,2,1,0; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2"
ex223,ex223_fp16_log_hybrid_semantic_sign_exp,fp16_log,hybrid_semantic_sign_exp,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_sign_exp.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_sign_exp.aig,1,1,1,13888,77,1069376,120549,8.870882,0,0,semantic_hybrid,"semantic_bits=15,14,13,12,11,10; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2",26.683,"semantic_hybrid FP16 selected-bit candidate; semantic_bits=15,14,13,12,11,10; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2"
ex224,ex224_fp16_log2_hybrid_semantic_bit0,fp16_log2,hybrid_semantic_bit0,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/verilog/ex224_fp16_log2_hybrid_semantic_bit0.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/aigs/ex224_fp16_log2_hybrid_semantic_bit0.aig,1,1,1,7671,47,360537,64708,5.571753,0,0,semantic_hybrid,semantic_bits=0; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6,18.420,semantic_hybrid FP16 selected-bit candidate; semantic_bits=0; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6
ex224,ex224_fp16_log2_hybrid_semantic_bit1,fp16_log2,hybrid_semantic_bit1,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/verilog/ex224_fp16_log2_hybrid_semantic_bit1.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/aigs/ex224_fp16_log2_hybrid_semantic_bit1.aig,1,1,1,7319,48,351312,64708,5.429190,0,0,semantic_hybrid,semantic_bits=1; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6,18.204,semantic_hybrid FP16 selected-bit candidate; semantic_bits=1; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6
ex224,ex224_fp16_log2_hybrid_semantic_bit10,fp16_log2,hybrid_semantic_bit10,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/verilog/ex224_fp16_log2_hybrid_semantic_bit10.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/aigs/ex224_fp16_log2_hybrid_semantic_bit10.aig,1,1,1,8310,44,365640,64708,5.650615,0,0,semantic_hybrid,semantic_bits=10; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6,19.178,semantic_hybrid FP16 selected-bit candidate; semantic_bits=10; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6
ex224,ex224_fp16_log2_hybrid_semantic_bit11,fp16_log2,hybrid_semantic_bit11,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/verilog/ex224_fp16_log2_hybrid_semantic_bit11.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/aigs/ex224_fp16_log2_hybrid_semantic_bit11.aig,1,1,1,8275,37,306175,64708,4.731641,0,0,semantic_hybrid,semantic_bits=11; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6,18.726,semantic_hybrid FP16 selected-bit candidate; semantic_bits=11; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6
ex224,ex224_fp16_log2_hybrid_semantic_bit12,fp16_log2,hybrid_semantic_bit12,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/verilog/ex224_fp16_log2_hybrid_semantic_bit12.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/aigs/ex224_fp16_log2_hybrid_semantic_bit12.aig,1,1,1,8280,36,298080,64708,4.606540,0,0,semantic_hybrid,semantic_bits=12; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6,18.354,semantic_hybrid FP16 selected-bit candidate; semantic_bits=12; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6
ex224,ex224_fp16_log2_hybrid_semantic_bit13,fp16_log2,hybrid_semantic_bit13,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/verilog/ex224_fp16_log2_hybrid_semantic_bit13.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/aigs/ex224_fp16_log2_hybrid_semantic_bit13.aig,1,1,1,8290,40,331600,64708,5.124560,0,0,semantic_hybrid,semantic_bits=13; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6,18.239,semantic_hybrid FP16 selected-bit candidate; semantic_bits=13; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6
ex224,ex224_fp16_log2_hybrid_semantic_bit14,fp16_log2,hybrid_semantic_bit14,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/verilog/ex224_fp16_log2_hybrid_semantic_bit14.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/aigs/ex224_fp16_log2_hybrid_semantic_bit14.aig,1,1,1,8100,33,267300,64708,4.130865,0,0,semantic_hybrid,semantic_bits=14; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6,18.344,semantic_hybrid FP16 selected-bit candidate; semantic_bits=14; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6
ex224,ex224_fp16_log2_hybrid_semantic_bit15,fp16_log2,hybrid_semantic_bit15,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/verilog/ex224_fp16_log2_hybrid_semantic_bit15.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/aigs/ex224_fp16_log2_hybrid_semantic_bit15.aig,1,1,1,6337,22,139414,64708,2.154509,0,0,semantic_hybrid,semantic_bits=15; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6,17.915,semantic_hybrid FP16 selected-bit candidate; semantic_bits=15; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6
ex224,ex224_fp16_log2_hybrid_semantic_bit2,fp16_log2,hybrid_semantic_bit2,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/verilog/ex224_fp16_log2_hybrid_semantic_bit2.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/aigs/ex224_fp16_log2_hybrid_semantic_bit2.aig,1,1,1,7538,47,354286,64708,5.475150,0,0,semantic_hybrid,semantic_bits=2; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6,19.084,semantic_hybrid FP16 selected-bit candidate; semantic_bits=2; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6
ex224,ex224_fp16_log2_hybrid_semantic_bit3,fp16_log2,hybrid_semantic_bit3,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/verilog/ex224_fp16_log2_hybrid_semantic_bit3.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/aigs/ex224_fp16_log2_hybrid_semantic_bit3.aig,1,1,1,7723,47,362981,64708,5.609523,0,0,semantic_hybrid,semantic_bits=3; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6,18.912,semantic_hybrid FP16 selected-bit candidate; semantic_bits=3; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6
ex224,ex224_fp16_log2_hybrid_semantic_bit4,fp16_log2,hybrid_semantic_bit4,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/verilog/ex224_fp16_log2_hybrid_semantic_bit4.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/aigs/ex224_fp16_log2_hybrid_semantic_bit4.aig,1,1,1,7921,47,372287,64708,5.753338,0,0,semantic_hybrid,semantic_bits=4; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6,18.872,semantic_hybrid FP16 selected-bit candidate; semantic_bits=4; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6
ex224,ex224_fp16_log2_hybrid_semantic_bit5,fp16_log2,hybrid_semantic_bit5,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/verilog/ex224_fp16_log2_hybrid_semantic_bit5.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/aigs/ex224_fp16_log2_hybrid_semantic_bit5.aig,1,1,1,8101,47,380747,64708,5.884079,0,0,semantic_hybrid,semantic_bits=5; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6,18.321,semantic_hybrid FP16 selected-bit candidate; semantic_bits=5; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6
ex224,ex224_fp16_log2_hybrid_semantic_bit6,fp16_log2,hybrid_semantic_bit6,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/verilog/ex224_fp16_log2_hybrid_semantic_bit6.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/aigs/ex224_fp16_log2_hybrid_semantic_bit6.aig,1,1,1,8215,48,394320,64708,6.093837,0,0,semantic_hybrid,semantic_bits=6; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6,18.487,semantic_hybrid FP16 selected-bit candidate; semantic_bits=6; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6
ex224,ex224_fp16_log2_hybrid_semantic_bit7,fp16_log2,hybrid_semantic_bit7,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/verilog/ex224_fp16_log2_hybrid_semantic_bit7.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/aigs/ex224_fp16_log2_hybrid_semantic_bit7.aig,1,1,1,8323,47,391181,64708,6.045327,0,0,semantic_hybrid,semantic_bits=7; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6,18.806,semantic_hybrid FP16 selected-bit candidate; semantic_bits=7; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6
ex224,ex224_fp16_log2_hybrid_semantic_bit8,fp16_log2,hybrid_semantic_bit8,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/verilog/ex224_fp16_log2_hybrid_semantic_bit8.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex224/aigs/ex224_fp16_log2_hybrid_semantic_bit8.aig,1,1,1,8345,47,392215,64708,6.061306,0,0,semantic_hybrid,semantic_bits=8; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6,18.264,semantic_hybrid FP16 selected-bit candidate; semantic_bits=8; table_items=31777; semantic_items=frac_bits=18; mode=round; adjusted_q=24; failed_q=6; exceptions=6
