round,run_id,agent_id,case,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,status,notes,shard_csv,method_signature,domain,official_status,reference_adp,current_adp,frontend_best_adp
round86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-addmul-struct-r86,ex245,ex245_r86_maxeff_active_dag,1,722,35,25270,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-struct-r86/ex245/verilog/ex245_r86_maxeff_active_dag.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-struct-r86/ex245/aigs/ex245_r86_maxeff_active_dag.aig,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-struct-r86/ex245/official_eval/ex245_r86_maxeff_active_dag/ex245_r86_maxeff_active_dag.evaluate.py.log,OK,evaluate.py exit=0,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-addmul-struct-r86/evaluation_results.csv,ex245|E5M2FN packed add high byte plus low byte|maxeff split active-region decision DAG|shared sorted decode active roots plus maxeff predicates|repo_yosys_frontend_default|official_evaluate|active_region_bits,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex247,ex247_r86_lowpat_lut_roots,1,373,23,8579,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/verilog/ex247_r86_lowpat_lut_roots.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/aigs/ex247_r86_lowpat_lut_roots.aig,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/official_eval/ex247_r86_lowpat_lut_roots/ex247_r86_lowpat_lut_roots.evaluate.py.log,OK,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/evaluation_results.csv,ex247|E5M2FN packed low-over-high division|round86 lowpat indexed root vectors|shared denominator-bound shell with bit-vector low roots|repo_yosys_frontend|official_evaluate|active_region_roots,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex246,ex246_r86_product_output_roots,1,361,24,8664,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/verilog/ex246_r86_product_output_roots.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/aigs/ex246_r86_product_output_roots.aig,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/official_eval/ex246_r86_product_output_roots/ex246_r86_product_output_roots.evaluate.py.log,OK,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/evaluation_results.csv,ex246|E5M2FN packed multiply|round86 product output roots|shared product-class source with zero saturate and field roots|repo_yosys_frontend|official_evaluate|active_region_roots,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex244,ex244_r86_delta_mux_roots,1,439,36,15804,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/verilog/ex244_r86_delta_mux_roots.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/aigs/ex244_r86_delta_mux_roots.aig,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/official_eval/ex244_r86_delta_mux_roots/ex244_r86_delta_mux_roots.evaluate.py.log,OK,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/evaluation_results.csv,ex244|E4M3FN packed hypot abs high low|round86 delta increment mux roots|shared max/min delta roots with explicit increment mux|repo_yosys_frontend|official_evaluate|active_region_roots,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex249,ex249_r86_gap_split_root_funcs,1,189,28,5292,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/verilog/ex249_r86_gap_split_root_funcs.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/aigs/ex249_r86_gap_split_root_funcs.aig,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/official_eval/ex249_r86_gap_split_root_funcs/ex249_r86_gap_split_root_funcs.evaluate.py.log,OK,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/evaluation_results.csv,ex249|E5M2FN packed hypot abs high low|round86 gap-split root functions|shared max/min decode with active-gap increment roots|repo_yosys_frontend|official_evaluate|active_region_roots,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex244,ex244_r86_struct_gap_threshold_dag,1,332,37,12284,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/verilog/ex244_r86_struct_gap_threshold_dag.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/aigs/ex244_r86_struct_gap_threshold_dag.aig,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/official_eval/ex244_r86_struct_gap_threshold_dag/ex244_r86_struct_gap_threshold_dag.evaluate.py.log,OK,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/evaluation_results.csv,ex244|E4M3FN packed hypot abs high low|round86 structural gap threshold DAG|shared max/min field decoders and hierarchical delta decision nodes|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex246,ex246_r86_struct_product_threshold_dag,1,413,35,14455,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/verilog/ex246_r86_struct_product_threshold_dag.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/aigs/ex246_r86_struct_product_threshold_dag.aig,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/official_eval/ex246_r86_struct_product_threshold_dag/ex246_r86_struct_product_threshold_dag.evaluate.py.log,OK,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/evaluation_results.csv,ex246|E5M2FN packed multiply|round86 structural product threshold DAG|shared product and exponent decision nodes feeding multi-output mux DAG|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex247,ex247_r86_struct_sigpair_split_attr_dag,1,484,28,13552,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/verilog/ex247_r86_struct_sigpair_split_attr_dag.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/aigs/ex247_r86_struct_sigpair_split_attr_dag.aig,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/official_eval/ex247_r86_struct_sigpair_split_attr_dag/ex247_r86_struct_sigpair_split_attr_dag.evaluate.py.log,OK,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/evaluation_results.csv,ex247|E5M2FN packed low-over-high division|round86 split sigpair attribute DAG|shared sig decoders with separate quotient-region subdecoders feeding output mux DAG|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex249,ex249_r86_struct_gap_formula_dag,1,174,36,6264,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/verilog/ex249_r86_struct_gap_formula_dag.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/aigs/ex249_r86_struct_gap_formula_dag.aig,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/official_eval/ex249_r86_struct_gap_formula_dag/ex249_r86_struct_gap_formula_dag.evaluate.py.log,OK,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/evaluation_results.csv,ex249|E5M2FN packed hypot abs high low|round86 active-gap formula DAG|shared max/min decoders and common gap predicates feeding multi-output delta nodes|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex244,ex244_r86_struct_gap_orbit_dag,1,348,36,12528,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/verilog/ex244_r86_struct_gap_orbit_dag.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/aigs/ex244_r86_struct_gap_orbit_dag.aig,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/official_eval/ex244_r86_struct_gap_orbit_dag/ex244_r86_struct_gap_orbit_dag.evaluate.py.log,OK,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/evaluation_results.csv,ex244|E4M3FN packed hypot abs high low|round86 gap orbit decision DAG|shared max/min field decoders with common delta-bit predicate nodes|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex246,ex246_r86_struct_product_attr_dag,1,430,33,14190,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/verilog/ex246_r86_struct_product_attr_dag.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/aigs/ex246_r86_struct_product_attr_dag.aig,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/official_eval/ex246_r86_struct_product_attr_dag/ex246_r86_struct_product_attr_dag.evaluate.py.log,OK,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/evaluation_results.csv,ex246|E5M2FN packed multiply|round86 product attribute DAG|shared product-class attributes feeding zero sat low and linear output nodes|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex247,ex247_r86_struct_sigpair_attr_dag,1,488,27,13176,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/verilog/ex247_r86_struct_sigpair_attr_dag.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/aigs/ex247_r86_struct_sigpair_attr_dag.aig,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/official_eval/ex247_r86_struct_sigpair_attr_dag/ex247_r86_struct_sigpair_attr_dag.evaluate.py.log,OK,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/evaluation_results.csv,ex247|E5M2FN packed low-over-high division|round86 packed sigpair attribute DAG|shared quotient attributes feeding zero sat low and linear output nodes|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex249,ex249_r86_struct_gap_case_dag,1,185,30,5550,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/verilog/ex249_r86_struct_gap_case_dag.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/aigs/ex249_r86_struct_gap_case_dag.aig,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/official_eval/ex249_r86_struct_gap_case_dag/ex249_r86_struct_gap_case_dag.evaluate.py.log,OK,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/evaluation_results.csv,ex249|E5M2FN packed hypot abs high low|round86 active-gap case DAG|shared max/min decoders feeding compact active-gap delta case node|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,,,,,
round86,frontend_truthroot_parallel_round86_20260613_2221,sub-unknown-root-r86,ex285,ex285_r86_learned_dag_natural,true,4197,19,79743,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex285/verilog/ex285_r86_learned_dag_natural.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex285/aigs/ex285_r86_learned_dag_natural.aig,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex285/logs/ex285_r86_learned_dag_natural.evaluate.py.log,OK,nodes=1785; leaves=903; screened_orders=4; reference_adp=5499; previous_frontend_adp=11033; official_aig=student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex285/official_outputs/ex285_r86_learned_dag_natural/ex285.aig,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-unknown-root-r86/evaluation_results.csv,ex285|learned_multioutput_decision_graph|shared_mux_dag|natural|yosys_abc_g_aig|official_evaluate,,,,,
round86,frontend_truthroot_parallel_round86_20260613_2221,sub-unknown-root-r86,ex288,ex288_r86_learned_dag_natural,true,19526,23,449098,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex288/verilog/ex288_r86_learned_dag_natural.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex288/aigs/ex288_r86_learned_dag_natural.aig,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex288/logs/ex288_r86_learned_dag_natural.evaluate.py.log,OK,nodes=12048; leaves=6734; screened_orders=4; reference_adp=16394; previous_frontend_adp=31598; official_aig=student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex288/official_outputs/ex288_r86_learned_dag_natural/ex288.aig,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-unknown-root-r86/evaluation_results.csv,ex288|learned_multioutput_decision_graph|shared_mux_dag|natural|yosys_abc_g_aig|official_evaluate,,,,,
