round,run_id,agent_id,case,domain,hypothesis,representation,sharing_strategy,method_signature,status,reason,verilog_path,log_path,notes,shard_csv,candidate_id,variant,aig_path,,blocked_reason,next_non_repeated_route_hypothesis,evidence_path,outcome,failure_reason,family,next_non_repeated_hypothesis,reuse_policy,expected_next_artifact_path,sharing,area,delay,adp,next_action
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp16-int-root-r86,ex266,integer,unsigned_low5_high5_divide_dbz_sat,full-output reduced decision DAG over current quotient selector order,,ex266|unsigned_low5_high5_divide_r86_full_word_mtbdd_decision_dag|quotient_selector_order_reduced_word_dag|shared_multi_output_decision_nodes|yosys_abc_g_aig|abc_xf_official_evaluate|not_source_graft_not_r84_wordcover_not_r85_cluster,EQUIVALENT_NONWINNING,,,,candidate_id=ex266_r86_mtbdd_word_dag_abc_g_aig; yosys_log=student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp16-int-root-r86/ex266/logs/ex266_r86_mtbdd_word_dag_abc_g_aig.yosys.log; aig_path=student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp16-int-root-r86/ex266/aigs/ex266_r86_mtbdd_word_dag_abc_g_aig.aig,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp16-int-root-r86/failed_hypotheses.csv,,,,,,,,,official equivalent but did not beat frontend best,,,do_not_repeat_as_is,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp16-int-root-r86/ex266/verilog/ex266_r86_mtbdd_word_dag.v,,,,,
round86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-addmul-root-r86,ex241,float_fp8,E4M3FN packed multiply high byte times low byte,truth-root mining checkpoint,product monomial and carry/round roots before a new source form,ex241|E4M3FN packed multiply high byte times low byte|truth-root mining checkpoint|shared predicates monomials and cofactors|no_candidate_yet|official_evaluate_pending|analysis_only,analysis_only_no_candidate_yet,checkpoint/mining pass only; no evaluated candidate claimed,,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-root-r86/ex241/notes/high_level_dossier.md,blocked prior families: r84 product table/full BDD; r85 product output cluster; product table wrappers,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-addmul-root-r86/failed_hypotheses.csv,,truth_root_mining,,,r84 product table/full BDD; r85 product output cluster; product table wrappers,product monomial and carry/round roots before a new source form,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-root-r86/ex241/analysis/root_predicates.csv,analysis_only,not an evaluated frontend candidate,truth_root_mining,product monomial and carry/round roots before a new source form,,,,,,,
round86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-addmul-root-r86,ex240,float_fp8,E4M3FN packed add high byte plus low byte,truth-root mining checkpoint,diff-sign cancellation cofactor roots over same-sign GRS shell,ex240|E4M3FN packed add high byte plus low byte|truth-root mining checkpoint|shared predicates monomials and cofactors|no_candidate_yet|official_evaluate_pending|analysis_only,analysis_only_no_candidate_yet,checkpoint/mining pass only; no evaluated candidate claimed,,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-root-r86/ex240/notes/high_level_dossier.md,blocked prior families: r84 decoded normalizer/full BDD; r85 cancel predicate patch; r75-r78 output/source wrappers,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-addmul-root-r86/failed_hypotheses.csv,,truth_root_mining,,,r84 decoded normalizer/full BDD; r85 cancel predicate patch; r75-r78 output/source wrappers,diff-sign cancellation cofactor roots over same-sign GRS shell,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-root-r86/ex240/analysis/root_predicates.csv,analysis_only,not an evaluated frontend candidate,truth_root_mining,diff-sign cancellation cofactor roots over same-sign GRS shell,,,,,,,
round86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-addmul-root-r86,ex245,float_fp8,E5M2FN packed add high byte plus low byte,truth-root mining checkpoint,active small-gap residual roots over sorted decode,ex245|E5M2FN packed add high byte plus low byte|truth-root mining checkpoint|shared predicates monomials and cofactors|no_candidate_yet|official_evaluate_pending|analysis_only,analysis_only_no_candidate_yet,checkpoint/mining pass only; no evaluated candidate claimed,,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-root-r86/ex245/notes/high_level_dossier.md,blocked prior families: r84 same-diff BDD/gap4 normalizer; r85 active residual patch; gap-class wrappers,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-addmul-root-r86/failed_hypotheses.csv,,truth_root_mining,,,r84 same-diff BDD/gap4 normalizer; r85 active residual patch; gap-class wrappers,active small-gap residual roots over sorted decode,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-root-r86/ex245/analysis/root_predicates.csv,analysis_only,not an evaluated frontend candidate,truth_root_mining,active small-gap residual roots over sorted decode,,,,,,,
round86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-addmul-struct-r86,ex240,float_fp8,E4M3FN packed add high byte plus low byte,max-effective-exponent guarded diff-sign decision DAG over compact r64 source,shared same-sign GRS shell plus diff cancel/gap/max-eff predicate roots,ex240|E4M3FN packed add high byte plus low byte|maxeff guarded diff decision DAG|shared same-sign GRS roots plus diff gap/maxeff predicates|repo_yosys_frontend_default|official_evaluate|full_word,equivalent_but_nonwinning,official equivalent but did not beat frontend best ADP,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-struct-r86/ex240/verilog/ex240_r86_maxeff_diff_dag.v,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-struct-r86/ex240/official_eval/ex240_r86_maxeff_diff_dag/ex240_r86_maxeff_diff_dag.evaluate.py.log,evaluate.py exit=0,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-addmul-struct-r86/failed_hypotheses.csv,ex240_r86_maxeff_diff_dag,maxeff_diff_dag,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-struct-r86/ex240/aigs/ex240_r86_maxeff_diff_dag.aig,,,,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-struct-r86/ex240/official_eval/ex240_r86_maxeff_diff_dag/ex240_r86_maxeff_diff_dag.evaluate.py.log,,,,,,,,,,,
round86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-addmul-struct-r86,ex241,float_fp8,E4M3FN packed multiply high byte times low byte,product-param formula with exact per-bit exception DAGs instead of full product table,"shared sign xor, exp_sum, product roots, exception flag, and bit-level residual functions",ex241|E4M3FN packed multiply high byte times low byte|product bit-exception decision DAG|shared product roots plus exact per-bit exception residuals|repo_yosys_frontend_default|official_evaluate|product_active_bits,equivalent_but_nonwinning,official equivalent but did not beat frontend best ADP,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-struct-r86/ex241/verilog/ex241_r86_product_bit_exception_dag.v,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-struct-r86/ex241/official_eval/ex241_r86_product_bit_exception_dag/ex241_r86_product_bit_exception_dag.evaluate.py.log,evaluate.py exit=0,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-addmul-struct-r86/failed_hypotheses.csv,ex241_r86_product_bit_exception_dag,product_bit_exception_dag,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-struct-r86/ex241/aigs/ex241_r86_product_bit_exception_dag.aig,,,,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-struct-r86/ex241/official_eval/ex241_r86_product_bit_exception_dag/ex241_r86_product_bit_exception_dag.evaluate.py.log,,,,,,,,,,,
round86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-addmul-struct-r86,ex245,float_fp8,E5M2FN packed add high byte plus low byte,max-effective-exponent split active-region DAG over small-gap class source,"shared sorted decode, same/diff active roots, and max-eff saturation predicates",ex245|E5M2FN packed add high byte plus low byte|maxeff split active-region decision DAG|shared sorted decode active roots plus maxeff predicates|repo_yosys_frontend_default|official_evaluate|active_region_bits,equivalent_but_nonwinning,official equivalent but did not beat frontend best ADP,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-struct-r86/ex245/verilog/ex245_r86_maxeff_active_dag.v,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-struct-r86/ex245/official_eval/ex245_r86_maxeff_active_dag/ex245_r86_maxeff_active_dag.evaluate.py.log,evaluate.py exit=0,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-addmul-struct-r86/failed_hypotheses.csv,ex245_r86_maxeff_active_dag,maxeff_active_dag,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-struct-r86/ex245/aigs/ex245_r86_maxeff_active_dag.aig,,,,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-struct-r86/ex245/official_eval/ex245_r86_maxeff_active_dag/ex245_r86_maxeff_active_dag.evaluate.py.log,,,,,,,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex247,float_fp8,E5M2FN packed low-over-high division,blocked prior r84/r85 and replay families,none,ex247|blocked_prior|r84_descriptor_r85_lowpat_boundary_replay,blocked_prior_notes,Prior exact rows were nonwinning and must not be replayed unchanged: r84 descriptor word/nibble tables and r85 lowpat boolean residual.,,,Expected next route is active-region truth-root predicates with a new quotient/low-underflow basis.,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/failed_hypotheses.csv,,,,,,truth-mined quotient roots over selected active-region bits,,,,,,,,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex246,float_fp8,E5M2FN packed multiply,blocked prior r84/r85 and replay families,none,ex246|blocked_prior|r84_descriptor_r85_mant_sop_product_seed_replay,blocked_prior_notes,Prior exact rows were nonwinning and must not be replayed unchanged: r84 descriptor tables and r85 mantissa residual SOP; seed12 product-code replay is also blocked.,,,Expected next route is a truth-root product/rounding predicate bank with different residual sharing.,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/failed_hypotheses.csv,,,,,,truth-mined product roots over selected mantissa bits,,,,,,,,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex244,float_fp8,E4M3FN packed hypot abs high low,blocked prior r84/r85 and replay families,none,ex244|blocked_prior|r84_descriptor_r85_delta_sop_maxeff_replay,blocked_prior_notes,Prior exact rows were nonwinning and must not be replayed unchanged: r84 descriptor tables and r85 delta residual SOP; max-eff BDD and sat-delta-tail replay are also blocked.,,,Expected next route is smaller active-region delta roots or a new max/min critical-path basis.,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/failed_hypotheses.csv,,,,,,truth-mined delta roots over selected output bits,,,,,,,,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex249,float_fp8,E5M2FN packed hypot abs high low,blocked prior r84/r85 and replay families,none,ex249|blocked_prior|r84_bdd_r85_min_delta_threshold_wrapper_replay,blocked_prior_notes,Prior exact rows were nonwinning and must not be replayed unchanged: r84 semantic/full BDDs and r85 minimized delta predicates; raw-exp wrappers/output grouping are also blocked.,,,Expected next route is a materially different small-support active-gap increment root basis.,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/failed_hypotheses.csv,,,,,,truth-mined active-gap increment roots,,,,,,,,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex247,float_fp8,E5M2FN packed low-over-high division,low-underflow pattern bits as indexed root vectors,shared denominator-bound shell with lowpat bit-vector roots,ex247|E5M2FN packed low-over-high division|round86 lowpat indexed root vectors|shared denominator-bound shell with bit-vector low roots|repo_yosys_frontend|official_evaluate|active_region_roots,equivalent_no_frontend_gain,official OK ADP 8579 did not beat frontend 7291,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/verilog/ex247_r86_lowpat_lut_roots.v,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/official_eval/ex247_r86_lowpat_lut_roots/ex247_r86_lowpat_lut_roots.evaluate.py.log,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/failed_hypotheses.csv,ex247_r86_lowpat_lut_roots,lowpat_lut_roots,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/aigs/ex247_r86_lowpat_lut_roots.aig,,,try a smaller selected-root bank or different active-region decomposition,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/official_eval/ex247_r86_lowpat_lut_roots/ex247_r86_lowpat_lut_roots.evaluate.py.log,,,,,,,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex246,float_fp8,E5M2FN packed multiply,product magnitude zero/saturate/field roots,shared product-class source with explicit output field roots,ex246|E5M2FN packed multiply|round86 product output roots|shared product-class source with zero saturate and field roots|repo_yosys_frontend|official_evaluate|active_region_roots,equivalent_no_frontend_gain,official OK ADP 8664 did not beat frontend 6888,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/verilog/ex246_r86_product_output_roots.v,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/official_eval/ex246_r86_product_output_roots/ex246_r86_product_output_roots.evaluate.py.log,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/failed_hypotheses.csv,ex246_r86_product_output_roots,product_output_roots,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/aigs/ex246_r86_product_output_roots.aig,,,try a smaller selected-root bank or different active-region decomposition,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/official_eval/ex246_r86_product_output_roots/ex246_r86_product_output_roots.evaluate.py.log,,,,,,,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex244,float_fp8,E4M3FN packed hypot abs high low,active delta roots feeding explicit increment mux,shared max/min key BDD with active delta mux roots,ex244|E4M3FN packed hypot abs high low|round86 delta increment mux roots|shared max/min delta roots with explicit increment mux|repo_yosys_frontend|official_evaluate|active_region_roots,equivalent_no_frontend_gain,official OK ADP 15804 did not beat frontend 9120,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/verilog/ex244_r86_delta_mux_roots.v,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/official_eval/ex244_r86_delta_mux_roots/ex244_r86_delta_mux_roots.evaluate.py.log,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/failed_hypotheses.csv,ex244_r86_delta_mux_roots,delta_mux_roots,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/aigs/ex244_r86_delta_mux_roots.aig,,,try a smaller selected-root bank or different active-region decomposition,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/official_eval/ex244_r86_delta_mux_roots/ex244_r86_delta_mux_roots.evaluate.py.log,,,,,,,,,,,
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex249,float_fp8,E5M2FN packed hypot abs high low,gap0 and gap1 increment roots split by active-gap class,shared max/min decode with active-gap-specific increment roots,ex249|E5M2FN packed hypot abs high low|round86 gap-split root functions|shared max/min decode with active-gap increment roots|repo_yosys_frontend|official_evaluate|active_region_roots,equivalent_no_frontend_gain,official OK ADP 5292 did not beat frontend 4342,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/verilog/ex249_r86_gap_split_root_funcs.v,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/official_eval/ex249_r86_gap_split_root_funcs/ex249_r86_gap_split_root_funcs.evaluate.py.log,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/failed_hypotheses.csv,ex249_r86_gap_split_root_funcs,gap_split_root_funcs,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/aigs/ex249_r86_gap_split_root_funcs.aig,,,try a smaller selected-root bank or different active-region decomposition,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/official_eval/ex249_r86_gap_split_root_funcs/ex249_r86_gap_split_root_funcs.evaluate.py.log,,,,,,,,,,,
