case,candidate_id,hypothesis,function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,runtime_sec,notes
ex217,ex217_bf16_cbrt_legacy_default_expr_exception_case,bf16_cbrt,cbrt,legacy_default_expr_exception_case,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/verilog/ex217_bf16_cbrt_legacy_default_expr_exception_case.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/aigs/ex217_bf16_cbrt_legacy_default_expr_exception_case.aig,1,1,16081,25,402025,117.567,semantic model exact over 65536 inputs; legacy bf16_verilog_search default_expr_exception_case; exceptions=65280; default=sign_zero; matches=256
ex217,ex217_bf16_cbrt_odd_pos_fullword_h3,bf16_cbrt,cbrt,odd_pos_fullword_h3,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/verilog/ex217_bf16_cbrt_odd_pos_fullword_h3.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/aigs/ex217_bf16_cbrt_odd_pos_fullword_h3.aig,1,1,1024,14,14336,9.374,semantic model exact over 65536 inputs; positive-domain full word with odd sign flip hi_bits=3 default_mode=mode items=27436
ex217,ex217_bf16_cbrt_odd_pos_fullword_h4,bf16_cbrt,cbrt,odd_pos_fullword_h4,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/verilog/ex217_bf16_cbrt_odd_pos_fullword_h4.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/aigs/ex217_bf16_cbrt_odd_pos_fullword_h4.aig,1,1,1137,13,14781,18.328,semantic model exact over 65536 inputs; positive-domain full word with odd sign flip hi_bits=4 default_mode=mode items=23291
ex217,ex217_bf16_cbrt_odd_pos_fields_e3_m3,bf16_cbrt,cbrt,odd_pos_fields_e3_m3,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/verilog/ex217_bf16_cbrt_odd_pos_fields_e3_m3.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/aigs/ex217_bf16_cbrt_odd_pos_fields_e3_m3.aig,1,1,1175,15,17625,7.420,semantic model exact over 65536 inputs; positive-domain odd symmetry separate fields exp_hi=3 mant_hi=3 items=28324
ex217,ex217_bf16_cbrt_split_sign_word_h3,bf16_cbrt,cbrt,split_sign_word_h3,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/verilog/ex217_bf16_cbrt_split_sign_word_h3.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/aigs/ex217_bf16_cbrt_split_sign_word_h3.aig,1,1,1035,14,14490,19.280,semantic model exact over 65536 inputs; split-sign word hi_bits=3 default_mode=mode items=54874
ex217,ex217_bf16_cbrt_sep_fields_e3_m3_s3,bf16_cbrt,cbrt,sep_fields_e3_m3_s3,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/verilog/ex217_bf16_cbrt_sep_fields_e3_m3_s3.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/aigs/ex217_bf16_cbrt_sep_fields_e3_m3_s3.aig,1,1,1268,16,20288,20.216,semantic model exact over 65536 inputs; separate fields exp_hi=3 mant_hi=3 sign_hi=3 items=56661
ex217,ex217_bf16_cbrt_delta_pair_mode_hilo3,bf16_cbrt,cbrt,delta_pair_mode_hilo3,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/verilog/ex217_bf16_cbrt_delta_pair_mode_hilo3.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/aigs/ex217_bf16_cbrt_delta_pair_mode_hilo3.aig,1,1,655,16,10480,11.227,semantic model exact over 65536 inputs; delta pair base_policy=mode delta_mode=hilo3 items=27692
ex217,ex217_bf16_cbrt_delta_pair_first_hilo4,bf16_cbrt,cbrt,delta_pair_first_hilo4,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo4.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo4.aig,1,1,628,16,10048,10.251,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo4 items=23547
ex217,ex217_bf16_cbrt_delta_pair_mode_hilo4,bf16_cbrt,cbrt,delta_pair_mode_hilo4,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/verilog/ex217_bf16_cbrt_delta_pair_mode_hilo4.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/aigs/ex217_bf16_cbrt_delta_pair_mode_hilo4.aig,1,1,668,16,10688,10.628,semantic model exact over 65536 inputs; delta pair base_policy=mode delta_mode=hilo4 items=23547
ex218,ex218_bf16_reciprocal_cube_arith_semantic_fields,bf16_reciprocal_cube,reciprocal_cube,arith_semantic_fields,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/verilog/ex218_bf16_reciprocal_cube_arith_semantic_fields.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/aigs/ex218_bf16_reciprocal_cube_arith_semantic_fields.aig,1,1,475,23,10925,0.770,semantic model exact over 65536 inputs; semantic BF16 exponent/mantissa RTL; 128; sign_mode=sign_flip; normal_table_entries=127
ex218,ex218_bf16_reciprocal_cube_aggr_semantic_exp_delta_fields,bf16_reciprocal_cube,reciprocal_cube,aggr_semantic_exp_delta_fields,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/verilog/ex218_bf16_reciprocal_cube_aggr_semantic_exp_delta_fields.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/aigs/ex218_bf16_reciprocal_cube_aggr_semantic_exp_delta_fields.aig,1,1,497,27,13419,7.319,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=base=arith_recip_cube; positive_entries=32768; normal_entries=10847; special_entries=21921; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs
ex218,ex218_bf16_reciprocal_cube_legacy_sign_pair_case,bf16_reciprocal_cube,reciprocal_cube,legacy_sign_pair_case,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_sign_pair_case.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_sign_pair_case.aig,1,1,498,15,7470,11.151,semantic model exact over 65536 inputs; legacy bf16_verilog_search sign_pair_case; 32768
ex218,ex218_bf16_reciprocal_cube_legacy_exp_mant_delta_pair,bf16_reciprocal_cube,reciprocal_cube,legacy_exp_mant_delta_pair,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_exp_mant_delta_pair.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_exp_mant_delta_pair.aig,1,1,539,16,8624,3.600,semantic model exact over 65536 inputs; legacy bf16_verilog_search exp_mant_delta_pair; 11561
ex218,ex218_bf16_reciprocal_cube_legacy_positive_default_exp_mant_delta,bf16_reciprocal_cube,reciprocal_cube,legacy_positive_default_exp_mant_delta,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_positive_default_exp_mant_delta.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_positive_default_exp_mant_delta.aig,1,1,542,15,8130,2.778,semantic model exact over 65536 inputs; legacy bf16_verilog_search positive_default_exp_mant_delta; 11688; default=sign_flip; exceptions=127
ex218,ex218_bf16_reciprocal_cube_odd_pos_fullword_h3,bf16_reciprocal_cube,reciprocal_cube,odd_pos_fullword_h3,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/verilog/ex218_bf16_reciprocal_cube_odd_pos_fullword_h3.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/aigs/ex218_bf16_reciprocal_cube_odd_pos_fullword_h3.aig,1,1,796,13,10348,3.448,semantic model exact over 65536 inputs; positive-domain full word with odd sign flip hi_bits=3 default_mode=mode items=10870
ex218,ex218_bf16_reciprocal_cube_odd_pos_fullword_h4,bf16_reciprocal_cube,reciprocal_cube,odd_pos_fullword_h4,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/verilog/ex218_bf16_reciprocal_cube_odd_pos_fullword_h4.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/aigs/ex218_bf16_reciprocal_cube_odd_pos_fullword_h4.aig,1,1,851,13,11063,9.907,semantic model exact over 65536 inputs; positive-domain full word with odd sign flip hi_bits=4 default_mode=mode items=10888
ex218,ex218_bf16_reciprocal_cube_odd_pos_fullword_h5,bf16_reciprocal_cube,reciprocal_cube,odd_pos_fullword_h5,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/verilog/ex218_bf16_reciprocal_cube_odd_pos_fullword_h5.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/aigs/ex218_bf16_reciprocal_cube_odd_pos_fullword_h5.aig,1,1,864,13,11232,12.766,semantic model exact over 65536 inputs; positive-domain full word with odd sign flip hi_bits=5 default_mode=mode items=10924
ex218,ex218_bf16_reciprocal_cube_odd_pos_fields_e3_m3,bf16_reciprocal_cube,reciprocal_cube,odd_pos_fields_e3_m3,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/verilog/ex218_bf16_reciprocal_cube_odd_pos_fields_e3_m3.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/aigs/ex218_bf16_reciprocal_cube_odd_pos_fields_e3_m3.aig,1,1,797,14,11158,3.143,semantic model exact over 65536 inputs; positive-domain odd symmetry separate fields exp_hi=3 mant_hi=3 items=12155
ex218,ex218_bf16_reciprocal_cube_split_sign_word_h3,bf16_reciprocal_cube,reciprocal_cube,split_sign_word_h3,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/verilog/ex218_bf16_reciprocal_cube_split_sign_word_h3.v,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex218/aigs/ex218_bf16_reciprocal_cube_split_sign_word_h3.aig,1,1,826,13,10738,6.970,semantic model exact over 65536 inputs; split-sign word hi_bits=3 default_mode=mode items=21749
