case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes,pool_source,source_csv
ex200,ex200_bf16_exp_value_case,bf16_exp,value_case,student/work/reverse_bf16_deep_20260603_1223/ex200/verilog/ex200_bf16_exp_value_case.v,student/work/reverse_bf16_deep_20260603_1223/ex200/aigs/ex200_bf16_exp_value_case.aig,1,1,1,3773,20,75460,8.354,65536,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex200,ex200_bf16_exp_semantic_sign_exp_field_defaults,bf16_exp,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex200/verilog/ex200_bf16_exp_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex200/aigs/ex200_bf16_exp_semantic_sign_exp_field_defaults.aig,1,1,1,4045,19,76855,3.356,groups=512; full_default_groups=480; exceptions=3159,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex200,ex200_bf16_exp_positive_default_exp_mant_delta,bf16_exp,positive_default_exp_mant_delta,student/work/reverse_bf16_deep_20260603_1223/ex200/verilog/ex200_bf16_exp_positive_default_exp_mant_delta.v,student/work/reverse_bf16_deep_20260603_1223/ex200/aigs/ex200_bf16_exp_positive_default_exp_mant_delta.aig,1,1,1,3739,21,78519,2.759,4586; default=same; exceptions=17536,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex200,ex200_bf16_exp_sign_pair_case,bf16_exp,sign_pair_case,student/work/reverse_bf16_deep_20260603_1223/ex200/verilog/ex200_bf16_exp_sign_pair_case.v,student/work/reverse_bf16_deep_20260603_1223/ex200/aigs/ex200_bf16_exp_sign_pair_case.aig,1,1,1,3709,22,81598,6.418,32768,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex200,ex200_bf16_exp_semantic_exp_delta_fields,bf16_exp,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex200/verilog/ex200_bf16_exp_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex200/aigs/ex200_bf16_exp_semantic_exp_delta_fields.aig,1,1,1,3784,31,117304,10.854,base=lookup_by_input_exp; positive_entries=32768; normal_entries=17074; special_entries=15694; relation=zero; negative_exceptions=17198,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex201,ex201_bf16_exp2_exp_mant_pair_case,bf16_exp2,exp_mant_pair_case,student/work/reverse_bf16_deep_20260603_1223/ex201/verilog/ex201_bf16_exp2_exp_mant_pair_case.v,student/work/reverse_bf16_deep_20260603_1223/ex201/aigs/ex201_bf16_exp2_exp_mant_pair_case.aig,1,1,1,1599,15,23985,1.702,2415,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex201,ex201_bf16_exp2_sign_exp_mant_case,bf16_exp2,sign_exp_mant_case,student/work/reverse_bf16_deep_20260603_1223/ex201/verilog/ex201_bf16_exp2_sign_exp_mant_case.v,student/work/reverse_bf16_deep_20260603_1223/ex201/aigs/ex201_bf16_exp2_sign_exp_mant_case.aig,1,1,1,1693,15,25395,2.091,4449,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex201,ex201_bf16_exp2_split_sign_exp_mant_case,bf16_exp2,split_sign_exp_mant_case,student/work/reverse_bf16_deep_20260603_1223/ex201/verilog/ex201_bf16_exp2_split_sign_exp_mant_case.v,student/work/reverse_bf16_deep_20260603_1223/ex201/aigs/ex201_bf16_exp2_split_sign_exp_mant_case.aig,1,1,1,1723,15,25845,2.030,4449,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex201,ex201_bf16_exp2_semantic_field_reassembly,bf16_exp2,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex201/verilog/ex201_bf16_exp2_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex201/aigs/ex201_bf16_exp2_semantic_field_reassembly.aig,1,1,1,1709,16,27344,9.618,65536,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex201,ex201_bf16_exp2_sign_exp_default_expr_case,bf16_exp2,sign_exp_default_expr_case,student/work/reverse_bf16_deep_20260603_1223/ex201/verilog/ex201_bf16_exp2_sign_exp_default_expr_case.v,student/work/reverse_bf16_deep_20260603_1223/ex201/aigs/ex201_bf16_exp2_sign_exp_default_expr_case.aig,1,1,1,1720,16,27520,4.372,"groups=512; full_default_groups=242; exceptions=34302; defaults=abs_input:267,nan:2,pos_inf:121,zero:122",bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex201,ex201_bf16_exp2_semantic_positive_field_defaults,bf16_exp2,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex201/verilog/ex201_bf16_exp2_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex201/aigs/ex201_bf16_exp2_semantic_positive_field_defaults.aig,1,1,1,1624,17,27608,5.024,positive_exp_groups=256; full_default_groups=241; positive_exceptions=1537; relation=zero; negative_exceptions=17276,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex201,ex201_bf16_exp2_positive_default_exp_mant_case,bf16_exp2,positive_default_exp_mant_case,student/work/reverse_bf16_deep_20260603_1223/ex201/verilog/ex201_bf16_exp2_positive_default_exp_mant_case.v,student/work/reverse_bf16_deep_20260603_1223/ex201/aigs/ex201_bf16_exp2_positive_default_exp_mant_case.aig,1,1,1,1597,18,28746,1.969,4147; default=same; exceptions=17480,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex201,ex201_bf16_exp2_positive_default_exp_mant_delta,bf16_exp2,positive_default_exp_mant_delta,student/work/reverse_bf16_deep_20260603_1223/ex201/verilog/ex201_bf16_exp2_positive_default_exp_mant_delta.v,student/work/reverse_bf16_deep_20260603_1223/ex201/aigs/ex201_bf16_exp2_positive_default_exp_mant_delta.aig,1,1,1,1618,18,29124,2.016,4403; default=same; exceptions=17480,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex201,ex201_bf16_exp2_semantic_sign_exp_field_defaults,bf16_exp2,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex201/verilog/ex201_bf16_exp2_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex201/aigs/ex201_bf16_exp2_semantic_sign_exp_field_defaults.aig,1,1,1,1894,16,30304,2.419,groups=512; full_default_groups=481; exceptions=3185,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex201,ex201_bf16_exp2_exp_mant_delta_pair,bf16_exp2,exp_mant_delta_pair,student/work/reverse_bf16_deep_20260603_1223/ex201/verilog/ex201_bf16_exp2_exp_mant_delta_pair.v,student/work/reverse_bf16_deep_20260603_1223/ex201/aigs/ex201_bf16_exp2_exp_mant_delta_pair.aig,1,1,1,1660,19,31540,2.108,2671,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex201,ex201_bf16_exp2_semantic_positive_symmetry_fields,bf16_exp2,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex201/verilog/ex201_bf16_exp2_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex201/aigs/ex201_bf16_exp2_semantic_positive_symmetry_fields.aig,1,1,1,1672,19,31768,8.698,positive_entries=32768; relation=zero; negative_exceptions=17276,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex201,ex201_bf16_exp2_sign_pair_case,bf16_exp2,sign_pair_case,student/work/reverse_bf16_deep_20260603_1223/ex201/verilog/ex201_bf16_exp2_sign_pair_case.v,student/work/reverse_bf16_deep_20260603_1223/ex201/aigs/ex201_bf16_exp2_sign_pair_case.aig,1,1,1,1675,19,31825,5.773,32768,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex201,ex201_bf16_exp2_default_expr_exception_case,bf16_exp2,default_expr_exception_case,student/work/reverse_bf16_deep_20260603_1223/ex201/verilog/ex201_bf16_exp2_default_expr_exception_case.v,student/work/reverse_bf16_deep_20260603_1223/ex201/aigs/ex201_bf16_exp2_default_expr_exception_case.aig,1,1,1,1684,19,31996,7.527,exceptions=50044; default=zero; matches=15492,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex201,ex201_bf16_exp2_value_case,bf16_exp2,value_case,student/work/reverse_bf16_deep_20260603_1223/ex201/verilog/ex201_bf16_exp2_value_case.v,student/work/reverse_bf16_deep_20260603_1223/ex201/aigs/ex201_bf16_exp2_value_case.aig,1,1,1,1684,19,31996,7.743,65536,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex201,ex201_bf16_exp2_semantic_exp_delta_fields,bf16_exp2,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex201/verilog/ex201_bf16_exp2_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex201/aigs/ex201_bf16_exp2_semantic_exp_delta_fields.aig,1,1,1,1653,20,33060,11.197,base=lookup_by_input_exp; positive_entries=32768; normal_entries=17152; special_entries=15616; relation=zero; negative_exceptions=17276,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex202,ex202_bf16_exp10_semantic_sign_exp_field_defaults,bf16_exp10,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex202/verilog/ex202_bf16_exp10_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex202/aigs/ex202_bf16_exp10_semantic_sign_exp_field_defaults.aig,1,1,1,3702,16,59232,3.207,groups=512; full_default_groups=479; exceptions=3162,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex202,ex202_bf16_exp10_exp_mant_pair_case,bf16_exp10,exp_mant_pair_case,student/work/reverse_bf16_deep_20260603_1223/ex202/verilog/ex202_bf16_exp10_exp_mant_pair_case.v,student/work/reverse_bf16_deep_20260603_1223/ex202/aigs/ex202_bf16_exp10_exp_mant_pair_case.aig,1,1,1,3661,17,62237,2.425,2542,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex202,ex202_bf16_exp10_split_sign_exp_mant_case,bf16_exp10,split_sign_exp_mant_case,student/work/reverse_bf16_deep_20260603_1223/ex202/verilog/ex202_bf16_exp10_split_sign_exp_mant_case.v,student/work/reverse_bf16_deep_20260603_1223/ex202/aigs/ex202_bf16_exp10_split_sign_exp_mant_case.aig,1,1,1,3703,17,62951,2.596,4703,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex202,ex202_bf16_exp10_sign_exp_default_expr_case,bf16_exp10,sign_exp_default_expr_case,student/work/reverse_bf16_deep_20260603_1223/ex202/verilog/ex202_bf16_exp10_sign_exp_default_expr_case.v,student/work/reverse_bf16_deep_20260603_1223/ex202/aigs/ex202_bf16_exp10_sign_exp_default_expr_case.aig,1,1,1,3705,17,62985,4.945,"groups=512; full_default_groups=244; exceptions=33845; defaults=abs_input:264,nan:2,pos_inf:123,zero:123",bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex202,ex202_bf16_exp10_sign_exp_mant_case,bf16_exp10,sign_exp_mant_case,student/work/reverse_bf16_deep_20260603_1223/ex202/verilog/ex202_bf16_exp10_sign_exp_mant_case.v,student/work/reverse_bf16_deep_20260603_1223/ex202/aigs/ex202_bf16_exp10_sign_exp_mant_case.aig,1,1,1,3713,17,63121,2.830,4703,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex202,ex202_bf16_exp10_semantic_field_reassembly,bf16_exp10,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex202/verilog/ex202_bf16_exp10_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex202/aigs/ex202_bf16_exp10_semantic_field_reassembly.aig,1,1,1,3728,17,63376,11.459,65536,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex202,ex202_bf16_exp10_positive_default_exp_mant_case,bf16_exp10,positive_default_exp_mant_case,student/work/reverse_bf16_deep_20260603_1223/ex202/verilog/ex202_bf16_exp10_positive_default_exp_mant_case.v,student/work/reverse_bf16_deep_20260603_1223/ex202/aigs/ex202_bf16_exp10_positive_default_exp_mant_case.aig,1,1,1,3667,18,66006,2.607,4365; default=same; exceptions=17698,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex202,ex202_bf16_exp10_semantic_positive_field_defaults,bf16_exp10,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex202/verilog/ex202_bf16_exp10_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex202/aigs/ex202_bf16_exp10_semantic_positive_field_defaults.aig,1,1,1,3645,19,69255,5.302,positive_exp_groups=256; full_default_groups=240; positive_exceptions=1525; relation=zero; negative_exceptions=17047,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex202,ex202_bf16_exp10_default_expr_exception_case,bf16_exp10,default_expr_exception_case,student/work/reverse_bf16_deep_20260603_1223/ex202/verilog/ex202_bf16_exp10_default_expr_exception_case.v,student/work/reverse_bf16_deep_20260603_1223/ex202/aigs/ex202_bf16_exp10_default_expr_exception_case.aig,1,1,1,3691,20,73820,7.974,exceptions=49815; default=zero; matches=15721,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex202,ex202_bf16_exp10_value_case,bf16_exp10,value_case,student/work/reverse_bf16_deep_20260603_1223/ex202/verilog/ex202_bf16_exp10_value_case.v,student/work/reverse_bf16_deep_20260603_1223/ex202/aigs/ex202_bf16_exp10_value_case.aig,1,1,1,3691,20,73820,8.380,65536,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex202,ex202_bf16_exp10_semantic_positive_symmetry_fields,bf16_exp10,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex202/verilog/ex202_bf16_exp10_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex202/aigs/ex202_bf16_exp10_semantic_positive_symmetry_fields.aig,1,1,1,3709,20,74180,9.301,positive_entries=32768; relation=zero; negative_exceptions=17047,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex202,ex202_bf16_exp10_sign_pair_case,bf16_exp10,sign_pair_case,student/work/reverse_bf16_deep_20260603_1223/ex202/verilog/ex202_bf16_exp10_sign_pair_case.v,student/work/reverse_bf16_deep_20260603_1223/ex202/aigs/ex202_bf16_exp10_sign_pair_case.aig,1,1,1,3742,20,74840,6.434,32768,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex202,ex202_bf16_exp10_exp_mant_delta_pair,bf16_exp10,exp_mant_delta_pair,student/work/reverse_bf16_deep_20260603_1223/ex202/verilog/ex202_bf16_exp10_exp_mant_delta_pair.v,student/work/reverse_bf16_deep_20260603_1223/ex202/aigs/ex202_bf16_exp10_exp_mant_delta_pair.aig,1,1,1,3790,20,75800,2.511,2798,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex202,ex202_bf16_exp10_positive_default_exp_mant_delta,bf16_exp10,positive_default_exp_mant_delta,student/work/reverse_bf16_deep_20260603_1223/ex202/verilog/ex202_bf16_exp10_positive_default_exp_mant_delta.v,student/work/reverse_bf16_deep_20260603_1223/ex202/aigs/ex202_bf16_exp10_positive_default_exp_mant_delta.aig,1,1,1,3782,24,90768,2.757,4621; default=same; exceptions=17698,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex202,ex202_bf16_exp10_semantic_exp_delta_fields,bf16_exp10,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex202/verilog/ex202_bf16_exp10_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex202/aigs/ex202_bf16_exp10_semantic_exp_delta_fields.aig,1,1,1,3743,32,119776,10.875,base=lookup_by_input_exp; positive_entries=32768; normal_entries=16923; special_entries=15845; relation=zero; negative_exceptions=17047,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex203,ex203_bf16_log_sign_exp_mant_case,bf16_log,sign_exp_mant_case,student/work/reverse_bf16_deep_20260603_1223/ex203/verilog/ex203_bf16_log_sign_exp_mant_case.v,student/work/reverse_bf16_deep_20260603_1223/ex203/aigs/ex203_bf16_log_sign_exp_mant_case.aig,1,1,1,4546,18,81828,6.396,32897,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex203,ex203_bf16_log_split_sign_exp_mant_case,bf16_log,split_sign_exp_mant_case,student/work/reverse_bf16_deep_20260603_1223/ex203/verilog/ex203_bf16_log_split_sign_exp_mant_case.v,student/work/reverse_bf16_deep_20260603_1223/ex203/aigs/ex203_bf16_log_split_sign_exp_mant_case.aig,1,1,1,4428,19,84132,6.362,32897,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex203,ex203_bf16_log_sign_exp_default_expr_case,bf16_log,sign_exp_default_expr_case,student/work/reverse_bf16_deep_20260603_1223/ex203/verilog/ex203_bf16_log_sign_exp_default_expr_case.v,student/work/reverse_bf16_deep_20260603_1223/ex203/aigs/ex203_bf16_log_sign_exp_default_expr_case.aig,1,1,1,4770,18,85860,7.189,"groups=512; full_default_groups=256; exceptions=32640; defaults=abs_input:254,nan:256,sign_inf:1,sign_zero:1",bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex203,ex203_bf16_log_semantic_sign_exp_field_defaults,bf16_log,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex203/verilog/ex203_bf16_log_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex203/aigs/ex203_bf16_log_semantic_sign_exp_field_defaults.aig,1,1,1,4649,19,88331,7.510,groups=512; full_default_groups=257; exceptions=20152,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex203,ex203_bf16_log_positive_default_exp_mant_case,bf16_log,positive_default_exp_mant_case,student/work/reverse_bf16_deep_20260603_1223/ex203/verilog/ex203_bf16_log_positive_default_exp_mant_case.v,student/work/reverse_bf16_deep_20260603_1223/ex203/aigs/ex203_bf16_log_positive_default_exp_mant_case.aig,1,1,1,4432,20,88640,6.300,32642; default=nan; exceptions=128,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex203,ex203_bf16_log_semantic_field_reassembly,bf16_log,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex203/verilog/ex203_bf16_log_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex203/aigs/ex203_bf16_log_semantic_field_reassembly.aig,1,1,1,4808,19,91352,12.890,65536,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex203,ex203_bf16_log_semantic_positive_field_defaults,bf16_log,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex203/verilog/ex203_bf16_log_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex203/aigs/ex203_bf16_log_semantic_positive_field_defaults.aig,1,1,1,4620,20,92400,7.409,positive_exp_groups=256; full_default_groups=1; positive_exceptions=20152; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL,bf16_aggressive_semantic_20260603_1711,bf16_aggressive_semantic_20260603_1711.csv
ex203,ex203_bf16_log_positive_default_exp_mant_delta,bf16_log,positive_default_exp_mant_delta,student/work/reverse_bf16_deep_20260603_1223/ex203/verilog/ex203_bf16_log_positive_default_exp_mant_delta.v,student/work/reverse_bf16_deep_20260603_1223/ex203/aigs/ex203_bf16_log_positive_default_exp_mant_delta.aig,1,1,1,4414,21,92694,6.824,32898; default=nan; exceptions=128,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
ex203,ex203_bf16_log_exp_mant_pair_case,bf16_log,exp_mant_pair_case,student/work/reverse_bf16_deep_20260603_1223/ex203/verilog/ex203_bf16_log_exp_mant_pair_case.v,student/work/reverse_bf16_deep_20260603_1223/ex203/aigs/ex203_bf16_log_exp_mant_pair_case.aig,1,1,1,4428,21,92988,7.091,32641,bf16 Verilog table factoring seed,bf16_deep_variants_20260603_1223,bf16_deep_variants_20260603_1223.csv
