case,domain,agent_id,candidate_id,hypothesis,representation,shared_structure,method_signature,verilog_path,aig_path,equivalent,simulation_pass,area,delay,adp,evaluate_log,notes
ex244,float_fp8,fp8-region-r26,ex244_r26_region_threshold_packed_synth_preset_and,"E4M3FN packed hypot abs(high,low)",packed threshold residual table keyed by gap and max significand,shared max/min decode with compact threshold payloads,"ex244|E4M3FN packed hypot abs(high,low)|packed threshold residual table keyed by gap and max significand|shared max/min decode with compact threshold payloads|synth_preset_and|exact_e4m3fn_hypot_abs_high_low|packed_threshold_delta|fp8_region_r26",student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/verilog/ex244_r26_region_threshold_packed_synth_preset_and.v,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/aigs/ex244_r26_region_threshold_packed_synth_preset_and.aig,1,,289,40,11560,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/logs/ex244_r26_region_threshold_packed_synth_preset_and.evaluate.py.log,official evaluate.py status OK; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/logs/ex244_r26_region_threshold_packed_synth_preset_and.yosys.log
ex244,float_fp8,fp8-region-r26,ex244_r26_region_threshold_packed_synth_preset_aig,"E4M3FN packed hypot abs(high,low)",packed threshold residual table keyed by gap and max significand,shared max/min decode with compact threshold payloads,"ex244|E4M3FN packed hypot abs(high,low)|packed threshold residual table keyed by gap and max significand|shared max/min decode with compact threshold payloads|synth_preset_aig|exact_e4m3fn_hypot_abs_high_low|packed_threshold_delta|fp8_region_r26",student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/verilog/ex244_r26_region_threshold_packed_synth_preset_aig.v,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/aigs/ex244_r26_region_threshold_packed_synth_preset_aig.aig,1,,286,39,11154,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/logs/ex244_r26_region_threshold_packed_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/logs/ex244_r26_region_threshold_packed_synth_preset_aig.yosys.log
ex244,float_fp8,fp8-region-r26,ex244_r26_region_threshold_maxeff_packed_abc_g_and,"E4M3FN packed hypot abs(high,low)",max-effective-exponent threshold residual packs,"shared max_eff, gap, sig-pair thresholds and saturation context","ex244|E4M3FN packed hypot abs(high,low)|max-effective-exponent threshold residual packs|shared max_eff, gap, sig-pair thresholds and saturation context|abc_g_and|exact_e4m3fn_hypot_abs_high_low|maxeff_threshold_delta|fp8_region_r26",student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/verilog/ex244_r26_region_threshold_maxeff_packed_abc_g_and.v,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/aigs/ex244_r26_region_threshold_maxeff_packed_abc_g_and.aig,1,,371,42,15582,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/logs/ex244_r26_region_threshold_maxeff_packed_abc_g_and.evaluate.py.log,official evaluate.py status OK; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/logs/ex244_r26_region_threshold_maxeff_packed_abc_g_and.yosys.log
ex244,float_fp8,fp8-region-r26,ex244_r26_region_threshold_maxeff_packed_abc_g_aig,"E4M3FN packed hypot abs(high,low)",max-effective-exponent threshold residual packs,"shared max_eff, gap, sig-pair thresholds and saturation context","ex244|E4M3FN packed hypot abs(high,low)|max-effective-exponent threshold residual packs|shared max_eff, gap, sig-pair thresholds and saturation context|abc_g_aig|exact_e4m3fn_hypot_abs_high_low|maxeff_threshold_delta|fp8_region_r26",student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/verilog/ex244_r26_region_threshold_maxeff_packed_abc_g_aig.v,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/aigs/ex244_r26_region_threshold_maxeff_packed_abc_g_aig.aig,1,,362,42,15204,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/logs/ex244_r26_region_threshold_maxeff_packed_abc_g_aig.evaluate.py.log,official evaluate.py status OK; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/logs/ex244_r26_region_threshold_maxeff_packed_abc_g_aig.yosys.log
ex244,float_fp8,fp8-region-r26,ex244_r26_region_threshold_maxeff_packed_synth_preset_and,"E4M3FN packed hypot abs(high,low)",max-effective-exponent threshold residual packs,"shared max_eff, gap, sig-pair thresholds and saturation context","ex244|E4M3FN packed hypot abs(high,low)|max-effective-exponent threshold residual packs|shared max_eff, gap, sig-pair thresholds and saturation context|synth_preset_and|exact_e4m3fn_hypot_abs_high_low|maxeff_threshold_delta|fp8_region_r26",student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/verilog/ex244_r26_region_threshold_maxeff_packed_synth_preset_and.v,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/aigs/ex244_r26_region_threshold_maxeff_packed_synth_preset_and.aig,1,,366,40,14640,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/logs/ex244_r26_region_threshold_maxeff_packed_synth_preset_and.evaluate.py.log,official evaluate.py status OK; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/logs/ex244_r26_region_threshold_maxeff_packed_synth_preset_and.yosys.log
ex244,float_fp8,fp8-region-r26,ex244_r26_region_threshold_maxeff_packed_synth_preset_aig,"E4M3FN packed hypot abs(high,low)",max-effective-exponent threshold residual packs,"shared max_eff, gap, sig-pair thresholds and saturation context","ex244|E4M3FN packed hypot abs(high,low)|max-effective-exponent threshold residual packs|shared max_eff, gap, sig-pair thresholds and saturation context|synth_preset_aig|exact_e4m3fn_hypot_abs_high_low|maxeff_threshold_delta|fp8_region_r26",student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/verilog/ex244_r26_region_threshold_maxeff_packed_synth_preset_aig.v,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/aigs/ex244_r26_region_threshold_maxeff_packed_synth_preset_aig.aig,1,,351,40,14040,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/logs/ex244_r26_region_threshold_maxeff_packed_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/logs/ex244_r26_region_threshold_maxeff_packed_synth_preset_aig.yosys.log
ex240,float_fp8,fp8-region-r26,ex240_r26_region_same_delta_diff_direct8_abc_g_and,E4M3FN packed add high plus low,same-sign delta plus direct diff normalizer table,"shared sorted magnitude decode, gap clamp, same delta and diff residual table","ex240|E4M3FN packed add high plus low|same-sign delta plus direct diff normalizer table|shared sorted magnitude decode, gap clamp, same delta and diff residual table|abc_g_and|exact_e4m3fn_add_high_plus_low|split_same_diff_paths|fp8_region_r26",student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/verilog/ex240_r26_region_same_delta_diff_direct8_abc_g_and.v,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/aigs/ex240_r26_region_same_delta_diff_direct8_abc_g_and.aig,1,,1156,51,58956,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_same_delta_diff_direct8_abc_g_and.evaluate.py.log,official evaluate.py status OK; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_same_delta_diff_direct8_abc_g_and.yosys.log
ex240,float_fp8,fp8-region-r26,ex240_r26_region_same_delta_diff_direct8_abc_g_aig,E4M3FN packed add high plus low,same-sign delta plus direct diff normalizer table,"shared sorted magnitude decode, gap clamp, same delta and diff residual table","ex240|E4M3FN packed add high plus low|same-sign delta plus direct diff normalizer table|shared sorted magnitude decode, gap clamp, same delta and diff residual table|abc_g_aig|exact_e4m3fn_add_high_plus_low|split_same_diff_paths|fp8_region_r26",student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/verilog/ex240_r26_region_same_delta_diff_direct8_abc_g_aig.v,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/aigs/ex240_r26_region_same_delta_diff_direct8_abc_g_aig.aig,1,,1131,50,56550,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_same_delta_diff_direct8_abc_g_aig.evaluate.py.log,official evaluate.py status OK; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_same_delta_diff_direct8_abc_g_aig.yosys.log
ex240,float_fp8,fp8-region-r26,ex240_r26_region_same_delta_diff_direct8_synth_preset_and,E4M3FN packed add high plus low,same-sign delta plus direct diff normalizer table,"shared sorted magnitude decode, gap clamp, same delta and diff residual table","ex240|E4M3FN packed add high plus low|same-sign delta plus direct diff normalizer table|shared sorted magnitude decode, gap clamp, same delta and diff residual table|synth_preset_and|exact_e4m3fn_add_high_plus_low|split_same_diff_paths|fp8_region_r26",student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/verilog/ex240_r26_region_same_delta_diff_direct8_synth_preset_and.v,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/aigs/ex240_r26_region_same_delta_diff_direct8_synth_preset_and.aig,1,,1117,51,56967,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_same_delta_diff_direct8_synth_preset_and.evaluate.py.log,official evaluate.py status OK; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_same_delta_diff_direct8_synth_preset_and.yosys.log
ex240,float_fp8,fp8-region-r26,ex240_r26_region_same_delta_diff_direct8_synth_preset_aig,E4M3FN packed add high plus low,same-sign delta plus direct diff normalizer table,"shared sorted magnitude decode, gap clamp, same delta and diff residual table","ex240|E4M3FN packed add high plus low|same-sign delta plus direct diff normalizer table|shared sorted magnitude decode, gap clamp, same delta and diff residual table|synth_preset_aig|exact_e4m3fn_add_high_plus_low|split_same_diff_paths|fp8_region_r26",student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/verilog/ex240_r26_region_same_delta_diff_direct8_synth_preset_aig.v,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/aigs/ex240_r26_region_same_delta_diff_direct8_synth_preset_aig.aig,1,,1078,49,52822,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_same_delta_diff_direct8_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_same_delta_diff_direct8_synth_preset_aig.yosys.log
ex240,float_fp8,fp8-region-r26,ex240_r26_region_samegrs_diffgrs_abc_g_and,E4M3FN packed add high plus low,dual GRS arithmetic-base rounding paths,"shared max/min decode, aligned significands, same/diff rounding predicates","ex240|E4M3FN packed add high plus low|dual GRS arithmetic-base rounding paths|shared max/min decode, aligned significands, same/diff rounding predicates|abc_g_and|exact_e4m3fn_add_high_plus_low|rounded_same_diff_outputs|fp8_region_r26",student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/verilog/ex240_r26_region_samegrs_diffgrs_abc_g_and.v,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/aigs/ex240_r26_region_samegrs_diffgrs_abc_g_and.aig,0,,,,,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_samegrs_diffgrs_abc_g_and.evaluate.py.log,official evaluate.py status NOT_EQUIV; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_samegrs_diffgrs_abc_g_and.yosys.log
ex240,float_fp8,fp8-region-r26,ex240_r26_region_samegrs_diffgrs_abc_g_aig,E4M3FN packed add high plus low,dual GRS arithmetic-base rounding paths,"shared max/min decode, aligned significands, same/diff rounding predicates","ex240|E4M3FN packed add high plus low|dual GRS arithmetic-base rounding paths|shared max/min decode, aligned significands, same/diff rounding predicates|abc_g_aig|exact_e4m3fn_add_high_plus_low|rounded_same_diff_outputs|fp8_region_r26",student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/verilog/ex240_r26_region_samegrs_diffgrs_abc_g_aig.v,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/aigs/ex240_r26_region_samegrs_diffgrs_abc_g_aig.aig,0,,,,,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_samegrs_diffgrs_abc_g_aig.evaluate.py.log,official evaluate.py status NOT_EQUIV; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_samegrs_diffgrs_abc_g_aig.yosys.log
ex240,float_fp8,fp8-region-r26,ex240_r26_region_samegrs_diffgrs_synth_preset_and,E4M3FN packed add high plus low,dual GRS arithmetic-base rounding paths,"shared max/min decode, aligned significands, same/diff rounding predicates","ex240|E4M3FN packed add high plus low|dual GRS arithmetic-base rounding paths|shared max/min decode, aligned significands, same/diff rounding predicates|synth_preset_and|exact_e4m3fn_add_high_plus_low|rounded_same_diff_outputs|fp8_region_r26",student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/verilog/ex240_r26_region_samegrs_diffgrs_synth_preset_and.v,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/aigs/ex240_r26_region_samegrs_diffgrs_synth_preset_and.aig,0,,,,,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_samegrs_diffgrs_synth_preset_and.evaluate.py.log,official evaluate.py status NOT_EQUIV; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_samegrs_diffgrs_synth_preset_and.yosys.log
ex240,float_fp8,fp8-region-r26,ex240_r26_region_samegrs_diffgrs_synth_preset_aig,E4M3FN packed add high plus low,dual GRS arithmetic-base rounding paths,"shared max/min decode, aligned significands, same/diff rounding predicates","ex240|E4M3FN packed add high plus low|dual GRS arithmetic-base rounding paths|shared max/min decode, aligned significands, same/diff rounding predicates|synth_preset_aig|exact_e4m3fn_add_high_plus_low|rounded_same_diff_outputs|fp8_region_r26",student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/verilog/ex240_r26_region_samegrs_diffgrs_synth_preset_aig.v,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/aigs/ex240_r26_region_samegrs_diffgrs_synth_preset_aig.aig,0,,,,,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_samegrs_diffgrs_synth_preset_aig.evaluate.py.log,official evaluate.py status NOT_EQUIV; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_samegrs_diffgrs_synth_preset_aig.yosys.log
