case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,items,runtime_sec,notes,evaluate_py_ok,evaluate_py_adp,evaluate_py_returncode,evaluate_py_notes
ex290,ex290_rotate_high_split_default_abc_g_simple,unknown_12x12,abc_g_simple,student/work/reverse_unknown_20260603_1812/ex290/verilog/ex290_unknown_12x12_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex290/aigs/ex290_rotate_high_split_default_abc_g_simple.aig,1,1,1,4572,17,77724,42328,1.836231,0,0,synthflow_exact,Yosys abc gate set simple,2.911,Yosys abc gate set simple,1,77724,0,
ex290,ex290_rotate_high_split_default_default_recheck,unknown_12x12,default_recheck,student/work/reverse_unknown_20260603_1812/ex290/verilog/ex290_unknown_12x12_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex290/aigs/ex290_rotate_high_split_default_default_recheck.aig,1,1,1,4484,16,71744,42328,1.694954,0,0,synthflow_exact,current project Yosys script sanity recheck,2.773,current project Yosys script sanity recheck,1,71744,0,
ex290,ex290_rotate_high_split_default_extra_opt_share,unknown_12x12,extra_opt_share,student/work/reverse_unknown_20260603_1812/ex290/verilog/ex290_unknown_12x12_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex290/aigs/ex290_rotate_high_split_default_extra_opt_share.aig,1,1,1,4484,16,71744,42328,1.694954,0,0,synthflow_exact,extra opt_reduce/opt_muxtree/wreduce/share before techmap,3.072,extra opt_reduce/opt_muxtree/wreduce/share before techmap,1,71744,0,
ex290,ex290_rotate_high_split_default_late_flatten,unknown_12x12,late_flatten,student/work/reverse_unknown_20260603_1812/ex290/verilog/ex290_unknown_12x12_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex290/aigs/ex290_rotate_high_split_default_late_flatten.aig,1,1,1,4484,16,71744,42328,1.694954,0,0,synthflow_exact,move flatten after techmap,2.777,move flatten after techmap,1,71744,0,
ex290,ex290_rotate_high_split_default_no_internal_abc,unknown_12x12,no_internal_abc,student/work/reverse_unknown_20260603_1812/ex290/verilog/ex290_unknown_12x12_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex290/aigs/ex290_rotate_high_split_default_no_internal_abc.aig,1,1,1,5527,18,99486,42328,2.350359,0,0,synthflow_exact,skip Yosys internal abc pass,2.529,skip Yosys internal abc pass,1,99486,0,
ex290,ex290_rotate_high_split_default_synth_preset,unknown_12x12,synth_preset,student/work/reverse_unknown_20260603_1812/ex290/verilog/ex290_unknown_12x12_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex290/aigs/ex290_rotate_high_split_default_synth_preset.aig,1,1,1,4437,15,66555,42328,1.572363,0,0,synthflow_exact,Yosys synth preset with flatten,3.205,Yosys synth preset with flatten,1,66555,0,
ex290,ex290_rotate_high_split_default_synth_preset_noabc,unknown_12x12,synth_preset_noabc,student/work/reverse_unknown_20260603_1812/ex290/verilog/ex290_unknown_12x12_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex290/aigs/ex290_rotate_high_split_default_synth_preset_noabc.aig,1,1,1,6858,19,130302,42328,3.078388,0,0,synthflow_exact,Yosys synth preset without abc,2.535,Yosys synth preset without abc,1,130302,0,
ex291,ex291_rotate_high_split_default_abc_d20,unknown_13x13,abc_d20,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex291/aigs/ex291_rotate_high_split_default_abc_d20.aig,1,1,1,6624,16,105984,66850,1.585400,0,0,synthflow_exact,Yosys abc delay target 20,5.688,Yosys abc delay target 20,1,105984,0,
ex291,ex291_rotate_high_split_default_abc_d21,unknown_13x13,abc_d21,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex291/aigs/ex291_rotate_high_split_default_abc_d21.aig,1,1,1,6624,16,105984,66850,1.585400,0,0,synthflow_exact,Yosys abc delay target 21,5.717,Yosys abc delay target 21,1,105984,0,
ex291,ex291_rotate_high_split_default_abc_d22,unknown_13x13,abc_d22,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex291/aigs/ex291_rotate_high_split_default_abc_d22.aig,1,1,1,6624,16,105984,66850,1.585400,0,0,synthflow_exact,Yosys abc delay target 22,5.711,Yosys abc delay target 22,1,105984,0,
ex291,ex291_rotate_high_split_default_abc_d24,unknown_13x13,abc_d24,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex291/aigs/ex291_rotate_high_split_default_abc_d24.aig,1,1,1,6624,16,105984,66850,1.585400,0,0,synthflow_exact,Yosys abc delay target 24,5.802,Yosys abc delay target 24,1,105984,0,
ex291,ex291_rotate_high_split_default_abc_fast,unknown_13x13,abc_fast,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex291/aigs/ex291_rotate_high_split_default_abc_fast.aig,1,1,1,8048,19,152912,66850,2.287390,0,0,synthflow_exact,Yosys abc fast script,5.261,Yosys abc fast script,1,152912,0,
ex291,ex291_rotate_high_split_default_abc_g_aig,unknown_13x13,abc_g_aig,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex291/aigs/ex291_rotate_high_split_default_abc_g_aig.aig,1,1,1,6571,15,98565,66850,1.474420,1,0,synthflow_exact,Yosys abc gate set aig,5.898,Yosys abc gate set aig,1,98565,0,
ex291,ex291_rotate_high_split_default_abc_g_aig_d18,unknown_13x13,abc_g_aig_d18,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex291/aigs/ex291_rotate_high_split_default_abc_g_aig_d18.aig,1,1,1,6571,15,98565,66850,1.474420,1,0,synthflow_exact,Yosys abc gate set aig delay target 18,5.968,Yosys abc gate set aig delay target 18,1,98565,0,
ex291,ex291_rotate_high_split_default_abc_g_aig_d19,unknown_13x13,abc_g_aig_d19,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex291/aigs/ex291_rotate_high_split_default_abc_g_aig_d19.aig,1,1,1,6571,15,98565,66850,1.474420,1,0,synthflow_exact,Yosys abc gate set aig delay target 19,5.794,Yosys abc gate set aig delay target 19,1,98565,0,
ex291,ex291_rotate_high_split_default_abc_g_aig_d20,unknown_13x13,abc_g_aig_d20,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex291/aigs/ex291_rotate_high_split_default_abc_g_aig_d20.aig,1,1,1,6571,15,98565,66850,1.474420,1,0,synthflow_exact,Yosys abc gate set aig delay target 20,5.967,Yosys abc gate set aig delay target 20,1,98565,0,
ex291,ex291_rotate_high_split_default_abc_g_aig_d21,unknown_13x13,abc_g_aig_d21,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex291/aigs/ex291_rotate_high_split_default_abc_g_aig_d21.aig,1,1,1,6571,15,98565,66850,1.474420,1,0,synthflow_exact,Yosys abc gate set aig delay target 21,5.957,Yosys abc gate set aig delay target 21,1,98565,0,
ex291,ex291_rotate_high_split_default_abc_g_and_mux,unknown_13x13,abc_g_and_mux,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex291/aigs/ex291_rotate_high_split_default_abc_g_and_mux.aig,1,1,1,6869,17,116773,66850,1.746791,0,0,synthflow_exact,"Yosys abc gate set AND,MUX",6.509,"Yosys abc gate set AND,MUX",1,116773,0,
ex291,ex291_rotate_high_split_default_abc_g_cmos2,unknown_13x13,abc_g_cmos2,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex291/aigs/ex291_rotate_high_split_default_abc_g_cmos2.aig,1,1,1,6716,16,107456,66850,1.607420,0,0,synthflow_exact,Yosys abc gate set cmos2,6.249,Yosys abc gate set cmos2,1,107456,0,
ex291,ex291_rotate_high_split_default_abc_g_gates,unknown_13x13,abc_g_gates,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex291/aigs/ex291_rotate_high_split_default_abc_g_gates.aig,1,1,1,6571,16,105136,66850,1.572715,0,0,synthflow_exact,Yosys abc gate set gates,5.980,Yosys abc gate set gates,1,105136,0,
ex291,ex291_rotate_high_split_default_abc_g_simple,unknown_13x13,abc_g_simple,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex291/aigs/ex291_rotate_high_split_default_abc_g_simple.aig,1,1,1,6779,16,108464,66850,1.622498,0,0,synthflow_exact,Yosys abc gate set simple,6.153,Yosys abc gate set simple,1,108464,0,
ex291,ex291_rotate_high_split_default_default_recheck,unknown_13x13,default_recheck,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex291/aigs/ex291_rotate_high_split_default_default_recheck.aig,1,1,1,6624,16,105984,66850,1.585400,0,0,synthflow_exact,current project Yosys script sanity recheck,5.710,current project Yosys script sanity recheck,1,105984,0,
ex291,ex291_rotate_high_split_default_extra_opt_share,unknown_13x13,extra_opt_share,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex291/aigs/ex291_rotate_high_split_default_extra_opt_share.aig,1,1,1,6624,16,105984,66850,1.585400,0,0,synthflow_exact,extra opt_reduce/opt_muxtree/wreduce/share before techmap,6.758,extra opt_reduce/opt_muxtree/wreduce/share before techmap,1,105984,0,
ex291,ex291_rotate_high_split_default_late_flatten,unknown_13x13,late_flatten,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex291/aigs/ex291_rotate_high_split_default_late_flatten.aig,1,1,1,6624,16,105984,66850,1.585400,0,0,synthflow_exact,move flatten after techmap,5.793,move flatten after techmap,1,105984,0,
ex291,ex291_rotate_high_split_default_no_internal_abc,unknown_13x13,no_internal_abc,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex291/aigs/ex291_rotate_high_split_default_no_internal_abc.aig,1,1,1,8184,19,155496,66850,2.326043,0,0,synthflow_exact,skip Yosys internal abc pass,5.182,skip Yosys internal abc pass,1,155496,0,
ex291,ex291_rotate_high_split_default_synth_preset,unknown_13x13,synth_preset,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex291/aigs/ex291_rotate_high_split_default_synth_preset.aig,1,1,1,6503,15,97545,66850,1.459162,1,0,synthflow_exact,Yosys synth preset with flatten,6.613,Yosys synth preset with flatten,1,97545,0,
ex291,ex291_rotate_high_split_default_synth_preset_noabc,unknown_13x13,synth_preset_noabc,student/work/reverse_unknown_20260603_1812/ex291/verilog/ex291_unknown_13x13_rotate_high_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex291/aigs/ex291_rotate_high_split_default_synth_preset_noabc.aig,1,1,1,11380,20,227600,66850,3.404637,0,0,synthflow_exact,Yosys synth preset without abc,5.846,Yosys synth preset without abc,1,227600,0,
ex293,ex293_rotate_low_split_default_abc_d20,unknown_15x15,abc_d20,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_rotate_low_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex293/aigs/ex293_rotate_low_split_default_abc_d20.aig,1,1,1,8158,18,146844,112966,1.299896,1,0,synthflow_exact,Yosys abc delay target 20,16.479,Yosys abc delay target 20,1,146844,0,
ex293,ex293_rotate_low_split_default_abc_d21,unknown_15x15,abc_d21,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_rotate_low_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex293/aigs/ex293_rotate_low_split_default_abc_d21.aig,1,1,1,8158,18,146844,112966,1.299896,1,0,synthflow_exact,Yosys abc delay target 21,17.374,Yosys abc delay target 21,1,146844,0,
ex293,ex293_rotate_low_split_default_abc_d22,unknown_15x15,abc_d22,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_rotate_low_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex293/aigs/ex293_rotate_low_split_default_abc_d22.aig,1,1,1,8158,18,146844,112966,1.299896,1,0,synthflow_exact,Yosys abc delay target 22,16.772,Yosys abc delay target 22,1,146844,0,
ex293,ex293_rotate_low_split_default_abc_d24,unknown_15x15,abc_d24,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_rotate_low_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex293/aigs/ex293_rotate_low_split_default_abc_d24.aig,1,1,1,8158,18,146844,112966,1.299896,1,0,synthflow_exact,Yosys abc delay target 24,16.767,Yosys abc delay target 24,1,146844,0,
ex293,ex293_rotate_low_split_default_abc_fast,unknown_15x15,abc_fast,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_rotate_low_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex293/aigs/ex293_rotate_low_split_default_abc_fast.aig,1,1,1,9662,23,222226,112966,1.967194,0,0,synthflow_exact,Yosys abc fast script,18.173,Yosys abc fast script,1,222226,0,
ex293,ex293_rotate_low_split_default_abc_g_aig,unknown_15x15,abc_g_aig,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_rotate_low_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex293/aigs/ex293_rotate_low_split_default_abc_g_aig.aig,1,1,1,8122,18,146196,112966,1.294159,1,0,synthflow_exact,Yosys abc gate set aig,17.531,Yosys abc gate set aig,1,146196,0,
ex293,ex293_rotate_low_split_default_abc_g_aig_d18,unknown_15x15,abc_g_aig_d18,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_rotate_low_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex293/aigs/ex293_rotate_low_split_default_abc_g_aig_d18.aig,1,1,1,8122,18,146196,112966,1.294159,1,0,synthflow_exact,Yosys abc gate set aig delay target 18,17.189,Yosys abc gate set aig delay target 18,1,146196,0,
ex293,ex293_rotate_low_split_default_abc_g_aig_d19,unknown_15x15,abc_g_aig_d19,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_rotate_low_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex293/aigs/ex293_rotate_low_split_default_abc_g_aig_d19.aig,1,1,1,8122,18,146196,112966,1.294159,1,0,synthflow_exact,Yosys abc gate set aig delay target 19,16.826,Yosys abc gate set aig delay target 19,1,146196,0,
ex293,ex293_rotate_low_split_default_abc_g_aig_d20,unknown_15x15,abc_g_aig_d20,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_rotate_low_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex293/aigs/ex293_rotate_low_split_default_abc_g_aig_d20.aig,1,1,1,8122,18,146196,112966,1.294159,1,0,synthflow_exact,Yosys abc gate set aig delay target 20,18.273,Yosys abc gate set aig delay target 20,1,146196,0,
ex293,ex293_rotate_low_split_default_abc_g_aig_d21,unknown_15x15,abc_g_aig_d21,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_rotate_low_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex293/aigs/ex293_rotate_low_split_default_abc_g_aig_d21.aig,1,1,1,8122,18,146196,112966,1.294159,1,0,synthflow_exact,Yosys abc gate set aig delay target 21,17.348,Yosys abc gate set aig delay target 21,1,146196,0,
ex293,ex293_rotate_low_split_default_abc_g_and_mux,unknown_15x15,abc_g_and_mux,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_rotate_low_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex293/aigs/ex293_rotate_low_split_default_abc_g_and_mux.aig,1,1,1,8458,21,177618,112966,1.572314,0,0,synthflow_exact,"Yosys abc gate set AND,MUX",18.884,"Yosys abc gate set AND,MUX",1,177618,0,
ex293,ex293_rotate_low_split_default_abc_g_cmos2,unknown_15x15,abc_g_cmos2,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_rotate_low_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex293/aigs/ex293_rotate_low_split_default_abc_g_cmos2.aig,1,1,1,8298,18,149364,112966,1.322203,1,0,synthflow_exact,Yosys abc gate set cmos2,17.937,Yosys abc gate set cmos2,1,149364,0,
ex293,ex293_rotate_low_split_default_abc_g_gates,unknown_15x15,abc_g_gates,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_rotate_low_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex293/aigs/ex293_rotate_low_split_default_abc_g_gates.aig,1,1,1,8126,18,146268,112966,1.294797,1,0,synthflow_exact,Yosys abc gate set gates,18.249,Yosys abc gate set gates,1,146268,0,
ex293,ex293_rotate_low_split_default_abc_g_simple,unknown_15x15,abc_g_simple,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_rotate_low_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex293/aigs/ex293_rotate_low_split_default_abc_g_simple.aig,1,1,1,8326,20,166520,112966,1.474072,1,0,synthflow_exact,Yosys abc gate set simple,18.378,Yosys abc gate set simple,1,166520,0,
ex293,ex293_rotate_low_split_default_default_recheck,unknown_15x15,default_recheck,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_rotate_low_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex293/aigs/ex293_rotate_low_split_default_default_recheck.aig,1,1,1,8158,18,146844,112966,1.299896,1,0,synthflow_exact,current project Yosys script sanity recheck,16.995,current project Yosys script sanity recheck,1,146844,0,
ex293,ex293_rotate_low_split_default_extra_opt_share,unknown_15x15,extra_opt_share,student/work/reverse_unknown_20260603_1812/ex293/verilog/ex293_unknown_15x15_rotate_low_split_default.v,student/work/ex290_ex291_ex293_ex296_ex298_frontend_current_synthflow_20260608_1320/ex293/aigs/ex293_rotate_low_split_default_extra_opt_share.aig,1,1,1,8158,18,146844,112966,1.299896,1,0,synthflow_exact,extra opt_reduce/opt_muxtree/wreduce/share before techmap,21.008,extra opt_reduce/opt_muxtree/wreduce/share before techmap,1,146844,0,
