case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,notes
ex202,ex202_bf16_exp10_default_se07d_m70,bf16_exp10,default_choice_se07d_m70,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07d_m70.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07d_m70.aig,1,1,1,3702,16,59232,3.056,current best shape with sign_exp 07d default changed from 4001 to mant 70 word 403c
ex202,ex202_bf16_exp10_default_se07d_m7f,bf16_exp10,default_choice_se07d_m7f,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07d_m7f.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07d_m7f.aig,1,1,1,3702,16,59232,3.123,current best shape with sign_exp 07d default changed from 4001 to mant 7f word 4049
ex202,ex202_bf16_exp10_default_se07e_m01,bf16_exp10,default_choice_se07e_m01,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07e_m01.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07e_m01.aig,1,1,1,3702,16,59232,3.114,current best shape with sign_exp 07e default changed from 404a to mant 01 word 404c
ex202,ex202_bf16_exp10_default_se07e_m02,bf16_exp10,default_choice_se07e_m02,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07e_m02.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07e_m02.aig,1,1,1,3702,16,59232,3.241,current best shape with sign_exp 07e default changed from 404a to mant 02 word 404e
ex202,ex202_bf16_exp10_default_se07e_m04,bf16_exp10,default_choice_se07e_m04,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07e_m04.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07e_m04.aig,1,1,1,3702,16,59232,3.137,current best shape with sign_exp 07e default changed from 404a to mant 04 word 4052
ex202,ex202_bf16_exp10_default_se07e_m08,bf16_exp10,default_choice_se07e_m08,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07e_m08.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07e_m08.aig,1,1,1,3702,16,59232,3.123,current best shape with sign_exp 07e default changed from 404a to mant 08 word 4059
ex202,ex202_bf16_exp10_default_se07e_m10,bf16_exp10,default_choice_se07e_m10,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07e_m10.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07e_m10.aig,1,1,1,3702,16,59232,3.107,current best shape with sign_exp 07e default changed from 404a to mant 10 word 406a
ex202,ex202_bf16_exp10_default_se07e_m20,bf16_exp10,default_choice_se07e_m20,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07e_m20.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07e_m20.aig,1,1,1,3702,16,59232,3.094,current best shape with sign_exp 07e default changed from 404a to mant 20 word 4087
ex202,ex202_bf16_exp10_default_se07e_m30,bf16_exp10,default_choice_se07e_m30,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07e_m30.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07e_m30.aig,1,1,1,3702,16,59232,3.114,current best shape with sign_exp 07e default changed from 404a to mant 30 word 409c
ex202,ex202_bf16_exp10_default_se07e_m40,bf16_exp10,default_choice_se07e_m40,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07e_m40.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07e_m40.aig,1,1,1,3702,16,59232,3.156,current best shape with sign_exp 07e default changed from 404a to mant 40 word 40b4
ex202,ex202_bf16_exp10_default_se07e_m50,bf16_exp10,default_choice_se07e_m50,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07e_m50.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07e_m50.aig,1,1,1,3702,16,59232,3.101,current best shape with sign_exp 07e default changed from 404a to mant 50 word 40d0
ex202,ex202_bf16_exp10_default_se07e_m60,bf16_exp10,default_choice_se07e_m60,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07e_m60.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07e_m60.aig,1,1,1,3702,16,59232,3.111,current best shape with sign_exp 07e default changed from 404a to mant 60 word 40f0
ex202,ex202_bf16_exp10_default_se07e_m70,bf16_exp10,default_choice_se07e_m70,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07e_m70.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07e_m70.aig,1,1,1,3702,16,59232,3.058,current best shape with sign_exp 07e default changed from 404a to mant 70 word 410b
ex202,ex202_bf16_exp10_default_se07e_m7f,bf16_exp10,default_choice_se07e_m7f,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07e_m7f.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07e_m7f.aig,1,1,1,3702,16,59232,3.114,current best shape with sign_exp 07e default changed from 404a to mant 7f word 411f
ex202,ex202_bf16_exp10_default_se07f_m01,bf16_exp10,default_choice_se07f_m01,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07f_m01.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07f_m01.aig,1,1,1,3702,16,59232,3.086,current best shape with sign_exp 07f default changed from 4120 to mant 01 word 4123
ex202,ex202_bf16_exp10_default_se07f_m02,bf16_exp10,default_choice_se07f_m02,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07f_m02.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07f_m02.aig,1,1,1,3702,16,59232,3.150,current best shape with sign_exp 07f default changed from 4120 to mant 02 word 4126
ex202,ex202_bf16_exp10_default_se07f_m04,bf16_exp10,default_choice_se07f_m04,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07f_m04.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07f_m04.aig,1,1,1,3702,16,59232,3.084,current best shape with sign_exp 07f default changed from 4120 to mant 04 word 412c
ex202,ex202_bf16_exp10_default_se07f_m08,bf16_exp10,default_choice_se07f_m08,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07f_m08.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07f_m08.aig,1,1,1,3702,16,59232,3.061,current best shape with sign_exp 07f default changed from 4120 to mant 08 word 4139
ex202,ex202_bf16_exp10_default_se07f_m10,bf16_exp10,default_choice_se07f_m10,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07f_m10.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07f_m10.aig,1,1,1,3702,16,59232,3.352,current best shape with sign_exp 07f default changed from 4120 to mant 10 word 4155
ex202,ex202_bf16_exp10_default_se07f_m20,bf16_exp10,default_choice_se07f_m20,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07f_m20.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07f_m20.aig,1,1,1,3702,16,59232,3.146,current best shape with sign_exp 07f default changed from 4120 to mant 20 word 418e
ex202,ex202_bf16_exp10_default_se07f_m30,bf16_exp10,default_choice_se07f_m30,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07f_m30.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07f_m30.aig,1,1,1,3702,16,59232,3.082,current best shape with sign_exp 07f default changed from 4120 to mant 30 word 41be
ex202,ex202_bf16_exp10_default_se07f_m40,bf16_exp10,default_choice_se07f_m40,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07f_m40.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07f_m40.aig,1,1,1,3702,16,59232,3.235,current best shape with sign_exp 07f default changed from 4120 to mant 40 word 41fd
ex202,ex202_bf16_exp10_default_se07f_m50,bf16_exp10,default_choice_se07f_m50,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07f_m50.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07f_m50.aig,1,1,1,3702,16,59232,3.131,current best shape with sign_exp 07f default changed from 4120 to mant 50 word 4229
ex202,ex202_bf16_exp10_default_se07f_m60,bf16_exp10,default_choice_se07f_m60,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07f_m60.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07f_m60.aig,1,1,1,3702,16,59232,3.150,current best shape with sign_exp 07f default changed from 4120 to mant 60 word 4261
ex202,ex202_bf16_exp10_default_se07f_m70,bf16_exp10,default_choice_se07f_m70,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07f_m70.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07f_m70.aig,1,1,1,3702,16,59232,3.135,current best shape with sign_exp 07f default changed from 4120 to mant 70 word 4296
ex202,ex202_bf16_exp10_default_se07f_m7f,bf16_exp10,default_choice_se07f_m7f,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se07f_m7f.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se07f_m7f.aig,1,1,1,3702,16,59232,3.087,current best shape with sign_exp 07f default changed from 4120 to mant 7f word 42c4
ex202,ex202_bf16_exp10_default_se080_m01,bf16_exp10,default_choice_se080_m01,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se080_m01.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se080_m01.aig,1,1,1,3702,16,59232,3.129,current best shape with sign_exp 080 default changed from 42c8 to mant 01 word 42cf
ex202,ex202_bf16_exp10_default_se080_m02,bf16_exp10,default_choice_se080_m02,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se080_m02.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se080_m02.aig,1,1,1,3702,16,59232,3.096,current best shape with sign_exp 080 default changed from 42c8 to mant 02 word 42d7
ex202,ex202_bf16_exp10_default_se080_m04,bf16_exp10,default_choice_se080_m04,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se080_m04.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se080_m04.aig,1,1,1,3702,16,59232,3.094,current best shape with sign_exp 080 default changed from 42c8 to mant 04 word 42e7
ex202,ex202_bf16_exp10_default_se080_m08,bf16_exp10,default_choice_se080_m08,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se080_m08.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se080_m08.aig,1,1,1,3702,16,59232,3.097,current best shape with sign_exp 080 default changed from 42c8 to mant 08 word 4305
ex202,ex202_bf16_exp10_default_se080_m10,bf16_exp10,default_choice_se080_m10,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se080_m10.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se080_m10.aig,1,1,1,3702,16,59232,3.117,current best shape with sign_exp 080 default changed from 42c8 to mant 10 word 4332
ex202,ex202_bf16_exp10_default_se080_m20,bf16_exp10,default_choice_se080_m20,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se080_m20.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se080_m20.aig,1,1,1,3702,16,59232,3.123,current best shape with sign_exp 080 default changed from 42c8 to mant 20 word 439e
ex202,ex202_bf16_exp10_default_se080_m30,bf16_exp10,default_choice_se080_m30,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se080_m30.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se080_m30.aig,1,1,1,3702,16,59232,3.161,current best shape with sign_exp 080 default changed from 42c8 to mant 30 word 440d
ex202,ex202_bf16_exp10_default_se080_m40,bf16_exp10,default_choice_se080_m40,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se080_m40.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se080_m40.aig,1,1,1,3702,16,59232,3.109,current best shape with sign_exp 080 default changed from 42c8 to mant 40 word 447a
ex202,ex202_bf16_exp10_default_se080_m50,bf16_exp10,default_choice_se080_m50,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se080_m50.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se080_m50.aig,1,1,1,3702,16,59232,3.155,current best shape with sign_exp 080 default changed from 42c8 to mant 50 word 44de
ex202,ex202_bf16_exp10_default_se080_m60,bf16_exp10,default_choice_se080_m60,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se080_m60.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se080_m60.aig,1,1,1,3702,16,59232,3.156,current best shape with sign_exp 080 default changed from 42c8 to mant 60 word 4546
ex202,ex202_bf16_exp10_default_se080_m70,bf16_exp10,default_choice_se080_m70,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se080_m70.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se080_m70.aig,1,1,1,3702,16,59232,3.173,current best shape with sign_exp 080 default changed from 42c8 to mant 70 word 45b0
ex202,ex202_bf16_exp10_default_se080_m7f,bf16_exp10,default_choice_se080_m7f,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se080_m7f.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se080_m7f.aig,1,1,1,3702,16,59232,3.173,current best shape with sign_exp 080 default changed from 42c8 to mant 7f word 4617
ex202,ex202_bf16_exp10_default_se081_m01,bf16_exp10,default_choice_se081_m01,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se081_m01.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se081_m01.aig,1,1,1,3702,16,59232,3.221,current best shape with sign_exp 081 default changed from 461c to mant 01 word 4628
ex202,ex202_bf16_exp10_default_se081_m02,bf16_exp10,default_choice_se081_m02,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se081_m02.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se081_m02.aig,1,1,1,3702,16,59232,3.183,current best shape with sign_exp 081 default changed from 461c to mant 02 word 4634
ex202,ex202_bf16_exp10_default_se081_m04,bf16_exp10,default_choice_se081_m04,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se081_m04.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se081_m04.aig,1,1,1,3702,16,59232,3.287,current best shape with sign_exp 081 default changed from 461c to mant 04 word 4650
ex202,ex202_bf16_exp10_default_se081_m08,bf16_exp10,default_choice_se081_m08,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se081_m08.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se081_m08.aig,1,1,1,3702,16,59232,3.044,current best shape with sign_exp 081 default changed from 461c to mant 08 word 468b
ex202,ex202_bf16_exp10_default_se081_m10,bf16_exp10,default_choice_se081_m10,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se081_m10.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se081_m10.aig,1,1,1,3702,16,59232,3.125,current best shape with sign_exp 081 default changed from 461c to mant 10 word 46f7
ex202,ex202_bf16_exp10_default_se081_m20,bf16_exp10,default_choice_se081_m20,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se081_m20.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se081_m20.aig,1,1,1,3702,16,59232,3.139,current best shape with sign_exp 081 default changed from 461c to mant 20 word 47c3
ex202,ex202_bf16_exp10_default_se081_m30,bf16_exp10,default_choice_se081_m30,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se081_m30.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se081_m30.aig,1,1,1,3702,16,59232,3.134,current best shape with sign_exp 081 default changed from 461c to mant 30 word 489a
ex202,ex202_bf16_exp10_default_se081_m40,bf16_exp10,default_choice_se081_m40,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se081_m40.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se081_m40.aig,1,1,1,3702,16,59232,3.110,current best shape with sign_exp 081 default changed from 461c to mant 40 word 4974
ex202,ex202_bf16_exp10_default_se081_m50,bf16_exp10,default_choice_se081_m50,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se081_m50.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se081_m50.aig,1,1,1,3702,16,59232,3.207,current best shape with sign_exp 081 default changed from 461c to mant 50 word 4a41
ex202,ex202_bf16_exp10_default_se081_m60,bf16_exp10,default_choice_se081_m60,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se081_m60.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se081_m60.aig,1,1,1,3702,16,59232,3.117,current best shape with sign_exp 081 default changed from 461c to mant 60 word 4b19
ex202,ex202_bf16_exp10_default_se081_m70,bf16_exp10,default_choice_se081_m70,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se081_m70.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se081_m70.aig,1,1,1,3702,16,59232,3.158,current best shape with sign_exp 081 default changed from 461c to mant 70 word 4bf1
ex202,ex202_bf16_exp10_default_se081_m7f,bf16_exp10,default_choice_se081_m7f,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se081_m7f.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se081_m7f.aig,1,1,1,3702,16,59232,3.084,current best shape with sign_exp 081 default changed from 461c to mant 7f word 4cb1
ex202,ex202_bf16_exp10_default_se082_m01,bf16_exp10,default_choice_se082_m01,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se082_m01.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se082_m01.aig,1,1,1,3702,16,59232,3.063,current best shape with sign_exp 082 default changed from 4cbf to mant 01 word 4cdc
ex202,ex202_bf16_exp10_default_se082_m02,bf16_exp10,default_choice_se082_m02,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se082_m02.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se082_m02.aig,1,1,1,3702,16,59232,3.209,current best shape with sign_exp 082 default changed from 4cbf to mant 02 word 4cfe
