case,domain,agent_id,candidate_id,simulation_pass,log_path,notes
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_inc_mux_delta_pred_synth_preset_resyn2rs_area,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_inc_mux_delta_pred_synth_preset_compress2rs_area,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_default_raw,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_default_resyn2rs_area,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_default_compress2rs_area,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_extra_share_raw,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_extra_share_resyn2rs_area,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_extra_share_compress2rs_area,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_abc_g_aig_resyn2rs_area,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_abc_g_aig_compress2rs_area,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_synth_preset_resyn2rs_area,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_synth_preset_compress2rs_area,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_default_raw,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_default_resyn2rs_area,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_default_compress2rs_area,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_extra_share_raw,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_extra_share_resyn2rs_area,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_extra_share_compress2rs_area,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_abc_g_aig_resyn2rs_area,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_abc_g_aig_compress2rs_area,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_synth_preset_resyn2rs_area,not_run,,official evaluate.py used for final verification
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_synth_preset_compress2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_default_raw,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_default_resyn2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_default_compress2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_extra_share_raw,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_extra_share_resyn2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_extra_share_compress2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_abc_g_aig_resyn2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_abc_g_aig_compress2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_synth_preset_resyn2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_synth_preset_compress2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_default_raw,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_default_resyn2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_default_compress2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_extra_share_raw,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_extra_share_resyn2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_extra_share_compress2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_abc_g_aig_resyn2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_abc_g_aig_compress2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_synth_preset_resyn2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_synth_preset_compress2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_default_raw,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_default_resyn2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_default_compress2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_extra_share_raw,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_extra_share_resyn2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_extra_share_compress2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_abc_g_aig_resyn2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_abc_g_aig_compress2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_synth_preset_resyn2rs_area,not_run,,official evaluate.py used for final verification
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_synth_preset_compress2rs_area,not_run,,official evaluate.py used for final verification
