round,run_id,agent_id,case,domain,candidate_id,family,hypothesis,representation,sharing_strategy,shared_structure,synth_flow,method_signature,verilog_path,aig_path,log_path,evaluate_log,official_status,equivalent,simulation_pass,area,delay,adp,reference_adp,current_adp,frontend_best_adp,beats_frontend,beats_current,beats_reference,notes,shard_csv,variant,semantics,output_grouping,verified_truth,current_frontend_adp,beats_current_frontend,frontend_baseline_adp
,,sub-bf16-recip-power-r94,ex212,bf16,ex212_r94_bf16_square_hand_square_formula_mant_lut,,bf16_square,semantic square exponent-affine shell plus compact mantissa LUT,,BF16 special-case shell plus grouped output/source-level selected correction,,ex212|round94_frontend_structural_bf16|bf16_square|hand_square_formula_mant_lut|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/verilog/ex212_r94_bf16_square_hand_square_formula_mant_lut.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/official_eval/ex212_r94_bf16_square_hand_square_formula_mant_lut/ex212.aig,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/logs/ex212_r94_bf16_square_hand_square_formula_mant_lut.evaluate.py.log,,1,not_run,300,12,3600,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/aigs/ex212_r94_bf16_square_hand_square_formula_mant_lut.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/logs/ex212_r94_bf16_square_hand_square_formula_mant_lut.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/candidates.csv,,,,,,,
,,sub-bf16-recip-power-r94,ex212,bf16,ex212_r94_bf16_square_pos_same_fields_e4_m3,,bf16_square,sign-insensitive positive-domain field regrouping,,BF16 special-case shell plus grouped output/source-level selected correction,,ex212|round94_frontend_structural_bf16|bf16_square|pos_same_fields_e4_m3|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/verilog/ex212_r94_bf16_square_pos_same_fields_e4_m3.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/official_eval/ex212_r94_bf16_square_pos_same_fields_e4_m3/ex212.aig,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/logs/ex212_r94_bf16_square_pos_same_fields_e4_m3.evaluate.py.log,,1,not_run,476,13,6188,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/aigs/ex212_r94_bf16_square_pos_same_fields_e4_m3.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/logs/ex212_r94_bf16_square_pos_same_fields_e4_m3.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/candidates.csv,,,,,,,
,,sub-bf16-recip-power-r94,ex212,bf16,ex212_r94_bf16_square_delta_pair_mode_hilo3_bits_15_bh1,,bf16_square,delta-pair regrouping with explicit constant sign-bit repair,,BF16 special-case shell plus grouped output/source-level selected correction,,ex212|round94_frontend_structural_bf16|bf16_square|delta_pair_mode_hilo3_bits_15_bh1|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/verilog/ex212_r94_bf16_square_delta_pair_mode_hilo3_bits_15_bh1.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/official_eval/ex212_r94_bf16_square_delta_pair_mode_hilo3_bits_15_bh1/ex212.aig,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/logs/ex212_r94_bf16_square_delta_pair_mode_hilo3_bits_15_bh1.evaluate.py.log,,1,not_run,302,11,3322,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/aigs/ex212_r94_bf16_square_delta_pair_mode_hilo3_bits_15_bh1.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/logs/ex212_r94_bf16_square_delta_pair_mode_hilo3_bits_15_bh1.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/candidates.csv,,,,,,,
,,sub-bf16-recip-power-r94,ex213,bf16,ex213_r94_bf16_sqrt_sqrt_pos_nan_fields_e4_m3,,bf16_sqrt,sqrt positive-domain fields with canonical negative-NaN shell,,BF16 special-case shell plus grouped output/source-level selected correction,,ex213|round94_frontend_structural_bf16|bf16_sqrt|sqrt_pos_nan_fields_e4_m3|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/verilog/ex213_r94_bf16_sqrt_sqrt_pos_nan_fields_e4_m3.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/official_eval/ex213_r94_bf16_sqrt_sqrt_pos_nan_fields_e4_m3/ex213.aig,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/logs/ex213_r94_bf16_sqrt_sqrt_pos_nan_fields_e4_m3.evaluate.py.log,,1,not_run,372,13,4836,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/aigs/ex213_r94_bf16_sqrt_sqrt_pos_nan_fields_e4_m3.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/logs/ex213_r94_bf16_sqrt_sqrt_pos_nan_fields_e4_m3.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/candidates.csv,,,,,,,
,,sub-bf16-recip-power-r94,ex213,bf16,ex213_r94_bf16_sqrt_sep_fields_e4_m3_s3_bits_1_bh1,,bf16_sqrt,separate output-field recut with selected bit1 repair,,BF16 special-case shell plus grouped output/source-level selected correction,,ex213|round94_frontend_structural_bf16|bf16_sqrt|sep_fields_e4_m3_s3_bits_1_bh1|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/verilog/ex213_r94_bf16_sqrt_sep_fields_e4_m3_s3_bits_1_bh1.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/official_eval/ex213_r94_bf16_sqrt_sep_fields_e4_m3_s3_bits_1_bh1/ex213.aig,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/logs/ex213_r94_bf16_sqrt_sep_fields_e4_m3_s3_bits_1_bh1.evaluate.py.log,,1,not_run,346,11,3806,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/aigs/ex213_r94_bf16_sqrt_sep_fields_e4_m3_s3_bits_1_bh1.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/logs/ex213_r94_bf16_sqrt_sep_fields_e4_m3_s3_bits_1_bh1.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/candidates.csv,,,,,,,
,,sub-bf16-recip-power-r94,ex213,bf16,ex213_r94_bf16_sqrt_sep_fields_e2_m4_s3_bits_1_bh1,,bf16_sqrt,mantissa regrouped separate-fields bit1 repair,,BF16 special-case shell plus grouped output/source-level selected correction,,ex213|round94_frontend_structural_bf16|bf16_sqrt|sep_fields_e2_m4_s3_bits_1_bh1|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/verilog/ex213_r94_bf16_sqrt_sep_fields_e2_m4_s3_bits_1_bh1.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/official_eval/ex213_r94_bf16_sqrt_sep_fields_e2_m4_s3_bits_1_bh1/ex213.aig,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/logs/ex213_r94_bf16_sqrt_sep_fields_e2_m4_s3_bits_1_bh1.evaluate.py.log,,1,not_run,359,12,4308,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/aigs/ex213_r94_bf16_sqrt_sep_fields_e2_m4_s3_bits_1_bh1.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/logs/ex213_r94_bf16_sqrt_sep_fields_e2_m4_s3_bits_1_bh1.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/candidates.csv,,,,,,,
,,sub-bf16-recip-power-r94,ex214,bf16,ex214_r94_bf16_reciprocal_square_hand_recip_square_formula_mant_lut,,bf16_reciprocal_square,semantic reciprocal-square exponent-affine shell plus mantissa LUT,,BF16 special-case shell plus grouped output/source-level selected correction,,ex214|round94_frontend_structural_bf16|bf16_reciprocal_square|hand_recip_square_formula_mant_lut|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/verilog/ex214_r94_bf16_reciprocal_square_hand_recip_square_formula_mant_lut.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/official_eval/ex214_r94_bf16_reciprocal_square_hand_recip_square_formula_mant_lut/ex214.aig,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/logs/ex214_r94_bf16_reciprocal_square_hand_recip_square_formula_mant_lut.evaluate.py.log,,1,not_run,358,18,6444,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/aigs/ex214_r94_bf16_reciprocal_square_hand_recip_square_formula_mant_lut.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/logs/ex214_r94_bf16_reciprocal_square_hand_recip_square_formula_mant_lut.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/candidates.csv,,,,,,,
,,sub-bf16-recip-power-r94,ex214,bf16,ex214_r94_bf16_reciprocal_square_pos_same_fields_e4_m3,,bf16_reciprocal_square,sign-insensitive reciprocal-square field regrouping,,BF16 special-case shell plus grouped output/source-level selected correction,,ex214|round94_frontend_structural_bf16|bf16_reciprocal_square|pos_same_fields_e4_m3|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/verilog/ex214_r94_bf16_reciprocal_square_pos_same_fields_e4_m3.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/official_eval/ex214_r94_bf16_reciprocal_square_pos_same_fields_e4_m3/ex214.aig,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/logs/ex214_r94_bf16_reciprocal_square_pos_same_fields_e4_m3.evaluate.py.log,,1,not_run,646,12,7752,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/aigs/ex214_r94_bf16_reciprocal_square_pos_same_fields_e4_m3.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/logs/ex214_r94_bf16_reciprocal_square_pos_same_fields_e4_m3.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/candidates.csv,,,,,,,
,,sub-bf16-recip-power-r94,ex214,bf16,ex214_r94_bf16_reciprocal_square_delta_pair_mode_hilo3_bits_13_cmp,,bf16_reciprocal_square,delta-pair regrouping with compact selected bit13 comparator repair,,BF16 special-case shell plus grouped output/source-level selected correction,,ex214|round94_frontend_structural_bf16|bf16_reciprocal_square|delta_pair_mode_hilo3_bits_13_cmp|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/verilog/ex214_r94_bf16_reciprocal_square_delta_pair_mode_hilo3_bits_13_cmp.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/official_eval/ex214_r94_bf16_reciprocal_square_delta_pair_mode_hilo3_bits_13_cmp/ex214.aig,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/logs/ex214_r94_bf16_reciprocal_square_delta_pair_mode_hilo3_bits_13_cmp.evaluate.py.log,,1,not_run,368,11,4048,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/aigs/ex214_r94_bf16_reciprocal_square_delta_pair_mode_hilo3_bits_13_cmp.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/logs/ex214_r94_bf16_reciprocal_square_delta_pair_mode_hilo3_bits_13_cmp.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/candidates.csv,,,,,,,
,,sub-bf16-recip-power-r94,ex215,bf16,ex215_r94_bf16_reciprocal_sqrt_arith_semantic_fields,,bf16_reciprocal_sqrt,direct reciprocal-sqrt semantic exponent/mantissa fields,,BF16 special-case shell plus grouped output/source-level selected correction,,ex215|round94_frontend_structural_bf16|bf16_reciprocal_sqrt|arith_semantic_fields|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/verilog/ex215_r94_bf16_reciprocal_sqrt_arith_semantic_fields.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/official_eval/ex215_r94_bf16_reciprocal_sqrt_arith_semantic_fields/ex215.aig,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/logs/ex215_r94_bf16_reciprocal_sqrt_arith_semantic_fields.evaluate.py.log,,1,not_run,408,13,5304,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/aigs/ex215_r94_bf16_reciprocal_sqrt_arith_semantic_fields.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/logs/ex215_r94_bf16_reciprocal_sqrt_arith_semantic_fields.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/candidates.csv,,,,,,,
,,sub-bf16-recip-power-r94,ex215,bf16,ex215_r94_bf16_reciprocal_sqrt_sep_fields_e4_m3_s3_bits_9_bh1,,bf16_reciprocal_sqrt,separate-field recut with selected bit9 repair,,BF16 special-case shell plus grouped output/source-level selected correction,,ex215|round94_frontend_structural_bf16|bf16_reciprocal_sqrt|sep_fields_e4_m3_s3_bits_9_bh1|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/verilog/ex215_r94_bf16_reciprocal_sqrt_sep_fields_e4_m3_s3_bits_9_bh1.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/official_eval/ex215_r94_bf16_reciprocal_sqrt_sep_fields_e4_m3_s3_bits_9_bh1/ex215.aig,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/logs/ex215_r94_bf16_reciprocal_sqrt_sep_fields_e4_m3_s3_bits_9_bh1.evaluate.py.log,,1,not_run,963,15,14445,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/aigs/ex215_r94_bf16_reciprocal_sqrt_sep_fields_e4_m3_s3_bits_9_bh1.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/logs/ex215_r94_bf16_reciprocal_sqrt_sep_fields_e4_m3_s3_bits_9_bh1.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/candidates.csv,,,,,,,
,,sub-bf16-recip-power-r94,ex215,bf16,ex215_r94_bf16_reciprocal_sqrt_delta_pair_mode_hilo4_bits_9_bh1,,bf16_reciprocal_sqrt,hi4 delta-pair regrouping with selected bit9 repair,,BF16 special-case shell plus grouped output/source-level selected correction,,ex215|round94_frontend_structural_bf16|bf16_reciprocal_sqrt|delta_pair_mode_hilo4_bits_9_bh1|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/verilog/ex215_r94_bf16_reciprocal_sqrt_delta_pair_mode_hilo4_bits_9_bh1.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/official_eval/ex215_r94_bf16_reciprocal_sqrt_delta_pair_mode_hilo4_bits_9_bh1/ex215.aig,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/logs/ex215_r94_bf16_reciprocal_sqrt_delta_pair_mode_hilo4_bits_9_bh1.evaluate.py.log,,1,not_run,392,13,5096,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/aigs/ex215_r94_bf16_reciprocal_sqrt_delta_pair_mode_hilo4_bits_9_bh1.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/logs/ex215_r94_bf16_reciprocal_sqrt_delta_pair_mode_hilo4_bits_9_bh1.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/candidates.csv,,,,,,,
,,sub-bf16-recip-power-r94,ex216,bf16,ex216_r94_bf16_cube_hand_cube_guard_lut_normal_first,,bf16_cube,guarded cube exponent-affine shell with mantissa LUT,,BF16 special-case shell plus grouped output/source-level selected correction,,ex216|round94_frontend_structural_bf16|bf16_cube|hand_cube_guard_lut_normal_first|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/verilog/ex216_r94_bf16_cube_hand_cube_guard_lut_normal_first.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/official_eval/ex216_r94_bf16_cube_hand_cube_guard_lut_normal_first/ex216.aig,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/logs/ex216_r94_bf16_cube_hand_cube_guard_lut_normal_first.evaluate.py.log,,1,not_run,437,17,7429,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/aigs/ex216_r94_bf16_cube_hand_cube_guard_lut_normal_first.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/logs/ex216_r94_bf16_cube_hand_cube_guard_lut_normal_first.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/candidates.csv,,,,,,,
,,sub-bf16-recip-power-r94,ex216,bf16,ex216_r94_bf16_cube_aggr_semantic_exp_delta_fields_cube_bit14_boundary,,bf16_cube,semantic exp-delta fields with hand bit14 boundary,,BF16 special-case shell plus grouped output/source-level selected correction,,ex216|round94_frontend_structural_bf16|bf16_cube|aggr_semantic_exp_delta_fields_cube_bit14_boundary|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/verilog/ex216_r94_bf16_cube_aggr_semantic_exp_delta_fields_cube_bit14_boundary.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/official_eval/ex216_r94_bf16_cube_aggr_semantic_exp_delta_fields_cube_bit14_boundary/ex216.aig,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/logs/ex216_r94_bf16_cube_aggr_semantic_exp_delta_fields_cube_bit14_boundary.evaluate.py.log,,1,not_run,423,22,9306,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/aigs/ex216_r94_bf16_cube_aggr_semantic_exp_delta_fields_cube_bit14_boundary.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/logs/ex216_r94_bf16_cube_aggr_semantic_exp_delta_fields_cube_bit14_boundary.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/candidates.csv,,,,,,,
,,sub-bf16-recip-power-r94,ex216,bf16,ex216_r94_bf16_cube_delta_pair_mode_hilo4_cube_bit14_boundary,,bf16_cube,delta-pair source grouping with hand bit14 boundary,,BF16 special-case shell plus grouped output/source-level selected correction,,ex216|round94_frontend_structural_bf16|bf16_cube|delta_pair_mode_hilo4_cube_bit14_boundary|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/verilog/ex216_r94_bf16_cube_delta_pair_mode_hilo4_cube_bit14_boundary.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/official_eval/ex216_r94_bf16_cube_delta_pair_mode_hilo4_cube_bit14_boundary/ex216.aig,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/logs/ex216_r94_bf16_cube_delta_pair_mode_hilo4_cube_bit14_boundary.evaluate.py.log,,1,not_run,482,13,6266,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/aigs/ex216_r94_bf16_cube_delta_pair_mode_hilo4_cube_bit14_boundary.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/logs/ex216_r94_bf16_cube_delta_pair_mode_hilo4_cube_bit14_boundary.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/candidates.csv,,,,,,,
,,sub-bf16-recip-power-r94,ex217,bf16,ex217_r94_bf16_cbrt_aggr_semantic_exp_delta_fields_mod3_bit0,,bf16_cbrt,semantic exp-delta fields plus explicit exp-mod3 bit0 repair,,BF16 special-case shell plus grouped output/source-level selected correction,,ex217|round94_frontend_structural_bf16|bf16_cbrt|aggr_semantic_exp_delta_fields_mod3_bit0|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/verilog/ex217_r94_bf16_cbrt_aggr_semantic_exp_delta_fields_mod3_bit0.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/official_eval/ex217_r94_bf16_cbrt_aggr_semantic_exp_delta_fields_mod3_bit0/ex217.aig,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/logs/ex217_r94_bf16_cbrt_aggr_semantic_exp_delta_fields_mod3_bit0.evaluate.py.log,,1,not_run,1128,26,29328,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/aigs/ex217_r94_bf16_cbrt_aggr_semantic_exp_delta_fields_mod3_bit0.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/logs/ex217_r94_bf16_cbrt_aggr_semantic_exp_delta_fields_mod3_bit0.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/candidates.csv,,,,,,,
