agent_id,case,domain,frontend_best_adp,frontend_best_area,frontend_best_delay,reference_adp,ratio_to_reference,candidate_id,method_signature,verilog_path,aig_path,evaluate_log
arith-unary-r2,ex218,bf16,5941,457,13,3222,1.843886,ex218_field_selector_abc_g_aig,ex218|bf16_reciprocal_cube_existing_seed_field_selector|legacy_value_case_field_selector|decoded_sign_exp_mant_selector|yosys_abc_g_aig|DAZ_reciprocal_cube_BF16_RNE_FTZ|full_word_value_case,student/work/ex200_ex299_frontend_refgap_round19_20260612_2346/fpbf-existing-r19/ex218/verilog/ex218_bf16_reciprocal_cube_field_selector_abcgaig_r19.v,student/work/ex200_ex299_frontend_refgap_round19_20260612_2346/fpbf-existing-r19/ex218/official_eval/ex218_field_selector_abc_g_aig/ex218.aig,student/work/ex200_ex299_frontend_refgap_round19_20260612_2346/fpbf-existing-r19/ex218/logs/ex218_field_selector_abc_g_aig.evaluate.py.log
arith-unary-r2,ex223,fp16,203395,10705,19,120549,1.687239,ex223_r86_truthroot_bit11_abc_g_aig,ex223|fp16_log_truthroot_bit11_positive_normal_root|sign_exp_mantissa_run_root_for_bit11_over_frontend_best|single_exact_low_high_boundary_root|yosys_abc_g_aig|abc_xf_official_evaluate|not_r84_highword_not_r85_outputcluster,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp16-int-root-r86/ex223/verilog/ex223_r86_truthroot_bit11.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp16-int-root-r86/ex223/aigs/ex223_r86_truthroot_bit11_abc_g_aig.aig,student/runs/fp16/frontend_truthroot_parallel_round86_20260613_2221/sub-fp16-int-root-r86/ex223/official_eval/ex223_r86_truthroot_bit11_abc_g_aig/ex223_r86_truthroot_bit11_abc_g_aig.evaluate.py.log
arith-unary-r2,ex225,fp16,218595,11505,19,116676,1.873522,ex225_r79_split_hi3_keep_highrun_abc_g_aig,ex225|fp16_log10_round79_frontend_best_output_boundary|frontend_best_source_bit13_boundary_keep_highrun|adjacent_bit13_output_split_with_keep_only_on_high-run_output_regs|yosys_abc_g_aig|abc_xf_official_evaluate|not_backend_not_post_aig_not_r77_decode_keep,student/work/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex225/verilog/ex225_r79_split_hi3_keep_highrun.v,student/work/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex225/aigs/ex225_r79_split_hi3_keep_highrun_abc_g_aig.aig,student/runs/fp16/frontend_source_parallel_round79_20260613_1838/sub-fp16-source-r79/ex225/official_eval/ex225_r79_split_hi3_keep_highrun_abc_g_aig/ex225_r79_split_hi3_keep_highrun_abc_g_aig.evaluate.py.log
arith-unary-r2,ex260,integer,1104,92,12,657,1.680365,ex260_smul_bw4_center_rhcla2_abc_g_aig,ex260|signed_multiplier_compressor_sharing|Baugh_Wooley_four_input_counter_columns_with_center_order_and_reverse_hCLA2_merge|signed_partial_products_compressed_by_wider_counters_before_a_short_high_carry_merge|abc_g_aig|signed_low4_high4_multiply|full_product_word,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex260/verilog/ex260_smul_bw4_center_rhcla2.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex260/aigs/ex260_smul_bw4_center_rhcla2_abc_g_aig.aig,student/runs/integer/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex260/official_eval/ex260_smul_bw4_center_rhcla2_abc_g_aig/ex260_smul_bw4_center_rhcla2_abc_g_aig.evaluate.py.log
arith-unary-r2,ex266,integer,1480,148,10,848,1.745283,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d18,ex266|frontend|frontend_udiv_best_wordmux_flow,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux.v,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d18.aig,
arith-unary-r2,ex273,integer,26301,797,33,15078,1.744329,ex273_square_hybrid_bddtop4_wreduce_abc_g_aig,ex273|frontend|frontend_square_block4_decomp,student/work/ex273_ex274_frontend_square_block4_decomp_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_block4_decomp_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop4_wreduce_abc_g_aig.aig,
arith-unary-r2,ex274,integer,41370,985,42,21630,1.912621,ex274_square_hybrid_bddtop2_trunc_synth_preset_d16,ex274|frontend|frontend_square_best_delaytarget,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/verilog/ex274_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_best_delaytarget_20260609_1345/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_synth_preset_d16.aig,
arith-unary-r2,ex276,integer,1010,101,10,632,1.598101,ex276_isqrt_prefix4_ge_bitwise_synth_preset,ex276|frontend|frontend_isqrt_newbest_gateflow,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_newbest_gateflow_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset.aig,
bf16-extra-r2,ex200,bf16,54405,3627,15,40052,1.358359,ex200_bf16_sparse_residual_hilo3_abc_g_aig,ex200|bf16_exp_sparse_residual_compression|sparse_signexp_hilo3_residual_defaults|shared_sign_exp_decode_per_hi_sparse_residual|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_sparse_signexp_hilo,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex200/verilog/ex200_bf16_sparse_residual_hilo3.v,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex200/aigs/ex200_bf16_sparse_residual_hilo3_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent/ex200/official_eval/ex200_bf16_sparse_residual_hilo3_abc_g_aig.evaluate.py.log
bf16-extra-r2,ex201,bf16,23058,1647,14,16300,1.414601,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,ex201|frontend|current,student/seeds/bf16/ex200_ex219_current/ex201/verilog/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.v,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,
bf16-extra-r2,ex214,bf16,3564,324,11,2424,1.470297,ex214_r96_bf16_recip_square_bit13_exp_formula_abc_g_aig,ex214|round96_bf16_smallgap_source_flow|bf16_reciprocal_square_bit13_formula|sign-independent exponent range formula for bit13|source_to_aig_frontend_only|abc_read_truth_xf,student/work/frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96/ex214/verilog/ex214_r96_bf16_recip_square_bit13_exp_formula_abc_g_aig.v,student/work/frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96/ex214/official_eval/ex214_r96_bf16_recip_square_bit13_exp_formula_abc_g_aig/ex214.aig,student/work/frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96/ex214/logs/ex214_r96_bf16_recip_square_bit13_exp_formula_abc_g_aig.evaluate.py.log
bf16-extra-r2,ex215,bf16,4680,390,12,3150,1.485714,ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2_caseattrs_fix12,ex215|frontend|current,student/seeds/bf16/ex200_ex219_current/ex215/verilog/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2_caseattrs_fix12.v,student/seeds/bf16/ex200_ex219_current/ex215/aigs/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2_caseattrs_fix12.aig,
bf16-extra-r2,ex216,bf16,5772,444,13,3357,1.719392,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_fix13,ex216|frontend|current,student/seeds/bf16/ex200_ex219_current/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_fix13.v,student/seeds/bf16/ex200_ex219_current/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_fix13.aig,
bf16-extra-r2,ex219,bf16,9212,658,14,5640,1.633333,ex219_r94_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_cmp,ex219|round94_frontend_structural_bf16|bf16_reciprocal_cbrt|delta_pair_mant64_hilo3_bits_6_cmp|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/verilog/ex219_r94_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_cmp.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/official_eval/ex219_r94_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_cmp/ex219.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/logs/ex219_r94_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_cmp.evaluate.py.log
fp16-extra-r2,ex221,fp16,153428,6974,22,105655,1.452160,ex221_fp16_exp2_exp_mant_pair_case,ex221|frontend|frontend_fp16_semantic,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex221/verilog/ex221_fp16_exp2_exp_mant_pair_case.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex221/aigs/ex221_fp16_exp2_exp_mant_pair_case.aig,
fp16-extra-r2,ex224,fp16,93072,5817,16,64708,1.438338,ex224_expbase_xor_low12_hi6_synth_preset_aig,ex224|fp16_log2|expbase_xor_nested_recut|expbase_xor_low12_hi6|shared_sign-exp_base_high_word_plus_exact_XOR_corrections_and_nested_low_LUT|synth_preset_aig|abc_xf_official_evaluate,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/fp16-r2-agent/ex224/verilog/ex224_r2_expbase_xor_low12_hi6.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/fp16-r2-agent/ex224/aigs/ex224_expbase_xor_low12_hi6_synth_preset_aig.aig,student/runs/fp16/ex223_ex299_frontend_parallel_deep_20260614_0943/fp16-r2-agent/ex224/official_eval/ex224_expbase_xor_low12_hi6_synth_preset_aig/ex224_expbase_xor_low12_hi6_synth_preset_aig.evaluate.py.log
fp16-extra-r2,ex229,fp16,83748,3988,21,57968,1.444728,ex229_fp16_tanh_exp_mant_pair_case,ex229|frontend|semantic_20260604,student/work/reverse_fp16_semantic_20260604_1522/ex229/verilog/ex229_fp16_tanh_exp_mant_pair_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex229/aigs/ex229_fp16_tanh_exp_mant_pair_case.aig,
fp16-extra-r2,ex234,fp16,22967,1351,17,15561,1.475933,ex234_abc_g_aig_abc_g_aig,ex234|frontend|frontend_fp16_power_nested_synthflow,student/work/ex231_ex233_ex234_frontend_fp16_power_nested_20260607_2027/ex234/verilog/ex234_nested_bits9_8_hi5.v,student/work/ex231_ex233_ex234_frontend_fp16_power_nested_synthflow_20260607_2027/ex234/aigs/ex234_abc_g_aig_abc_g_aig.aig,
fp16-extra-r2,ex236,fp16,24496,1531,16,17290,1.416773,ex236_sign_only_synth_preset,ex236|frontend|frontend_fp16_final_current,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_fixed_20260608_0852/ex236/verilog/ex236_sign_only.v,student/work/ex235_ex239_frontend_fp16_combined_best_all_synthflows_20260608_0935/ex236/aigs/ex236_sign_only_synth_preset.aig,
integer-extra-r2,ex256,integer,2844,158,18,1911,1.488226,ex256_current_frontend_replay_post_dch,ex256|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|CSA_AND-row_CLA_replay_from_current_frontend_best|existing_shared_partial_products_and_CLA_final_carry|post_dch|unsigned_low5_high5_multiply|full_product_word,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/verilog/ex256_current_frontend_replay.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/aigs/ex256_current_frontend_replay_post_dch.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/logs/ex256_current_frontend_replay_post_dch.evaluate.log
integer-extra-r2,ex261,integer,2952,164,18,2041,1.446350,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig,ex261|frontend|frontend_smul_baugh_rows_smoke,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex261_ex264_frontend_smul_baugh_rows_smoke_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,
integer-extra-r2,ex265,integer,504,63,8,322,1.565217,ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset,ex265|frontend|frontend_udiv_cofactor_transfer,student/work/ex265_ex267_frontend_udiv_cofactor_transfer_20260609_1222/ex265/verilog/ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux.v,student/work/ex265_ex267_frontend_udiv_cofactor_transfer_20260609_1222/ex265/aigs/ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset.aig,
integer-extra-r2,ex267,integer,4080,340,12,2651,1.539042,ex267_udiv_hybrid_top2_deep_abc_g_aig,ex267|frontend|frontend_udiv_hybrid_top2_flow,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/verilog/ex267_udiv_hybrid_top2_deep.v,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/aigs/ex267_udiv_hybrid_top2_deep_abc_g_aig.aig,
integer-extra-r2,ex270,integer,3230,190,17,2076,1.555877,ex270_current_frontend_replay_post_dch,ex270|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|triangular_square_Wallace_csel5_replay_from_current_frontend_best|existing_shared_cross_terms_and_square_compressor_rows|post_dch|unsigned_square_x*x|full_square_word,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/verilog/ex270_current_frontend_replay.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/aigs/ex270_current_frontend_replay_post_dch.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/logs/ex270_current_frontend_replay_post_dch.evaluate.log
integer-extra-r2,ex271,integer,8275,331,25,5542,1.493143,ex271_square_wallace_square_outside_csel4_synth_preset,ex271|frontend|square_fullcase,student/work/ex270_ex271_square_fullcase_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel4.v,student/work/ex270_ex271_square_fullcase_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel4_synth_preset.aig,
