case,domain,agent_id,candidate_id,hypothesis,representation,shared_structure,method_signature,verilog_path,aig_path,equivalent,simulation_pass,area,delay,adp,evaluate_log,notes
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_compare_decode_abc_g_aig_raw,FP8 source predicate/table restructuring,ex240_field_compare_decode + abc_g_aig + raw,field-level magnitude compare and decoded field mux for add paths,ex240|fp8_source_restructure|ex240_field_compare_decode|field_level_magnitude_compare_and_decoded_field_mux_for_add_paths|abc_g_aig|raw|official_evaluate|full_word,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_compare_decode/verilog/ex240_field_compare_decode.v,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_compare_decode/aigs/ex240_ex240_field_compare_decode_abc_g_aig_raw.aig,1,not_run,630,47,29610,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_compare_decode/logs/ex240_ex240_field_compare_decode_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_compare_decode/logs/ex240_field_compare_decode_abc_g_aig.yosys.log; abc_log=student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_compare_decode/logs/ex240_ex240_field_compare_decode_abc_g_aig_raw.abc.log; synth_sec=0.507; abc_sec=0.000; eval_sec=0.842
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_compare_decode_synth_preset_raw,FP8 source predicate/table restructuring,ex240_field_compare_decode + synth_preset + raw,field-level magnitude compare and decoded field mux for add paths,ex240|fp8_source_restructure|ex240_field_compare_decode|field_level_magnitude_compare_and_decoded_field_mux_for_add_paths|synth_preset|raw|official_evaluate|full_word,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_compare_decode/verilog/ex240_field_compare_decode.v,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_compare_decode/aigs/ex240_ex240_field_compare_decode_synth_preset_raw.aig,1,not_run,622,45,27990,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_compare_decode/logs/ex240_ex240_field_compare_decode_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_compare_decode/logs/ex240_field_compare_decode_synth_preset.yosys.log; abc_log=student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_compare_decode/logs/ex240_ex240_field_compare_decode_synth_preset_raw.abc.log; synth_sec=0.603; abc_sec=0.000; eval_sec=0.837
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_same_gapcase_default_raw,FP8 source predicate/table restructuring,ex240_field_same_gapcase + default + raw,field-level decode with same-sign gap-case constant alignment,ex240|fp8_source_restructure|ex240_field_same_gapcase|field_level_decode_with_same_sign_gap_case_constant_alignment|default|raw|official_evaluate|full_word,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_same_gapcase/verilog/ex240_field_same_gapcase.v,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_same_gapcase/aigs/ex240_ex240_field_same_gapcase_default_raw.aig,1,not_run,641,45,28845,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_same_gapcase/logs/ex240_ex240_field_same_gapcase_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_same_gapcase/logs/ex240_field_same_gapcase_default.yosys.log; abc_log=student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_same_gapcase/logs/ex240_ex240_field_same_gapcase_default_raw.abc.log; synth_sec=0.502; abc_sec=0.000; eval_sec=0.842
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_same_gapcase_extra_share_raw,FP8 source predicate/table restructuring,ex240_field_same_gapcase + extra_share + raw,field-level decode with same-sign gap-case constant alignment,ex240|fp8_source_restructure|ex240_field_same_gapcase|field_level_decode_with_same_sign_gap_case_constant_alignment|extra_share|raw|official_evaluate|full_word,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_same_gapcase/verilog/ex240_field_same_gapcase.v,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_same_gapcase/aigs/ex240_ex240_field_same_gapcase_extra_share_raw.aig,1,not_run,635,46,29210,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_same_gapcase/logs/ex240_ex240_field_same_gapcase_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_same_gapcase/logs/ex240_field_same_gapcase_extra_share.yosys.log; abc_log=student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_same_gapcase/logs/ex240_ex240_field_same_gapcase_extra_share_raw.abc.log; synth_sec=0.486; abc_sec=0.000; eval_sec=0.833
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_same_gapcase_abc_g_aig_raw,FP8 source predicate/table restructuring,ex240_field_same_gapcase + abc_g_aig + raw,field-level decode with same-sign gap-case constant alignment,ex240|fp8_source_restructure|ex240_field_same_gapcase|field_level_decode_with_same_sign_gap_case_constant_alignment|abc_g_aig|raw|official_evaluate|full_word,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_same_gapcase/verilog/ex240_field_same_gapcase.v,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_same_gapcase/aigs/ex240_ex240_field_same_gapcase_abc_g_aig_raw.aig,1,not_run,626,45,28170,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_same_gapcase/logs/ex240_ex240_field_same_gapcase_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_same_gapcase/logs/ex240_field_same_gapcase_abc_g_aig.yosys.log; abc_log=student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_same_gapcase/logs/ex240_ex240_field_same_gapcase_abc_g_aig_raw.abc.log; synth_sec=0.502; abc_sec=0.000; eval_sec=0.834
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_same_gapcase_synth_preset_raw,FP8 source predicate/table restructuring,ex240_field_same_gapcase + synth_preset + raw,field-level decode with same-sign gap-case constant alignment,ex240|fp8_source_restructure|ex240_field_same_gapcase|field_level_decode_with_same_sign_gap_case_constant_alignment|synth_preset|raw|official_evaluate|full_word,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_same_gapcase/verilog/ex240_field_same_gapcase.v,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_same_gapcase/aigs/ex240_ex240_field_same_gapcase_synth_preset_raw.aig,1,not_run,593,46,27278,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_same_gapcase/logs/ex240_ex240_field_same_gapcase_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_same_gapcase/logs/ex240_field_same_gapcase_synth_preset.yosys.log; abc_log=student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_same_gapcase/logs/ex240_ex240_field_same_gapcase_synth_preset_raw.abc.log; synth_sec=0.625; abc_sec=0.000; eval_sec=0.823
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_diff_gapcase_default_raw,FP8 source predicate/table restructuring,ex240_field_diff_gapcase + default + raw,field-level decode with diff-sign gap-case constant alignment,ex240|fp8_source_restructure|ex240_field_diff_gapcase|field_level_decode_with_diff_sign_gap_case_constant_alignment|default|raw|official_evaluate|full_word,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_diff_gapcase/verilog/ex240_field_diff_gapcase.v,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_diff_gapcase/aigs/ex240_ex240_field_diff_gapcase_default_raw.aig,1,not_run,697,41,28577,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_diff_gapcase/logs/ex240_ex240_field_diff_gapcase_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_diff_gapcase/logs/ex240_field_diff_gapcase_default.yosys.log; abc_log=student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_diff_gapcase/logs/ex240_ex240_field_diff_gapcase_default_raw.abc.log; synth_sec=0.531; abc_sec=0.000; eval_sec=0.821
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_diff_gapcase_extra_share_raw,FP8 source predicate/table restructuring,ex240_field_diff_gapcase + extra_share + raw,field-level decode with diff-sign gap-case constant alignment,ex240|fp8_source_restructure|ex240_field_diff_gapcase|field_level_decode_with_diff_sign_gap_case_constant_alignment|extra_share|raw|official_evaluate|full_word,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_diff_gapcase/verilog/ex240_field_diff_gapcase.v,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_diff_gapcase/aigs/ex240_ex240_field_diff_gapcase_extra_share_raw.aig,1,not_run,708,42,29736,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_diff_gapcase/logs/ex240_ex240_field_diff_gapcase_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_diff_gapcase/logs/ex240_field_diff_gapcase_extra_share.yosys.log; abc_log=student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_diff_gapcase/logs/ex240_ex240_field_diff_gapcase_extra_share_raw.abc.log; synth_sec=0.517; abc_sec=0.000; eval_sec=0.823
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_diff_gapcase_abc_g_aig_raw,FP8 source predicate/table restructuring,ex240_field_diff_gapcase + abc_g_aig + raw,field-level decode with diff-sign gap-case constant alignment,ex240|fp8_source_restructure|ex240_field_diff_gapcase|field_level_decode_with_diff_sign_gap_case_constant_alignment|abc_g_aig|raw|official_evaluate|full_word,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_diff_gapcase/verilog/ex240_field_diff_gapcase.v,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_diff_gapcase/aigs/ex240_ex240_field_diff_gapcase_abc_g_aig_raw.aig,1,not_run,682,41,27962,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_diff_gapcase/logs/ex240_ex240_field_diff_gapcase_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_diff_gapcase/logs/ex240_field_diff_gapcase_abc_g_aig.yosys.log; abc_log=student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_diff_gapcase/logs/ex240_ex240_field_diff_gapcase_abc_g_aig_raw.abc.log; synth_sec=0.538; abc_sec=0.000; eval_sec=0.828
ex240,float_fp8,local-ex240-source-r56,ex240_ex240_field_diff_gapcase_synth_preset_raw,FP8 source predicate/table restructuring,ex240_field_diff_gapcase + synth_preset + raw,field-level decode with diff-sign gap-case constant alignment,ex240|fp8_source_restructure|ex240_field_diff_gapcase|field_level_decode_with_diff_sign_gap_case_constant_alignment|synth_preset|raw|official_evaluate|full_word,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_diff_gapcase/verilog/ex240_field_diff_gapcase.v,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_diff_gapcase/aigs/ex240_ex240_field_diff_gapcase_synth_preset_raw.aig,1,not_run,685,45,30825,student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_diff_gapcase/logs/ex240_ex240_field_diff_gapcase_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_diff_gapcase/logs/ex240_field_diff_gapcase_synth_preset.yosys.log; abc_log=student/work/ex240_frontend_source_only_round56_20260613_1040/local-ex240-source-r56/ex240/ex240_field_diff_gapcase/logs/ex240_ex240_field_diff_gapcase_synth_preset_raw.abc.log; synth_sec=0.675; abc_sec=0.000; eval_sec=0.824
