case,agent_id,candidate_id,method_signature,hypothesis,representation,shared_structure,synth_flow,verilog_path,aig_path,evaluate_log,equivalent,area,delay,adp,beats_frontend_best,beats_reference,notes,domain,simulation_pass,shard_csv
ex244,sub-fp8-hypot-classifier-r65,ex244_ex244_r65_delta_bit_cubes_default_raw,ex244|fp8_source_restructure|ex244_r65_delta_bit_cubes|reachable_state_per_delta_bit_cube_classifiers_over_max_eff_gap_max_sig_min_sig_with_shared_saturation_shell|default|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex244_r65_delta_bit_cubes + default + raw,reachable-state per-delta-bit cube classifiers over max_eff/gap/max_sig/min_sig with shared saturation shell,,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_delta_bit_cubes/verilog/ex244_r65_delta_bit_cubes.v,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_delta_bit_cubes/aigs/ex244_ex244_r65_delta_bit_cubes_default_raw.aig,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_delta_bit_cubes/logs/ex244_ex244_r65_delta_bit_cubes_default_raw.evaluate.py.log,1,858,39,33462,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_delta_bit_cubes/logs/ex244_r65_delta_bit_cubes_default.yosys.log; abc_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_delta_bit_cubes/logs/ex244_ex244_r65_delta_bit_cubes_default_raw.abc.log; synth_sec=1.537; abc_sec=0.000; eval_sec=0.485,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round65_20260613_1029/agent_shards/sub-fp8-hypot-classifier-r65/candidates.csv
ex244,sub-fp8-hypot-classifier-r65,ex244_ex244_r65_delta_bit_cubes_extra_share_raw,ex244|fp8_source_restructure|ex244_r65_delta_bit_cubes|reachable_state_per_delta_bit_cube_classifiers_over_max_eff_gap_max_sig_min_sig_with_shared_saturation_shell|extra_share|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex244_r65_delta_bit_cubes + extra_share + raw,reachable-state per-delta-bit cube classifiers over max_eff/gap/max_sig/min_sig with shared saturation shell,,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_delta_bit_cubes/verilog/ex244_r65_delta_bit_cubes.v,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_delta_bit_cubes/aigs/ex244_ex244_r65_delta_bit_cubes_extra_share_raw.aig,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_delta_bit_cubes/logs/ex244_ex244_r65_delta_bit_cubes_extra_share_raw.evaluate.py.log,1,824,38,31312,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_delta_bit_cubes/logs/ex244_r65_delta_bit_cubes_extra_share.yosys.log; abc_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_delta_bit_cubes/logs/ex244_ex244_r65_delta_bit_cubes_extra_share_raw.abc.log; synth_sec=1.506; abc_sec=0.000; eval_sec=0.518,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round65_20260613_1029/agent_shards/sub-fp8-hypot-classifier-r65/candidates.csv
ex244,sub-fp8-hypot-classifier-r65,ex244_ex244_r65_delta_bit_cubes_abc_g_aig_raw,ex244|fp8_source_restructure|ex244_r65_delta_bit_cubes|reachable_state_per_delta_bit_cube_classifiers_over_max_eff_gap_max_sig_min_sig_with_shared_saturation_shell|abc_g_aig|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex244_r65_delta_bit_cubes + abc_g_aig + raw,reachable-state per-delta-bit cube classifiers over max_eff/gap/max_sig/min_sig with shared saturation shell,,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_delta_bit_cubes/verilog/ex244_r65_delta_bit_cubes.v,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_delta_bit_cubes/aigs/ex244_ex244_r65_delta_bit_cubes_abc_g_aig_raw.aig,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_delta_bit_cubes/logs/ex244_ex244_r65_delta_bit_cubes_abc_g_aig_raw.evaluate.py.log,1,836,39,32604,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_delta_bit_cubes/logs/ex244_r65_delta_bit_cubes_abc_g_aig.yosys.log; abc_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_delta_bit_cubes/logs/ex244_ex244_r65_delta_bit_cubes_abc_g_aig_raw.abc.log; synth_sec=1.530; abc_sec=0.000; eval_sec=0.498,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round65_20260613_1029/agent_shards/sub-fp8-hypot-classifier-r65/candidates.csv
ex244,sub-fp8-hypot-classifier-r65,ex244_ex244_r65_delta_bit_cubes_synth_preset_raw,ex244|fp8_source_restructure|ex244_r65_delta_bit_cubes|reachable_state_per_delta_bit_cube_classifiers_over_max_eff_gap_max_sig_min_sig_with_shared_saturation_shell|synth_preset|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex244_r65_delta_bit_cubes + synth_preset + raw,reachable-state per-delta-bit cube classifiers over max_eff/gap/max_sig/min_sig with shared saturation shell,,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_delta_bit_cubes/verilog/ex244_r65_delta_bit_cubes.v,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_delta_bit_cubes/aigs/ex244_ex244_r65_delta_bit_cubes_synth_preset_raw.aig,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_delta_bit_cubes/logs/ex244_ex244_r65_delta_bit_cubes_synth_preset_raw.evaluate.py.log,1,718,37,26566,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_delta_bit_cubes/logs/ex244_r65_delta_bit_cubes_synth_preset.yosys.log; abc_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_delta_bit_cubes/logs/ex244_ex244_r65_delta_bit_cubes_synth_preset_raw.abc.log; synth_sec=1.913; abc_sec=0.000; eval_sec=0.512,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round65_20260613_1029/agent_shards/sub-fp8-hypot-classifier-r65/candidates.csv
ex244,sub-fp8-hypot-classifier-r65,ex244_ex244_r65_class_case_increment_default_raw,ex244|fp8_source_restructure|ex244_r65_class_case_increment|exact_reachable_class_case_with_constant_increment_saturation_tail_instead_of_bdd_replay|default|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex244_r65_class_case_increment + default + raw,exact reachable class case with constant increment/saturation tail instead of BDD replay,,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_class_case_increment/verilog/ex244_r65_class_case_increment.v,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_class_case_increment/aigs/ex244_ex244_r65_class_case_increment_default_raw.aig,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_class_case_increment/logs/ex244_ex244_r65_class_case_increment_default_raw.evaluate.py.log,1,553,34,18802,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_class_case_increment/logs/ex244_r65_class_case_increment_default.yosys.log; abc_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_class_case_increment/logs/ex244_ex244_r65_class_case_increment_default_raw.abc.log; synth_sec=1.319; abc_sec=0.000; eval_sec=0.482,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round65_20260613_1029/agent_shards/sub-fp8-hypot-classifier-r65/candidates.csv
ex244,sub-fp8-hypot-classifier-r65,ex244_ex244_r65_class_case_increment_extra_share_raw,ex244|fp8_source_restructure|ex244_r65_class_case_increment|exact_reachable_class_case_with_constant_increment_saturation_tail_instead_of_bdd_replay|extra_share|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex244_r65_class_case_increment + extra_share + raw,exact reachable class case with constant increment/saturation tail instead of BDD replay,,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_class_case_increment/verilog/ex244_r65_class_case_increment.v,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_class_case_increment/aigs/ex244_ex244_r65_class_case_increment_extra_share_raw.aig,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_class_case_increment/logs/ex244_ex244_r65_class_case_increment_extra_share_raw.evaluate.py.log,1,553,34,18802,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_class_case_increment/logs/ex244_r65_class_case_increment_extra_share.yosys.log; abc_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_class_case_increment/logs/ex244_ex244_r65_class_case_increment_extra_share_raw.abc.log; synth_sec=1.328; abc_sec=0.000; eval_sec=0.479,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round65_20260613_1029/agent_shards/sub-fp8-hypot-classifier-r65/candidates.csv
ex244,sub-fp8-hypot-classifier-r65,ex244_ex244_r65_class_case_increment_abc_g_aig_raw,ex244|fp8_source_restructure|ex244_r65_class_case_increment|exact_reachable_class_case_with_constant_increment_saturation_tail_instead_of_bdd_replay|abc_g_aig|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex244_r65_class_case_increment + abc_g_aig + raw,exact reachable class case with constant increment/saturation tail instead of BDD replay,,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_class_case_increment/verilog/ex244_r65_class_case_increment.v,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_class_case_increment/aigs/ex244_ex244_r65_class_case_increment_abc_g_aig_raw.aig,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_class_case_increment/logs/ex244_ex244_r65_class_case_increment_abc_g_aig_raw.evaluate.py.log,1,552,34,18768,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_class_case_increment/logs/ex244_r65_class_case_increment_abc_g_aig.yosys.log; abc_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_class_case_increment/logs/ex244_ex244_r65_class_case_increment_abc_g_aig_raw.abc.log; synth_sec=1.365; abc_sec=0.000; eval_sec=0.509,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round65_20260613_1029/agent_shards/sub-fp8-hypot-classifier-r65/candidates.csv
ex244,sub-fp8-hypot-classifier-r65,ex244_ex244_r65_class_case_increment_synth_preset_raw,ex244|fp8_source_restructure|ex244_r65_class_case_increment|exact_reachable_class_case_with_constant_increment_saturation_tail_instead_of_bdd_replay|synth_preset|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex244_r65_class_case_increment + synth_preset + raw,exact reachable class case with constant increment/saturation tail instead of BDD replay,,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_class_case_increment/verilog/ex244_r65_class_case_increment.v,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_class_case_increment/aigs/ex244_ex244_r65_class_case_increment_synth_preset_raw.aig,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_class_case_increment/logs/ex244_ex244_r65_class_case_increment_synth_preset_raw.evaluate.py.log,1,609,35,21315,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_class_case_increment/logs/ex244_r65_class_case_increment_synth_preset.yosys.log; abc_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex244/ex244_r65_class_case_increment/logs/ex244_ex244_r65_class_case_increment_synth_preset_raw.abc.log; synth_sec=1.947; abc_sec=0.000; eval_sec=0.495,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round65_20260613_1029/agent_shards/sub-fp8-hypot-classifier-r65/candidates.csv
ex249,sub-fp8-hypot-classifier-r65,ex249_ex249_r65_threshold_cubes_default_raw,ex249|fp8_source_restructure|ex249_r65_threshold_cubes|shared_active_gap_shell_plus_threshold_cube_classifiers_over_smax_smin_and_muxed_increment_tail|default|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex249_r65_threshold_cubes + default + raw,shared active-gap shell plus threshold cube classifiers over smax/smin and muxed increment tail,,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_threshold_cubes/verilog/ex249_r65_threshold_cubes.v,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_threshold_cubes/aigs/ex249_ex249_r65_threshold_cubes_default_raw.aig,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_threshold_cubes/logs/ex249_ex249_r65_threshold_cubes_default_raw.evaluate.py.log,1,184,29,5336,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_threshold_cubes/logs/ex249_r65_threshold_cubes_default.yosys.log; abc_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_threshold_cubes/logs/ex249_ex249_r65_threshold_cubes_default_raw.abc.log; synth_sec=0.201; abc_sec=0.000; eval_sec=0.480,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round65_20260613_1029/agent_shards/sub-fp8-hypot-classifier-r65/candidates.csv
ex249,sub-fp8-hypot-classifier-r65,ex249_ex249_r65_threshold_cubes_extra_share_raw,ex249|fp8_source_restructure|ex249_r65_threshold_cubes|shared_active_gap_shell_plus_threshold_cube_classifiers_over_smax_smin_and_muxed_increment_tail|extra_share|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex249_r65_threshold_cubes + extra_share + raw,shared active-gap shell plus threshold cube classifiers over smax/smin and muxed increment tail,,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_threshold_cubes/verilog/ex249_r65_threshold_cubes.v,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_threshold_cubes/aigs/ex249_ex249_r65_threshold_cubes_extra_share_raw.aig,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_threshold_cubes/logs/ex249_ex249_r65_threshold_cubes_extra_share_raw.evaluate.py.log,1,183,28,5124,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_threshold_cubes/logs/ex249_r65_threshold_cubes_extra_share.yosys.log; abc_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_threshold_cubes/logs/ex249_ex249_r65_threshold_cubes_extra_share_raw.abc.log; synth_sec=0.210; abc_sec=0.000; eval_sec=0.449,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round65_20260613_1029/agent_shards/sub-fp8-hypot-classifier-r65/candidates.csv
ex249,sub-fp8-hypot-classifier-r65,ex249_ex249_r65_threshold_cubes_abc_g_aig_raw,ex249|fp8_source_restructure|ex249_r65_threshold_cubes|shared_active_gap_shell_plus_threshold_cube_classifiers_over_smax_smin_and_muxed_increment_tail|abc_g_aig|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex249_r65_threshold_cubes + abc_g_aig + raw,shared active-gap shell plus threshold cube classifiers over smax/smin and muxed increment tail,,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_threshold_cubes/verilog/ex249_r65_threshold_cubes.v,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_threshold_cubes/aigs/ex249_ex249_r65_threshold_cubes_abc_g_aig_raw.aig,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_threshold_cubes/logs/ex249_ex249_r65_threshold_cubes_abc_g_aig_raw.evaluate.py.log,1,175,29,5075,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_threshold_cubes/logs/ex249_r65_threshold_cubes_abc_g_aig.yosys.log; abc_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_threshold_cubes/logs/ex249_ex249_r65_threshold_cubes_abc_g_aig_raw.abc.log; synth_sec=0.208; abc_sec=0.000; eval_sec=0.467,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round65_20260613_1029/agent_shards/sub-fp8-hypot-classifier-r65/candidates.csv
ex249,sub-fp8-hypot-classifier-r65,ex249_ex249_r65_threshold_cubes_synth_preset_raw,ex249|fp8_source_restructure|ex249_r65_threshold_cubes|shared_active_gap_shell_plus_threshold_cube_classifiers_over_smax_smin_and_muxed_increment_tail|synth_preset|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex249_r65_threshold_cubes + synth_preset + raw,shared active-gap shell plus threshold cube classifiers over smax/smin and muxed increment tail,,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_threshold_cubes/verilog/ex249_r65_threshold_cubes.v,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_threshold_cubes/aigs/ex249_ex249_r65_threshold_cubes_synth_preset_raw.aig,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_threshold_cubes/logs/ex249_ex249_r65_threshold_cubes_synth_preset_raw.evaluate.py.log,1,173,27,4671,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_threshold_cubes/logs/ex249_r65_threshold_cubes_synth_preset.yosys.log; abc_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_threshold_cubes/logs/ex249_ex249_r65_threshold_cubes_synth_preset_raw.abc.log; synth_sec=0.310; abc_sec=0.000; eval_sec=0.457,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round65_20260613_1029/agent_shards/sub-fp8-hypot-classifier-r65/candidates.csv
ex249,sub-fp8-hypot-classifier-r65,ex249_ex249_r65_exact_state_cubes_default_raw,ex249|fp8_source_restructure|ex249_r65_exact_state_cubes|exact_active_gap_per_delta_bit_cubes_over_reachable_gap_smax_smin_states_with_shared_saturation_shell|default|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex249_r65_exact_state_cubes + default + raw,exact active-gap per-delta-bit cubes over reachable gap/smax/smin states with shared saturation shell,,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_exact_state_cubes/verilog/ex249_r65_exact_state_cubes.v,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_exact_state_cubes/aigs/ex249_ex249_r65_exact_state_cubes_default_raw.aig,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_exact_state_cubes/logs/ex249_ex249_r65_exact_state_cubes_default_raw.evaluate.py.log,1,209,32,6688,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_exact_state_cubes/logs/ex249_r65_exact_state_cubes_default.yosys.log; abc_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_exact_state_cubes/logs/ex249_ex249_r65_exact_state_cubes_default_raw.abc.log; synth_sec=0.191; abc_sec=0.000; eval_sec=0.441,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round65_20260613_1029/agent_shards/sub-fp8-hypot-classifier-r65/candidates.csv
ex249,sub-fp8-hypot-classifier-r65,ex249_ex249_r65_exact_state_cubes_extra_share_raw,ex249|fp8_source_restructure|ex249_r65_exact_state_cubes|exact_active_gap_per_delta_bit_cubes_over_reachable_gap_smax_smin_states_with_shared_saturation_shell|extra_share|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex249_r65_exact_state_cubes + extra_share + raw,exact active-gap per-delta-bit cubes over reachable gap/smax/smin states with shared saturation shell,,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_exact_state_cubes/verilog/ex249_r65_exact_state_cubes.v,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_exact_state_cubes/aigs/ex249_ex249_r65_exact_state_cubes_extra_share_raw.aig,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_exact_state_cubes/logs/ex249_ex249_r65_exact_state_cubes_extra_share_raw.evaluate.py.log,1,207,30,6210,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_exact_state_cubes/logs/ex249_r65_exact_state_cubes_extra_share.yosys.log; abc_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_exact_state_cubes/logs/ex249_ex249_r65_exact_state_cubes_extra_share_raw.abc.log; synth_sec=0.191; abc_sec=0.000; eval_sec=0.443,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round65_20260613_1029/agent_shards/sub-fp8-hypot-classifier-r65/candidates.csv
ex249,sub-fp8-hypot-classifier-r65,ex249_ex249_r65_exact_state_cubes_abc_g_aig_raw,ex249|fp8_source_restructure|ex249_r65_exact_state_cubes|exact_active_gap_per_delta_bit_cubes_over_reachable_gap_smax_smin_states_with_shared_saturation_shell|abc_g_aig|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex249_r65_exact_state_cubes + abc_g_aig + raw,exact active-gap per-delta-bit cubes over reachable gap/smax/smin states with shared saturation shell,,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_exact_state_cubes/verilog/ex249_r65_exact_state_cubes.v,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_exact_state_cubes/aigs/ex249_ex249_r65_exact_state_cubes_abc_g_aig_raw.aig,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_exact_state_cubes/logs/ex249_ex249_r65_exact_state_cubes_abc_g_aig_raw.evaluate.py.log,1,197,32,6304,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_exact_state_cubes/logs/ex249_r65_exact_state_cubes_abc_g_aig.yosys.log; abc_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_exact_state_cubes/logs/ex249_ex249_r65_exact_state_cubes_abc_g_aig_raw.abc.log; synth_sec=0.192; abc_sec=0.000; eval_sec=0.443,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round65_20260613_1029/agent_shards/sub-fp8-hypot-classifier-r65/candidates.csv
ex249,sub-fp8-hypot-classifier-r65,ex249_ex249_r65_exact_state_cubes_synth_preset_raw,ex249|fp8_source_restructure|ex249_r65_exact_state_cubes|exact_active_gap_per_delta_bit_cubes_over_reachable_gap_smax_smin_states_with_shared_saturation_shell|synth_preset|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex249_r65_exact_state_cubes + synth_preset + raw,exact active-gap per-delta-bit cubes over reachable gap/smax/smin states with shared saturation shell,,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_exact_state_cubes/verilog/ex249_r65_exact_state_cubes.v,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_exact_state_cubes/aigs/ex249_ex249_r65_exact_state_cubes_synth_preset_raw.aig,student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_exact_state_cubes/logs/ex249_ex249_r65_exact_state_cubes_synth_preset_raw.evaluate.py.log,1,217,30,6510,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_exact_state_cubes/logs/ex249_r65_exact_state_cubes_synth_preset.yosys.log; abc_log=student/work/frontend_source_parallel_round65_20260613_1029/sub-fp8-hypot-classifier-r65/ex249/ex249_r65_exact_state_cubes/logs/ex249_ex249_r65_exact_state_cubes_synth_preset_raw.abc.log; synth_sec=0.323; abc_sec=0.000; eval_sec=0.440,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round65_20260613_1029/agent_shards/sub-fp8-hypot-classifier-r65/candidates.csv
