case,domain,agent_id,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex249,float_fp8,local-ex249-source-r49,ex249_ex249_effgap_split_delta_abc_g_aig_raw,1,174,30,5220,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_abc_g_aig_raw.aig,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_abc_g_aig.yosys.log; abc_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_abc_g_aig_raw.abc.log; synth_sec=0.178; abc_sec=0.000; eval_sec=0.437
ex249,float_fp8,local-ex249-source-r49,ex249_ex249_effgap_split_delta_synth_preset_raw,1,176,29,5104,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_synth_preset_raw.aig,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_synth_preset.yosys.log; abc_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_synth_preset_raw.abc.log; synth_sec=0.287; abc_sec=0.000; eval_sec=0.455
ex249,float_fp8,local-ex249-source-r49,ex249_ex249_effgap_inc_mux_default_raw,1,180,30,5400,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_default_raw.aig,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_default.yosys.log; abc_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_default_raw.abc.log; synth_sec=0.239; abc_sec=0.000; eval_sec=0.453
ex249,float_fp8,local-ex249-source-r49,ex249_ex249_effgap_inc_mux_extra_share_raw,1,202,30,6060,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_extra_share_raw.aig,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_extra_share.yosys.log; abc_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_extra_share_raw.abc.log; synth_sec=0.219; abc_sec=0.000; eval_sec=0.437
ex249,float_fp8,local-ex249-source-r49,ex249_ex249_effgap_inc_mux_abc_g_aig_raw,1,170,30,5100,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_abc_g_aig_raw.aig,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_abc_g_aig.yosys.log; abc_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_abc_g_aig_raw.abc.log; synth_sec=0.181; abc_sec=0.000; eval_sec=0.439
ex249,float_fp8,local-ex249-source-r49,ex249_ex249_effgap_inc_mux_synth_preset_raw,1,186,30,5580,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_synth_preset_raw.aig,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_synth_preset.yosys.log; abc_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_synth_preset_raw.abc.log; synth_sec=0.320; abc_sec=0.000; eval_sec=0.457
ex249,float_fp8,local-ex249-source-r49,ex249_ex249_direct_carry_delta_default_raw,1,194,28,5432,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_direct_carry_delta/verilog/ex249_direct_carry_delta.v,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_direct_carry_delta/aigs/ex249_ex249_direct_carry_delta_default_raw.aig,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_direct_carry_delta/logs/ex249_direct_carry_delta_default.yosys.log; abc_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_default_raw.abc.log; synth_sec=0.187; abc_sec=0.000; eval_sec=0.477
ex249,float_fp8,local-ex249-source-r49,ex249_ex249_direct_carry_delta_extra_share_raw,1,184,31,5704,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_direct_carry_delta/verilog/ex249_direct_carry_delta.v,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_direct_carry_delta/aigs/ex249_ex249_direct_carry_delta_extra_share_raw.aig,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_direct_carry_delta/logs/ex249_direct_carry_delta_extra_share.yosys.log; abc_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_extra_share_raw.abc.log; synth_sec=0.195; abc_sec=0.000; eval_sec=0.455
ex249,float_fp8,local-ex249-source-r49,ex249_ex249_direct_carry_delta_abc_g_aig_raw,1,171,27,4617,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_direct_carry_delta/verilog/ex249_direct_carry_delta.v,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_direct_carry_delta/aigs/ex249_ex249_direct_carry_delta_abc_g_aig_raw.aig,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_direct_carry_delta/logs/ex249_direct_carry_delta_abc_g_aig.yosys.log; abc_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_abc_g_aig_raw.abc.log; synth_sec=0.205; abc_sec=0.000; eval_sec=0.444
ex249,float_fp8,local-ex249-source-r49,ex249_ex249_direct_carry_delta_synth_preset_raw,1,195,29,5655,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_direct_carry_delta/verilog/ex249_direct_carry_delta.v,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_direct_carry_delta/aigs/ex249_ex249_direct_carry_delta_synth_preset_raw.aig,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_direct_carry_delta/logs/ex249_direct_carry_delta_synth_preset.yosys.log; abc_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_synth_preset_raw.abc.log; synth_sec=0.288; abc_sec=0.000; eval_sec=0.435
ex249,float_fp8,local-ex249-source-r49,ex249_ex249_effgap_direct_carry_default_raw,1,186,30,5580,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_direct_carry/verilog/ex249_effgap_direct_carry.v,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_direct_carry/aigs/ex249_ex249_effgap_direct_carry_default_raw.aig,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_direct_carry/logs/ex249_effgap_direct_carry_default.yosys.log; abc_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_default_raw.abc.log; synth_sec=0.180; abc_sec=0.000; eval_sec=0.455
ex249,float_fp8,local-ex249-source-r49,ex249_ex249_effgap_direct_carry_extra_share_raw,1,189,30,5670,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_direct_carry/verilog/ex249_effgap_direct_carry.v,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_direct_carry/aigs/ex249_ex249_effgap_direct_carry_extra_share_raw.aig,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_direct_carry/logs/ex249_effgap_direct_carry_extra_share.yosys.log; abc_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_extra_share_raw.abc.log; synth_sec=0.280; abc_sec=0.000; eval_sec=0.458
ex249,float_fp8,local-ex249-source-r49,ex249_ex249_effgap_direct_carry_abc_g_aig_raw,1,168,30,5040,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_direct_carry/verilog/ex249_effgap_direct_carry.v,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_direct_carry/aigs/ex249_ex249_effgap_direct_carry_abc_g_aig_raw.aig,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_direct_carry/logs/ex249_effgap_direct_carry_abc_g_aig.yosys.log; abc_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_abc_g_aig_raw.abc.log; synth_sec=0.190; abc_sec=0.000; eval_sec=0.448
ex249,float_fp8,local-ex249-source-r49,ex249_ex249_effgap_direct_carry_synth_preset_raw,1,173,28,4844,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_direct_carry/verilog/ex249_effgap_direct_carry.v,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_direct_carry/aigs/ex249_ex249_effgap_direct_carry_synth_preset_raw.aig,student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_direct_carry/logs/ex249_effgap_direct_carry_synth_preset.yosys.log; abc_log=student/work/ex249_frontend_source_only_round49_20260613_0910/local-ex249-source-r49/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_synth_preset_raw.abc.log; synth_sec=0.298; abc_sec=0.000; eval_sec=0.449
