case,candidate_id,hypothesis,representation,sharing_strategy,synth_flow,method_signature,verilog_path,aig_path,log_path,equivalent,area,delay,adp,beats_frontend,beats_reference,notes,agent_id,variant,official_output_dir,evaluate_log,verified_truth,reference_adp,beats_overall_current,shard_csv,domain,shared_structure,simulation_pass,beats_current_best
ex223,ex223_r75_nested_low14_hi5_manual15_14_directspecial_abc_g_aig,fp16_log_special_nested_minimality_recheck,low14_hi5_nested_lut_with_manual_sign_and_bit14,direct special class shell plus manual high-bit thresholds and nested low table,yosys_abc_g_aig,ex223|fp16_log_special_nested_minimality_recheck|low14_hi5_nested_lut_with_manual_sign_and_bit14|direct_special_class_shell_plus_manual_high-bit_thresholds_and_nested_low_table|yosys_abc_g_aig|abc_xf_official_evaluate|r75_nested_low14_hi5_manual15_14_directspecial,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp16-redesc-r75/ex223/verilog/ex223_r75_nested_low14_hi5_manual15_14_directspecial.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp16-redesc-r75/ex223/aigs/ex223_r75_nested_low14_hi5_manual15_14_directspecial_abc_g_aig.aig,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp16-redesc-r75/ex223/logs/ex223_r75_nested_low14_hi5_manual15_14_directspecial_abc_g_aig.yosys.log,1,10772,19,204668,0,0,"direct special shell plus nested low14/hi5 and manual high bits 15,14; direct_special_shell=daz_zero_to_ninf_negative_to_nan_inf_nan_split; low_width=14; nested_hi=5; nested_lo=5; low_items=30720; b15:manual_exp_lt15; b14:manual_ln_thresholds",sub-fp16-redesc-r75,r75_nested_low14_hi5_manual15_14_directspecial,student/runs/fp16/frontend_source_parallel_round75_20260613_1450/sub-fp16-redesc-r75/ex223/official_eval/ex223_r75_nested_low14_hi5_manual15_14_directspecial_abc_g_aig,student/runs/fp16/frontend_source_parallel_round75_20260613_1450/sub-fp16-redesc-r75/ex223/official_eval/ex223_r75_nested_low14_hi5_manual15_14_directspecial_abc_g_aig/ex223_r75_nested_low14_hi5_manual15_14_directspecial_abc_g_aig.evaluate.py.log,1,120549,0,student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-fp16-redesc-r75/candidates.csv,fp16,direct special class shell plus manual high-bit thresholds and nested low table,not_run,
ex244,ex244_ex244_r75_field_valid_delta_bits_repo_yosys,"E4M3FN packed hypot abs(high,low)",ex244_r75_field_valid_delta_bits,field-level max/min decode plus individual valid-gated delta bits,repo_yosys_frontend_default,"ex244|E4M3FN packed hypot abs(high,low)|ex244_r75_field_valid_delta_bits|field_level_max_min_decode_plus_individual_valid_gated_delta_bits|repo_yosys_frontend_default|official_evaluate|full_word",student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex244/verilog/ex244_r75_field_valid_delta_bits.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex244/aigs/ex244_ex244_r75_field_valid_delta_bits_repo_yosys.aig,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex244/logs/ex244_ex244_r75_field_valid_delta_bits_repo_yosys.yosys.log,1,328,35,11480,0,0,official evaluate.py OK; eval_sec=0.518; total_sec=0.772,sub-fp8-addhypot-redesc-r75,ex244_r75_field_valid_delta_bits,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex244/eval/ex244_ex244_r75_field_valid_delta_bits_repo_yosys,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex244/logs/ex244_ex244_r75_field_valid_delta_bits_repo_yosys.evaluate.py.log,1,4272,0,agent_shards/sub-fp8-addhypot-redesc-r75/candidates.csv,float_fp8,field-level max/min decode plus individual valid-gated delta bits,not_run,
ex245,ex245_ex245_r75_field_active_mux_repo_yosys,E5M2FN packed add high byte plus low byte,ex245_r75_field_active_mux,direct E5 field compare/decode plus active same/diff table gating before output mux,repo_yosys_frontend_default,ex245|E5M2FN packed add high byte plus low byte|ex245_r75_field_active_mux|direct_e5_field_compare_decode_plus_active_same_diff_table_gating_before_output_mux|repo_yosys_frontend_default|official_evaluate|full_word,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/verilog/ex245_r75_field_active_mux.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/aigs/ex245_ex245_r75_field_active_mux_repo_yosys.aig,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/logs/ex245_ex245_r75_field_active_mux_repo_yosys.yosys.log,1,741,31,22971,0,0,official evaluate.py OK; eval_sec=0.785; total_sec=2.059,sub-fp8-addhypot-redesc-r75,ex245_r75_field_active_mux,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/eval/ex245_ex245_r75_field_active_mux_repo_yosys,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/logs/ex245_ex245_r75_field_active_mux_repo_yosys.evaluate.py.log,1,11050,0,agent_shards/sub-fp8-addhypot-redesc-r75/candidates.csv,float_fp8,direct E5 field compare/decode plus active same/diff table gating before output mux,not_run,
ex245,ex245_ex245_r75_field_keyed_tables_repo_yosys,E5M2FN packed add high byte plus low byte,ex245_r75_field_keyed_tables,direct E5 field compare/decode plus inactive-key suppression for same/diff tables,repo_yosys_frontend_default,ex245|E5M2FN packed add high byte plus low byte|ex245_r75_field_keyed_tables|direct_e5_field_compare_decode_plus_inactive_key_suppression_for_same_diff_tables|repo_yosys_frontend_default|official_evaluate|full_word,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/verilog/ex245_r75_field_keyed_tables.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/aigs/ex245_ex245_r75_field_keyed_tables_repo_yosys.aig,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/logs/ex245_ex245_r75_field_keyed_tables_repo_yosys.yosys.log,1,756,36,27216,0,0,official evaluate.py OK; eval_sec=0.761; total_sec=1.910,sub-fp8-addhypot-redesc-r75,ex245_r75_field_keyed_tables,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/eval/ex245_ex245_r75_field_keyed_tables_repo_yosys,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/logs/ex245_ex245_r75_field_keyed_tables_repo_yosys.evaluate.py.log,1,11050,0,agent_shards/sub-fp8-addhypot-redesc-r75/candidates.csv,float_fp8,direct E5 field compare/decode plus inactive-key suppression for same/diff tables,not_run,
ex249,ex249_ex249_r75_active_key_delta_case_repo_yosys,"E5M2FN packed hypot abs(high,low)",ex249_r75_active_key_delta_case,active-gap key gating before the original 2-bit delta case and shared saturation guard,repo_yosys_frontend_default,"ex249|E5M2FN packed hypot abs(high,low)|ex249_r75_active_key_delta_case|active_gap_key_gating_before_the_original_2_bit_delta_case_and_shared_saturation_guard|repo_yosys_frontend_default|official_evaluate|full_word",student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex249/verilog/ex249_r75_active_key_delta_case.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex249/aigs/ex249_ex249_r75_active_key_delta_case_repo_yosys.aig,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex249/logs/ex249_ex249_r75_active_key_delta_case_repo_yosys.yosys.log,1,208,37,7696,0,0,official evaluate.py OK; eval_sec=0.453; total_sec=0.656,sub-fp8-addhypot-redesc-r75,ex249_r75_active_key_delta_case,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex249/eval/ex249_ex249_r75_active_key_delta_case_repo_yosys,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex249/logs/ex249_ex249_r75_active_key_delta_case_repo_yosys.evaluate.py.log,1,2079,0,agent_shards/sub-fp8-addhypot-redesc-r75/candidates.csv,float_fp8,active-gap key gating before the original 2-bit delta case and shared saturation guard,not_run,
ex249,ex249_ex249_r75_active_key_split_pred_repo_yosys,"E5M2FN packed hypot abs(high,low)",ex249_r75_active_key_split_pred,active-gap key gating feeding split inc1/inc2 predicate tables and shared saturation guard,repo_yosys_frontend_default,"ex249|E5M2FN packed hypot abs(high,low)|ex249_r75_active_key_split_pred|active_gap_key_gating_feeding_split_inc1_inc2_predicate_tables_and_shared_saturation_guard|repo_yosys_frontend_default|official_evaluate|full_word",student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex249/verilog/ex249_r75_active_key_split_pred.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex249/aigs/ex249_ex249_r75_active_key_split_pred_repo_yosys.aig,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex249/logs/ex249_ex249_r75_active_key_split_pred_repo_yosys.yosys.log,1,205,36,7380,0,0,official evaluate.py OK; eval_sec=0.451; total_sec=0.698,sub-fp8-addhypot-redesc-r75,ex249_r75_active_key_split_pred,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex249/eval/ex249_ex249_r75_active_key_split_pred_repo_yosys,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex249/logs/ex249_ex249_r75_active_key_split_pred_repo_yosys.evaluate.py.log,1,2079,0,agent_shards/sub-fp8-addhypot-redesc-r75/candidates.csv,float_fp8,active-gap key gating feeding split inc1/inc2 predicate tables and shared saturation guard,not_run,
ex241,ex241_r75_product_class_step_patch,E4M3FN packed multiply high byte times low byte,per-product linear exponent region plus exact low-step patch table,"shared sign xor, effective exponent sum, 4x4 significand product, product-local patch decode",student.frontends.yosys_synth default abc -g AND,ex241|E4M3FN packed multiply|per-product linear step patch|shared sign xor exp_sum sig_product patch_mag|repo_yosys_frontend_default|official_evaluate|product_class_step_patch,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-muldiv-redesc-r75/ex241/verilog/ex241_r75_product_class_step_patch.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-muldiv-redesc-r75/ex241/aigs/ex241_r75_product_class_step_patch.aig,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-muldiv-redesc-r75/ex241/logs/ex241_r75_product_class_step_patch.evaluate.py.log,1,988,41,40508,0,0,official evaluate.py OK,sub-fp8-muldiv-redesc-r75,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-fp8-muldiv-redesc-r75/candidates.csv,,,,
ex246,ex246_r75_pprod_class_step_patch,E5M2FN packed multiply high byte times low byte,explicit 3x3 partial product plus product-local linear/patch decode,"shared sign xor, exponent sum, explicit partial-product state, product-local patch decode",student.frontends.yosys_synth default abc -g AND,ex246|E5M2FN packed multiply|explicit partial-product linear step patch|shared sign xor exp_sum pprod patch_mag|repo_yosys_frontend_default|official_evaluate|product_class_step_patch,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-muldiv-redesc-r75/ex246/verilog/ex246_r75_pprod_class_step_patch.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-muldiv-redesc-r75/ex246/aigs/ex246_r75_pprod_class_step_patch.aig,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-muldiv-redesc-r75/ex246/logs/ex246_r75_pprod_class_step_patch.evaluate.py.log,1,421,29,12209,0,0,official evaluate.py OK,sub-fp8-muldiv-redesc-r75,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-fp8-muldiv-redesc-r75/candidates.csv,,,,
ex247,ex247_r75_sigpair_delta_patch,E5M2FN packed division low byte over high byte,sigpair quotient linear delta region plus exact patch table,"shared sign xor, exponent delta, numerator/denominator significands, sigpair-local patch decode",student.frontends.yosys_synth default abc -g AND,ex247|E5M2FN packed low-over-high division|sigpair delta linear patch|shared sign xor delta sigpair patch_mag|repo_yosys_frontend_default|official_evaluate|sigpair_delta_step_patch,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-muldiv-redesc-r75/ex247/verilog/ex247_r75_sigpair_delta_patch.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-muldiv-redesc-r75/ex247/aigs/ex247_r75_sigpair_delta_patch.aig,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-muldiv-redesc-r75/ex247/logs/ex247_r75_sigpair_delta_patch.evaluate.py.log,1,519,28,14532,0,0,official evaluate.py OK,sub-fp8-muldiv-redesc-r75,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-fp8-muldiv-redesc-r75/candidates.csv,,,,
ex297,ex297_r75_pairsel_sel2_cluster_static,cyclic 2-bit static bit-cone graft,static selected output bits from sel2-cluster source over pairsel current best,pairsel template provides most outputs; only output bits 10/11 use the sel2 BDD cone,yosys_internal_abc_g_aig,ex297|cyclic_2bit_static_bitcone_graft|static selected output bits from sel2-cluster source over pairsel current best|pairsel template provides most outputs; only output bits 10/11 use the sel2 BDD cone|yosys_internal_abc_g_aig|official_evaluate|static_sel2_cluster_bits,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/verilog/ex297_r75_pairsel_sel2_cluster_static.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/aigs/ex297_r75_pairsel_sel2_cluster_static.aig,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/logs/ex297_r75_pairsel_sel2_cluster_static.yosys.log,1,26617,16,425872,false,false,"r75 bit_source=0:pairsel,1:pairsel,2:pairsel,3:pairsel,4:pairsel,5:pairsel,6:pairsel,7:pairsel,8:pairsel,9:pairsel,10:sel2,11:sel2,12:pairsel,13:pairsel; synth_sec=47.533; eval_sec=0.820",sub-unknown-large-redesc-r75,static_sel2_cluster_bits,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/official_outputs/ex297_r75_pairsel_sel2_cluster_static,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/logs/ex297_r75_pairsel_sel2_cluster_static.evaluate.py.log,abc_xf_evaluate_py,225900,,student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-unknown-large-redesc-r75/candidates.csv,,pairsel template provides most outputs; only output bits 10/11 use the sel2 BDD cone,not_run,false
ex297,ex297_r75_pairsel_celllocal_lowcells,cyclic 2-bit static bit-cone graft,static low-cell output cones from cell-local source over pairsel current best,cell-local inversion source covers cells 0..2 while pairsel template covers the rest,yosys_internal_abc_g_aig,ex297|cyclic_2bit_static_bitcone_graft|static low-cell output cones from cell-local source over pairsel current best|cell-local inversion source covers cells 0..2 while pairsel template covers the rest|yosys_internal_abc_g_aig|official_evaluate|static_celllocal_low_cells,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/verilog/ex297_r75_pairsel_celllocal_lowcells.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/aigs/ex297_r75_pairsel_celllocal_lowcells.aig,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/logs/ex297_r75_pairsel_celllocal_lowcells.yosys.log,1,26641,16,426256,false,false,"r75 bit_source=0:celllocal,1:celllocal,2:celllocal,3:celllocal,4:celllocal,5:celllocal,6:pairsel,7:pairsel,8:pairsel,9:pairsel,10:pairsel,11:pairsel,12:pairsel,13:pairsel; synth_sec=43.716; eval_sec=0.770",sub-unknown-large-redesc-r75,static_celllocal_low_cells,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/official_outputs/ex297_r75_pairsel_celllocal_lowcells,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/logs/ex297_r75_pairsel_celllocal_lowcells.evaluate.py.log,abc_xf_evaluate_py,225900,,student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-unknown-large-redesc-r75/candidates.csv,,cell-local inversion source covers cells 0..2 while pairsel template covers the rest,not_run,false
ex297,ex297_r75_pairsel_celllocal_highcells,cyclic 2-bit static bit-cone graft,static high-cell output cones from cell-local source over pairsel current best,cell-local inversion source covers cells 4..6 while pairsel template covers the rest,yosys_internal_abc_g_aig,ex297|cyclic_2bit_static_bitcone_graft|static high-cell output cones from cell-local source over pairsel current best|cell-local inversion source covers cells 4..6 while pairsel template covers the rest|yosys_internal_abc_g_aig|official_evaluate|static_celllocal_high_cells,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/verilog/ex297_r75_pairsel_celllocal_highcells.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/aigs/ex297_r75_pairsel_celllocal_highcells.aig,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/logs/ex297_r75_pairsel_celllocal_highcells.yosys.log,1,26630,16,426080,false,false,"r75 bit_source=0:pairsel,1:pairsel,2:pairsel,3:pairsel,4:pairsel,5:pairsel,6:pairsel,7:pairsel,8:celllocal,9:celllocal,10:celllocal,11:celllocal,12:celllocal,13:celllocal; synth_sec=44.416; eval_sec=0.776",sub-unknown-large-redesc-r75,static_celllocal_high_cells,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/official_outputs/ex297_r75_pairsel_celllocal_highcells,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/logs/ex297_r75_pairsel_celllocal_highcells.evaluate.py.log,abc_xf_evaluate_py,225900,,student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-unknown-large-redesc-r75/candidates.csv,,cell-local inversion source covers cells 4..6 while pairsel template covers the rest,not_run,false
ex297,ex297_r75_pairsel_r71_selector_plane,cyclic 2-bit static bit-cone graft,static selector-plane cones from r71 sel0-identity source over pairsel current best,r71 source drives even selector-plane outputs; pairsel drives odd inner-plane outputs,yosys_internal_abc_g_aig,ex297|cyclic_2bit_static_bitcone_graft|static selector-plane cones from r71 sel0-identity source over pairsel current best|r71 source drives even selector-plane outputs; pairsel drives odd inner-plane outputs|yosys_internal_abc_g_aig|official_evaluate|static_r71_selector_plane,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/verilog/ex297_r75_pairsel_r71_selector_plane.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/aigs/ex297_r75_pairsel_r71_selector_plane.aig,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/logs/ex297_r75_pairsel_r71_selector_plane.yosys.log,1,26590,16,425440,false,false,"r75 bit_source=0:r71,1:pairsel,2:r71,3:pairsel,4:r71,5:pairsel,6:r71,7:pairsel,8:r71,9:pairsel,10:r71,11:pairsel,12:r71,13:pairsel; synth_sec=44.753; eval_sec=0.782",sub-unknown-large-redesc-r75,static_r71_selector_plane,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/official_outputs/ex297_r75_pairsel_r71_selector_plane,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/logs/ex297_r75_pairsel_r71_selector_plane.evaluate.py.log,abc_xf_evaluate_py,225900,,student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-unknown-large-redesc-r75/candidates.csv,,r71 source drives even selector-plane outputs; pairsel drives odd inner-plane outputs,not_run,false
ex299,ex299_r75_sel2_celllocal_cluster_static,cyclic 2-bit static bit-cone graft,static selected output bits from cell-local source over sel2-cluster current best,sel2 cluster source provides most outputs; only bits 8/9 use cell-local cones,yosys_internal_abc_g_aig,ex299|cyclic_2bit_static_bitcone_graft|static selected output bits from cell-local source over sel2-cluster current best|sel2 cluster source provides most outputs; only bits 8/9 use cell-local cones|yosys_internal_abc_g_aig|official_evaluate|static_celllocal_cluster_bits,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex299/verilog/ex299_r75_sel2_celllocal_cluster_static.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex299/aigs/ex299_r75_sel2_celllocal_cluster_static.aig,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex299/logs/ex299_r75_sel2_celllocal_cluster_static.yosys.log,1,98747,18,1777446,true,false,"r75 bit_source=0:sel2,1:sel2,2:sel2,3:sel2,4:sel2,5:sel2,6:sel2,7:sel2,8:celllocal,9:celllocal,10:sel2,11:sel2,12:sel2,13:sel2,14:sel2,15:sel2; synth_sec=150.998; eval_sec=5.024",sub-unknown-large-redesc-r75,static_celllocal_cluster_bits,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex299/official_outputs/ex299_r75_sel2_celllocal_cluster_static,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex299/logs/ex299_r75_sel2_celllocal_cluster_static.evaluate.py.log,abc_xf_evaluate_py,1013807,,student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-unknown-large-redesc-r75/candidates.csv,,sel2 cluster source provides most outputs; only bits 8/9 use cell-local cones,not_run,true
ex299,ex299_r75_sel2_pairsel_cluster_static,cyclic 2-bit static bit-cone graft,static selected output bits from pairsel source over sel2-cluster current best,sel2 cluster source provides most outputs; only bits 8/9 use pairsel cones,yosys_internal_abc_g_aig,ex299|cyclic_2bit_static_bitcone_graft|static selected output bits from pairsel source over sel2-cluster current best|sel2 cluster source provides most outputs; only bits 8/9 use pairsel cones|yosys_internal_abc_g_aig|official_evaluate|static_pairsel_cluster_bits,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex299/verilog/ex299_r75_sel2_pairsel_cluster_static.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex299/aigs/ex299_r75_sel2_pairsel_cluster_static.aig,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex299/logs/ex299_r75_sel2_pairsel_cluster_static.yosys.log,1,98735,18,1777230,true,false,"r75 bit_source=0:sel2,1:sel2,2:sel2,3:sel2,4:sel2,5:sel2,6:sel2,7:sel2,8:pairsel,9:pairsel,10:sel2,11:sel2,12:sel2,13:sel2,14:sel2,15:sel2; synth_sec=185.893; eval_sec=5.122",sub-unknown-large-redesc-r75,static_pairsel_cluster_bits,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex299/official_outputs/ex299_r75_sel2_pairsel_cluster_static,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex299/logs/ex299_r75_sel2_pairsel_cluster_static.evaluate.py.log,abc_xf_evaluate_py,1013807,,student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-unknown-large-redesc-r75/candidates.csv,,sel2 cluster source provides most outputs; only bits 8/9 use pairsel cones,not_run,true
ex299,ex299_r75_sel2_celllocal_lowhalf,cyclic 2-bit static bit-cone graft,static low-half output cones from cell-local source over sel2-cluster current best,cell-local inversion source drives low half; sel2 cluster source drives high half,yosys_internal_abc_g_aig,ex299|cyclic_2bit_static_bitcone_graft|static low-half output cones from cell-local source over sel2-cluster current best|cell-local inversion source drives low half; sel2 cluster source drives high half|yosys_internal_abc_g_aig|official_evaluate|static_celllocal_low_half,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex299/verilog/ex299_r75_sel2_celllocal_lowhalf.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex299/aigs/ex299_r75_sel2_celllocal_lowhalf.aig,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex299/logs/ex299_r75_sel2_celllocal_lowhalf.yosys.log,1,98765,18,1777770,true,false,"r75 bit_source=0:celllocal,1:celllocal,2:celllocal,3:celllocal,4:celllocal,5:celllocal,6:celllocal,7:celllocal,8:sel2,9:sel2,10:sel2,11:sel2,12:sel2,13:sel2,14:sel2,15:sel2; synth_sec=155.297; eval_sec=5.131",sub-unknown-large-redesc-r75,static_celllocal_low_half,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex299/official_outputs/ex299_r75_sel2_celllocal_lowhalf,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex299/logs/ex299_r75_sel2_celllocal_lowhalf.evaluate.py.log,abc_xf_evaluate_py,1013807,,student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-unknown-large-redesc-r75/candidates.csv,,cell-local inversion source drives low half; sel2 cluster source drives high half,not_run,true
ex285,ex285_r75_paircanon_decision_tree,hamming_weight_preserving_lossy_routing_normalizer,paircanon_p45_p67_decision_tree_wrapper,canonicalize exact input pairs 4/5 and 6/7 before current decision-tree source,yosys_default_abc_g_AND_then_aigmap,ex285|hamming_weight_preserving_lossy_routing_normalizer|paircanon_p45_p67_decision_tree_wrapper|canonical_pair_input_constraint_on_current_tree|yosys_default_abc_g_AND_then_aigmap|official_evaluate|full_word,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/verilog/ex285_r75_paircanon_decision_tree.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/aigs/ex285_r75_paircanon_decision_tree.aig,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/logs/ex285_r75_paircanon_decision_tree.evaluate.py.log,1,810,18,14580,0,0,"official evaluate.py OK; pair-canonical source constraint lowered area versus default replay but raised delay, so ADP is nonwinning.",sub-unknown-small-redesc-r75,p45_p67,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/evaluate_tmp,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/logs/ex285_r75_paircanon_decision_tree.evaluate.py.log,1,5499,0,student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-unknown-small-redesc-r75/candidates.csv,unknown,canonicalize exact input pairs 4/5 and 6/7 before current decision-tree source,not_run,
