case,hypothesis,representation,sharing_strategy,synth_flow,method_signature,status,reason,artifact_path,agent_id,candidate_id,variant,verilog_path,aig_path,stage,failure_reason,reuse_policy,notes,shard_csv,domain,shared_structure,log_path,evidence_path
ex223,fp16_log_special_nested_minimality_recheck,low14_hi5_nested_lut_with_manual_sign_and_bit14,direct special class shell plus manual high-bit thresholds and nested low table,yosys_abc_g_aig,ex223|fp16_log_special_nested_minimality_recheck|low14_hi5_nested_lut_with_manual_sign_and_bit14|direct_special_class_shell_plus_manual_high-bit_thresholds_and_nested_low_table|yosys_abc_g_aig|abc_xf_official_evaluate|r75_nested_low14_hi5_manual15_14_directspecial,equivalent_nonwinning,official evaluate.py OK but did not beat current overall,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp16-redesc-r75/ex223/verilog/ex223_r75_nested_low14_hi5_manual15_14_directspecial.v,sub-fp16-redesc-r75,ex223_r75_nested_low14_hi5_manual15_14_directspecial_abc_g_aig,r75_nested_low14_hi5_manual15_14_directspecial,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp16-redesc-r75/ex223/verilog/ex223_r75_nested_low14_hi5_manual15_14_directspecial.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp16-redesc-r75/ex223/aigs/ex223_r75_nested_low14_hi5_manual15_14_directspecial_abc_g_aig.aig,official_evaluate_qor,official evaluate.py OK but did not beat current overall,repeat_only_with_material_change,"direct special shell plus nested low14/hi5 and manual high bits 15,14; direct_special_shell=daz_zero_to_ninf_negative_to_nan_inf_nan_split; low_width=14; nested_hi=5; nested_lo=5; low_items=30720; b15:manual_exp_lt15; b14:manual_ln_thresholds",student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-fp16-redesc-r75/failed_hypotheses.csv,fp16,direct special class shell plus manual high-bit thresholds and nested low table,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp16-redesc-r75/ex223/logs/ex223_r75_nested_low14_hi5_manual15_14_directspecial_abc_g_aig.yosys.log,student/runs/fp16/frontend_source_parallel_round75_20260613_1450/sub-fp16-redesc-r75/ex223/official_eval/ex223_r75_nested_low14_hi5_manual15_14_directspecial_abc_g_aig/ex223_r75_nested_low14_hi5_manual15_14_directspecial_abc_g_aig.evaluate.py.log
ex244,"E4M3FN packed hypot abs(high,low)",ex244_r75_field_valid_delta_bits,field-level max/min decode plus individual valid-gated delta bits,repo_yosys_frontend_default,"ex244|E4M3FN packed hypot abs(high,low)|ex244_r75_field_valid_delta_bits|field_level_max_min_decode_plus_individual_valid_gated_delta_bits|repo_yosys_frontend_default|official_evaluate|full_word",equivalent_no_frontend_gain,official equivalent but ADP did not beat frontend target 9120,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex244/verilog/ex244_r75_field_valid_delta_bits.v,sub-fp8-addhypot-redesc-r75,ex244_ex244_r75_field_valid_delta_bits_repo_yosys,ex244_r75_field_valid_delta_bits,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex244/verilog/ex244_r75_field_valid_delta_bits.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex244/aigs/ex244_ex244_r75_field_valid_delta_bits_repo_yosys.aig,official_evaluate,nonwinning ADP 11480,repeat_only_with_new_structure,official evaluate.py OK; eval_sec=0.518; total_sec=0.772,agent_shards/sub-fp8-addhypot-redesc-r75/failed_hypotheses.csv,float_fp8,field-level max/min decode plus individual valid-gated delta bits,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex244/logs/ex244_ex244_r75_field_valid_delta_bits_repo_yosys.evaluate.py.log,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex244/logs/ex244_ex244_r75_field_valid_delta_bits_repo_yosys.evaluate.py.log
ex245,E5M2FN packed add high byte plus low byte,ex245_r75_field_active_mux,direct E5 field compare/decode plus active same/diff table gating before output mux,repo_yosys_frontend_default,ex245|E5M2FN packed add high byte plus low byte|ex245_r75_field_active_mux|direct_e5_field_compare_decode_plus_active_same_diff_table_gating_before_output_mux|repo_yosys_frontend_default|official_evaluate|full_word,equivalent_no_frontend_gain,official equivalent but ADP did not beat frontend target 22077,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/verilog/ex245_r75_field_active_mux.v,sub-fp8-addhypot-redesc-r75,ex245_ex245_r75_field_active_mux_repo_yosys,ex245_r75_field_active_mux,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/verilog/ex245_r75_field_active_mux.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/aigs/ex245_ex245_r75_field_active_mux_repo_yosys.aig,official_evaluate,nonwinning ADP 22971,repeat_only_with_new_structure,official evaluate.py OK; eval_sec=0.785; total_sec=2.059,agent_shards/sub-fp8-addhypot-redesc-r75/failed_hypotheses.csv,float_fp8,direct E5 field compare/decode plus active same/diff table gating before output mux,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/logs/ex245_ex245_r75_field_active_mux_repo_yosys.evaluate.py.log,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/logs/ex245_ex245_r75_field_active_mux_repo_yosys.evaluate.py.log
ex245,E5M2FN packed add high byte plus low byte,ex245_r75_field_keyed_tables,direct E5 field compare/decode plus inactive-key suppression for same/diff tables,repo_yosys_frontend_default,ex245|E5M2FN packed add high byte plus low byte|ex245_r75_field_keyed_tables|direct_e5_field_compare_decode_plus_inactive_key_suppression_for_same_diff_tables|repo_yosys_frontend_default|official_evaluate|full_word,equivalent_no_frontend_gain,official equivalent but ADP did not beat frontend target 22077,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/verilog/ex245_r75_field_keyed_tables.v,sub-fp8-addhypot-redesc-r75,ex245_ex245_r75_field_keyed_tables_repo_yosys,ex245_r75_field_keyed_tables,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/verilog/ex245_r75_field_keyed_tables.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/aigs/ex245_ex245_r75_field_keyed_tables_repo_yosys.aig,official_evaluate,nonwinning ADP 27216,repeat_only_with_new_structure,official evaluate.py OK; eval_sec=0.761; total_sec=1.910,agent_shards/sub-fp8-addhypot-redesc-r75/failed_hypotheses.csv,float_fp8,direct E5 field compare/decode plus inactive-key suppression for same/diff tables,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/logs/ex245_ex245_r75_field_keyed_tables_repo_yosys.evaluate.py.log,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex245/logs/ex245_ex245_r75_field_keyed_tables_repo_yosys.evaluate.py.log
ex249,"E5M2FN packed hypot abs(high,low)",ex249_r75_active_key_delta_case,active-gap key gating before the original 2-bit delta case and shared saturation guard,repo_yosys_frontend_default,"ex249|E5M2FN packed hypot abs(high,low)|ex249_r75_active_key_delta_case|active_gap_key_gating_before_the_original_2_bit_delta_case_and_shared_saturation_guard|repo_yosys_frontend_default|official_evaluate|full_word",equivalent_no_frontend_gain,official equivalent but ADP did not beat frontend target 4342,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex249/verilog/ex249_r75_active_key_delta_case.v,sub-fp8-addhypot-redesc-r75,ex249_ex249_r75_active_key_delta_case_repo_yosys,ex249_r75_active_key_delta_case,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex249/verilog/ex249_r75_active_key_delta_case.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex249/aigs/ex249_ex249_r75_active_key_delta_case_repo_yosys.aig,official_evaluate,nonwinning ADP 7696,repeat_only_with_new_structure,official evaluate.py OK; eval_sec=0.453; total_sec=0.656,agent_shards/sub-fp8-addhypot-redesc-r75/failed_hypotheses.csv,float_fp8,active-gap key gating before the original 2-bit delta case and shared saturation guard,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex249/logs/ex249_ex249_r75_active_key_delta_case_repo_yosys.evaluate.py.log,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex249/logs/ex249_ex249_r75_active_key_delta_case_repo_yosys.evaluate.py.log
ex249,"E5M2FN packed hypot abs(high,low)",ex249_r75_active_key_split_pred,active-gap key gating feeding split inc1/inc2 predicate tables and shared saturation guard,repo_yosys_frontend_default,"ex249|E5M2FN packed hypot abs(high,low)|ex249_r75_active_key_split_pred|active_gap_key_gating_feeding_split_inc1_inc2_predicate_tables_and_shared_saturation_guard|repo_yosys_frontend_default|official_evaluate|full_word",equivalent_no_frontend_gain,official equivalent but ADP did not beat frontend target 4342,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex249/verilog/ex249_r75_active_key_split_pred.v,sub-fp8-addhypot-redesc-r75,ex249_ex249_r75_active_key_split_pred_repo_yosys,ex249_r75_active_key_split_pred,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex249/verilog/ex249_r75_active_key_split_pred.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex249/aigs/ex249_ex249_r75_active_key_split_pred_repo_yosys.aig,official_evaluate,nonwinning ADP 7380,repeat_only_with_new_structure,official evaluate.py OK; eval_sec=0.451; total_sec=0.698,agent_shards/sub-fp8-addhypot-redesc-r75/failed_hypotheses.csv,float_fp8,active-gap key gating feeding split inc1/inc2 predicate tables and shared saturation guard,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex249/logs/ex249_ex249_r75_active_key_split_pred_repo_yosys.evaluate.py.log,student/work/frontend_source_parallel_round75_20260613_1450/sub-fp8-addhypot-redesc-r75/ex249/logs/ex249_ex249_r75_active_key_split_pred_repo_yosys.evaluate.py.log
ex297,cyclic 2-bit static bit-cone graft,static selected output bits from sel2-cluster source over pairsel current best,pairsel template provides most outputs; only output bits 10/11 use the sel2 BDD cone,yosys_internal_abc_g_aig,ex297|cyclic_2bit_static_bitcone_graft|static selected output bits from sel2-cluster source over pairsel current best|pairsel template provides most outputs; only output bits 10/11 use the sel2 BDD cone|yosys_internal_abc_g_aig|official_evaluate|static_sel2_cluster_bits,EQUIVALENT_NONWINNING,official evaluate.py equivalent but did not beat current target,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/logs/ex297_r75_pairsel_sel2_cluster_static.evaluate.py.log,sub-unknown-large-redesc-r75,ex297_r75_pairsel_sel2_cluster_static,static_sel2_cluster_bits,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/verilog/ex297_r75_pairsel_sel2_cluster_static.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/aigs/ex297_r75_pairsel_sel2_cluster_static.aig,official_evaluate,ADP 425872 vs target 425024,do_not_repeat_as_is,"r75 bit_source=0:pairsel,1:pairsel,2:pairsel,3:pairsel,4:pairsel,5:pairsel,6:pairsel,7:pairsel,8:pairsel,9:pairsel,10:sel2,11:sel2,12:pairsel,13:pairsel; synth_sec=47.533; eval_sec=0.820",student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-unknown-large-redesc-r75/failed_hypotheses.csv,,,,
ex297,cyclic 2-bit static bit-cone graft,static low-cell output cones from cell-local source over pairsel current best,cell-local inversion source covers cells 0..2 while pairsel template covers the rest,yosys_internal_abc_g_aig,ex297|cyclic_2bit_static_bitcone_graft|static low-cell output cones from cell-local source over pairsel current best|cell-local inversion source covers cells 0..2 while pairsel template covers the rest|yosys_internal_abc_g_aig|official_evaluate|static_celllocal_low_cells,EQUIVALENT_NONWINNING,official evaluate.py equivalent but did not beat current target,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/logs/ex297_r75_pairsel_celllocal_lowcells.evaluate.py.log,sub-unknown-large-redesc-r75,ex297_r75_pairsel_celllocal_lowcells,static_celllocal_low_cells,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/verilog/ex297_r75_pairsel_celllocal_lowcells.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/aigs/ex297_r75_pairsel_celllocal_lowcells.aig,official_evaluate,ADP 426256 vs target 425024,do_not_repeat_as_is,"r75 bit_source=0:celllocal,1:celllocal,2:celllocal,3:celllocal,4:celllocal,5:celllocal,6:pairsel,7:pairsel,8:pairsel,9:pairsel,10:pairsel,11:pairsel,12:pairsel,13:pairsel; synth_sec=43.716; eval_sec=0.770",student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-unknown-large-redesc-r75/failed_hypotheses.csv,,,,
ex297,cyclic 2-bit static bit-cone graft,static high-cell output cones from cell-local source over pairsel current best,cell-local inversion source covers cells 4..6 while pairsel template covers the rest,yosys_internal_abc_g_aig,ex297|cyclic_2bit_static_bitcone_graft|static high-cell output cones from cell-local source over pairsel current best|cell-local inversion source covers cells 4..6 while pairsel template covers the rest|yosys_internal_abc_g_aig|official_evaluate|static_celllocal_high_cells,EQUIVALENT_NONWINNING,official evaluate.py equivalent but did not beat current target,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/logs/ex297_r75_pairsel_celllocal_highcells.evaluate.py.log,sub-unknown-large-redesc-r75,ex297_r75_pairsel_celllocal_highcells,static_celllocal_high_cells,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/verilog/ex297_r75_pairsel_celllocal_highcells.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/aigs/ex297_r75_pairsel_celllocal_highcells.aig,official_evaluate,ADP 426080 vs target 425024,do_not_repeat_as_is,"r75 bit_source=0:pairsel,1:pairsel,2:pairsel,3:pairsel,4:pairsel,5:pairsel,6:pairsel,7:pairsel,8:celllocal,9:celllocal,10:celllocal,11:celllocal,12:celllocal,13:celllocal; synth_sec=44.416; eval_sec=0.776",student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-unknown-large-redesc-r75/failed_hypotheses.csv,,,,
ex297,cyclic 2-bit static bit-cone graft,static selector-plane cones from r71 sel0-identity source over pairsel current best,r71 source drives even selector-plane outputs; pairsel drives odd inner-plane outputs,yosys_internal_abc_g_aig,ex297|cyclic_2bit_static_bitcone_graft|static selector-plane cones from r71 sel0-identity source over pairsel current best|r71 source drives even selector-plane outputs; pairsel drives odd inner-plane outputs|yosys_internal_abc_g_aig|official_evaluate|static_r71_selector_plane,EQUIVALENT_NONWINNING,official evaluate.py equivalent but did not beat current target,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/logs/ex297_r75_pairsel_r71_selector_plane.evaluate.py.log,sub-unknown-large-redesc-r75,ex297_r75_pairsel_r71_selector_plane,static_r71_selector_plane,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/verilog/ex297_r75_pairsel_r71_selector_plane.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex297/aigs/ex297_r75_pairsel_r71_selector_plane.aig,official_evaluate,ADP 425440 vs target 425024,do_not_repeat_as_is,"r75 bit_source=0:r71,1:pairsel,2:r71,3:pairsel,4:r71,5:pairsel,6:r71,7:pairsel,8:r71,9:pairsel,10:r71,11:pairsel,12:r71,13:pairsel; synth_sec=44.753; eval_sec=0.782",student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-unknown-large-redesc-r75/failed_hypotheses.csv,,,,
ex299,cyclic 2-bit static bit-cone graft,static selector-plane cones from r71 sel0-identity source over sel2-cluster current best,r71 source drives even selector-plane outputs; sel2 source drives odd inner-plane outputs,yosys_internal_abc_g_aig,ex299|cyclic_2bit_static_bitcone_graft|static selector-plane cones from r71 sel0-identity source over sel2-cluster current best|r71 source drives even selector-plane outputs; sel2 source drives odd inner-plane outputs|yosys_internal_abc_g_aig|official_evaluate|static_r71_selector_plane,SYNTH_FAILED,yosys failed; see student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex299/logs/ex299_r75_sel2_r71_selector_plane.yosys.log,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex299/logs/ex299_r75_sel2_r71_selector_plane.yosys.log,sub-unknown-large-redesc-r75,ex299_r75_sel2_r71_selector_plane,static_r71_selector_plane,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex299/verilog/ex299_r75_sel2_r71_selector_plane.v,,synthesis,yosys failed; see student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-large-redesc-r75/ex299/logs/ex299_r75_sel2_r71_selector_plane.yosys.log,do_not_repeat_as_is,no official AIG produced,student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-unknown-large-redesc-r75/failed_hypotheses.csv,,,,
ex285,hamming_weight_preserving_lossy_routing_normalizer,paircanon_p45_p67_decision_tree_wrapper,canonicalize exact input pairs 4/5 and 6/7 before current decision-tree source,yosys_default_abc_g_AND_then_aigmap,ex285|hamming_weight_preserving_lossy_routing_normalizer|paircanon_p45_p67_decision_tree_wrapper|canonical_pair_input_constraint_on_current_tree|yosys_default_abc_g_AND_then_aigmap|official_evaluate|full_word,tested_nonwinning,official evaluate.py equivalent but did not improve frontend/current/reference ADP,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/logs/ex285_r75_paircanon_decision_tree.evaluate.py.log,sub-unknown-small-redesc-r75,ex285_r75_paircanon_decision_tree,p45_p67,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/verilog/ex285_r75_paircanon_decision_tree.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/aigs/ex285_r75_paircanon_decision_tree.aig,official_evaluate,equivalent_but_bad_qor,do_not_repeat_as_is,"official evaluate.py OK; pair-canonical source constraint lowered area versus default replay but raised delay, so ADP is nonwinning.",student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-unknown-small-redesc-r75/failed_hypotheses.csv,unknown,canonicalize exact input pairs 4/5 and 6/7 before current decision-tree source,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/logs/ex285_r75_paircanon_decision_tree.evaluate.py.log,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/logs/ex285_r75_paircanon_decision_tree.evaluate.py.log
ex285,hamming_weight_preserving_lossy_routing_normalizer,paircanon_p45_decision_tree_wrapper,canonicalize exact input pair 4/5 before current decision-tree source,yosys_default_abc_g_AND_then_aigmap,ex285|hamming_weight_preserving_lossy_routing_normalizer|paircanon_p45_decision_tree_wrapper|canonical_pair_input_constraint_on_current_tree|yosys_default_abc_g_AND_then_aigmap|official_evaluate|full_word,tested_nonwinning,official evaluate.py equivalent but did not improve frontend/current/reference ADP,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/logs/ex285_r75_paircanon_p45_decision_tree.evaluate.py.log,sub-unknown-small-redesc-r75,ex285_r75_paircanon_p45_decision_tree,p45_only,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/verilog/ex285_r75_paircanon_p45_decision_tree.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/aigs/ex285_r75_paircanon_p45_decision_tree.aig,official_evaluate,equivalent_but_bad_qor,do_not_repeat_as_is,official evaluate.py OK; single-pair canonical source still raised delay and did not improve ADP.,student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-unknown-small-redesc-r75/failed_hypotheses.csv,unknown,canonicalize exact input pair 4/5 before current decision-tree source,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/logs/ex285_r75_paircanon_p45_decision_tree.evaluate.py.log,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/logs/ex285_r75_paircanon_p45_decision_tree.evaluate.py.log
ex285,hamming_weight_preserving_lossy_routing_normalizer,paircanon_p67_decision_tree_wrapper,canonicalize exact input pair 6/7 before current decision-tree source,yosys_default_abc_g_AND_then_aigmap,ex285|hamming_weight_preserving_lossy_routing_normalizer|paircanon_p67_decision_tree_wrapper|canonical_pair_input_constraint_on_current_tree|yosys_default_abc_g_AND_then_aigmap|official_evaluate|full_word,tested_nonwinning,official evaluate.py equivalent but did not improve frontend/current/reference ADP,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/logs/ex285_r75_paircanon_p67_decision_tree.evaluate.py.log,sub-unknown-small-redesc-r75,ex285_r75_paircanon_p67_decision_tree,p67_only,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/verilog/ex285_r75_paircanon_p67_decision_tree.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/aigs/ex285_r75_paircanon_p67_decision_tree.aig,official_evaluate,equivalent_but_bad_qor,do_not_repeat_as_is,official evaluate.py OK; single-pair canonical source is nonwinning.,student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-unknown-small-redesc-r75/failed_hypotheses.csv,unknown,canonicalize exact input pair 6/7 before current decision-tree source,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/logs/ex285_r75_paircanon_p67_decision_tree.evaluate.py.log,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/logs/ex285_r75_paircanon_p67_decision_tree.evaluate.py.log
ex288,hamming_weight_preserving_lossy_routing_normalizer,vector_onehot_mux_keybdd7,express class-onehot mux as one vector mask OR plus selected keyBDD bit 7,yosys_default_abc_g_AND_then_aigmap,ex288|hamming_weight_preserving_lossy_routing_normalizer|vector_onehot_mux_keybdd7|shared_vector_class_mask_mux|yosys_default_abc_g_AND_then_aigmap|official_evaluate|pair_canonical_class_groups,tested_nonwinning,official evaluate.py equivalent but did not improve frontend/current/reference ADP,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex288/logs/ex288_r75_vector_onehot_mux_keybdd7.evaluate.py.log,sub-unknown-small-redesc-r75,ex288_r75_vector_onehot_mux_keybdd7,default,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex288/verilog/ex288_r75_vector_onehot_mux_keybdd7.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex288/aigs/ex288_r75_vector_onehot_mux_keybdd7.aig,official_evaluate,equivalent_but_bad_qor,do_not_repeat_as_is,official evaluate.py OK; vectorized mux source did not reduce ADP.,student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-unknown-small-redesc-r75/failed_hypotheses.csv,unknown,express class-onehot mux as one vector mask OR plus selected keyBDD bit 7,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex288/logs/ex288_r75_vector_onehot_mux_keybdd7.evaluate.py.log,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex288/logs/ex288_r75_vector_onehot_mux_keybdd7.evaluate.py.log
ex288,hamming_weight_preserving_lossy_routing_normalizer,vector_onehot_mux_keybdd7,express class-onehot mux as one vector mask OR plus selected keyBDD bit 7,yosys_internal_abc_g_aig_d14,ex288|hamming_weight_preserving_lossy_routing_normalizer|vector_onehot_mux_keybdd7|shared_vector_class_mask_mux|yosys_internal_abc_g_aig_d14|official_evaluate|pair_canonical_class_groups,tested_nonwinning,official evaluate.py equivalent but did not improve frontend/current/reference ADP,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex288/logs/ex288_r75_vector_onehot_mux_keybdd7_abc_g_aig_d14.evaluate.py.log,sub-unknown-small-redesc-r75,ex288_r75_vector_onehot_mux_keybdd7_abc_g_aig_d14,abc_g_aig_d14,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex288/verilog/ex288_r75_vector_onehot_mux_keybdd7.v,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex288/aigs/ex288_r75_vector_onehot_mux_keybdd7_abc_g_aig_d14.aig,official_evaluate,equivalent_but_bad_qor,do_not_repeat_as_is,official evaluate.py OK; low-delay frontend flow still regressed versus current frontend best.,student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-unknown-small-redesc-r75/failed_hypotheses.csv,unknown,express class-onehot mux as one vector mask OR plus selected keyBDD bit 7,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex288/logs/ex288_r75_vector_onehot_mux_keybdd7_abc_g_aig_d14.evaluate.py.log,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex288/logs/ex288_r75_vector_onehot_mux_keybdd7_abc_g_aig_d14.evaluate.py.log
ex285,compact_state_descriptor_without_table,blocked_high_level_redescription,avoid table-scale residual covers and direct key/cube expansion,no_synth,ex285|compact_state_descriptor_without_table|blocked_high_level_redescription|avoid_table_scale_residuals|no_synth|screen_from_prior_case_notes|full_word,blocked_no_candidate,prior screens show compact descriptors either conflict or expand to near-full key/table size; no source emitted,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/notes/high_level_dossier.md,sub-unknown-small-redesc-r75,,blocked_descriptor,,,high_level_decision,source_size_or_descriptor_conflicts,repeat_only_with_new_structure,Recorded per user instruction to prefer blocker over bulky residual cover.,student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-unknown-small-redesc-r75/failed_hypotheses.csv,unknown,compact state blocked; no residual cover emitted,,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex285/notes/high_level_dossier.md
ex288,compact_state_descriptor_without_table,blocked_high_level_redescription,avoid table-scale residual covers and direct key/cube expansion,no_synth,ex288|compact_state_descriptor_without_table|blocked_high_level_redescription|avoid_table_scale_residuals|no_synth|screen_from_prior_case_notes|full_word,blocked_no_candidate,prior screens show compact descriptors either conflict or expand to near-full key/table size; no source emitted,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex288/notes/high_level_dossier.md,sub-unknown-small-redesc-r75,,blocked_descriptor,,,high_level_decision,source_size_or_descriptor_conflicts,repeat_only_with_new_structure,Recorded per user instruction to prefer blocker over bulky residual cover.,student/frontend_campaigns/campaigns/frontend_source_parallel_round75_20260613_1450/agent_shards/sub-unknown-small-redesc-r75/failed_hypotheses.csv,unknown,compact state blocked; no residual cover emitted,,student/work/frontend_source_parallel_round75_20260613_1450/sub-unknown-small-redesc-r75/ex288/notes/high_level_dossier.md
